"MR1";"MR2";"MR9";"MR8";"MR4";"MR7";"MR5";"MR6";"MR10";"MR3"
"afraid";0.0953664163034252;0.444572920682477;0.298061464741215;0.148843115315569;0.369706910023707;0.334096658228323;0.159990012071374;0.305968821935697;0.276346539650964;0.310627349236296
"beautiful";0.327046231359582;0.234995105474747;0.339419078133538;0.63842742446376;0.296091102486373;0.129078614744243;0.14240947180116;0.0889915883301447;0.10820975796482;0.229699375357621
"best";0.449893194108217;0.25621676030186;0.626619961197569;0.12770434992628;0.185888266462923;-0.11725891710314;0.11826869405557;0.145205488671612;0.0615535060746477;0.246599959613795
"calm";0.299045412757765;0.583325665056945;0.175812877972574;0.286096197306881;0.355015092227278;0.0885378066039264;0.171397430273231;0.13122969556347;0.299357762327583;0.250538423950927
"capable";0.417944100043702;0.197819986412368;0.244597834704399;0.0599273384751232;0.607338011050905;0.18504198048788;-0.133058977471319;0.158941066171053;0.0888453551782372;-0.0475880637964692
"careful";0.292475760082895;0.206906968289325;0.262890540417499;0.25185077414371;0.195285225941567;0.119079023185351;0.184238086435992;0.14284755652056;0.737029559943384;0.0837699455324081
"cheerful";0.326372275710903;0.356979547211312;0.336615568439214;0.292037615706018;0.375987558176457;0.0871545480762194;0.136338058737201;0.359213073824236;0.176464272289112;0.255573044000901
"clever";0.463971299072432;0.457412867183568;0.478469382542056;0.178727492426059;0.259869138060626;-0.156703161876343;0.0971361143135738;-0.0205218115714959;0.150429531211961;0.00366299608019133
"comfortable";0.218090613526564;0.276926820809375;0.734311239489872;0.157142137345456;0.0839330312410512;0.0682947855761634;0.1567492074508;-0.00475387956333387;0.26644208224537;0.0974069617884579
"cruel";0.253838100080493;0.400325741992926;0.469887317039436;0.220828759056626;0.166719245657267;0.0945135315542362;0.423801257206981;0.217050849875913;0.069245522993586;0.144967058593237
"curious";0.259579038832063;0.183053617700575;0.27239708504797;0.658422257743449;0.0436377413464802;-0.0368208187382648;0.27618738466322;0.122547318010489;0.0532510340354613;0.0941754668643345
"delicate";0.46486534272331;0.239798920132876;0.310507378507947;0.27357761914475;0.226970920713306;0.252965499366912;0.102841466837497;0.409673038247254;0.230073440197798;0.071518378468778
"delighted";0.583993803747728;0.140459005716851;0.320502579028847;0.365706722698531;0.265329841512086;0.251311609747358;0.0284836981232973;0.151810114688504;0.0143649828857739;0.214155075053636
"delightful";0.625395574875751;0.0826792419168595;0.420535968067885;0.129115482231929;0.30780760619911;0.193635069688822;0.145567498741996;0.0943863912510472;0.123016656394161;0.243590483741006
"different";0.577639174628445;0.435432058669217;0.296229038383244;0.377763772399255;0.296387433977054;0.0544088198310162;0.127085765733298;0.0432111818750686;0.132501666303929;0.0646231021212676
"extraordinary";0.346088660350307;0.397496909280095;0.393932497867271;0.376620077608885;0.384181730301785;0.011328818703352;0.203732495449849;0.0527785433424781;0.1397210380974;0.0617690194423408
"fair";0.190121442562817;0.71880816373125;0.336721729703095;0.0713631664967538;0.205568064688835;0.267534557293688;0.117673249656106;0.0912192410963465;0.00101033904884731;-0.070404999131707
"faithful";0.13280718959108;0.753507540872533;0.207691420189131;0.146895977975078;0.030687978353779;0.0579214548537034;0.130303841402041;0.16036424767558;0.164762418628393;0.203152543098123
"familiar";0.221274380284413;0.437770486392153;0.546432574408712;0.282647038065169;0.263281817975883;0.183883825952471;0.2066529884993;0.21019387486939;0.0197823026031756;0.183383732630866
"famous";0.112241634660769;0.279010961291868;0.552614242437175;0.110972015965001;0.381505728911064;0.333350381653843;0.0814231047163918;0.0420036163472864;-0.214530168884708;0.00864554022236549
"free";0.334091920085086;0.250751853863669;0.565097212796818;0.25435179279304;0.299875398299797;-0.0247950110852588;0.0299579027967878;0.22693365063254;0.190472425235704;0.176399224920134
"friendly";0.569508942767599;0.245055672941542;0.382176192875426;0.436792235346909;0.211533869825442;0.0612314195484476;0.151429924916954;0.235694191614922;0.147200571165053;0.00947762936443812
"gentle";0.41878745598062;0.426843240152548;0.261516056159341;0.410738279075181;0.226117519540943;0.0949449727014208;0.238912033866471;0.260596290481035;-0.0994257744861337;0.347734857291212
"happier";0.41462882773628;0.352144975904589;0.435403050950184;0.360412685054289;0.135040117040479;0.236678714372281;-0.106031012200414;0.182318607888753;0.0477938843223763;-0.00812362691735305
"happy";0.135096596454893;0.681686113857933;0.251599693992534;0.177234797471239;0.192314377752562;0.226782868558671;0.498477994085688;0.0428814995902405;-0.0609373936916003;-0.139845526181967
"honest";0.308723317205118;0.0937373355996529;0.536238201161699;0.346307813323865;0.261824526921504;0.146743704500215;0.233881524027274;0.248019617577046;0.209763428392798;0.0156860280392308
"legal";0.218042939644435;0.0652619443314583;0.0986297572293198;0.354183484542687;0.385469738684082;0.29633583221612;-0.111440937341294;-0.0285033763766007;0.157104220154469;0.352307796960727
"married";0.3222790558158;0.122342390911207;0.385345266746086;0.24424690588263;0.584541915618549;0.261369060135744;0.183931731628369;0.0215426980364974;0.111314545721719;0.170412569112671
"modest";0.265947897463825;0.463229659369001;0.464099713585802;0.212583468838145;0.0764094071195226;0.0846680566549926;0.186714394434004;0.383000607554768;0.00954249070337878;-0.0543925975847242
"mysterious";0.225010117367064;0.149555870431516;0.417744927644351;0.271408290966456;0.199902576516236;0.339389973208971;0.0918680010371295;0.172434987324634;0.150695801357481;-0.0264058026177581
"natural";0.248491324883307;0.287864991337004;0.310242345007662;0.618037255328048;0.279288522716055;0.187389038899816;0.167968880183034;0.251351410427694;0.257935929453899;0.087197087952275
"neat";0.0668812321839918;0.366765253745829;0.0255282946673482;0.0879929041858501;0.637646969261894;0.0194524299948162;0.23345330724916;0.22487119787904;0.115270603963708;0.112678646302559
"original";0.293415636414338;0.508348895268228;0.201690393340561;0.197620619324205;0.30896951612142;0.202095059695069;-0.131440584249094;0.209359375343526;0.12869551745897;0.151689442240727
"pleasant";0.439797513484536;0.307963240147988;0.374707517272601;0.240553549130178;0.218180246999393;0.149941400933891;0.154807892935444;0.13633969770279;0.277750038058636;0.313556187025714
"professional";0.287991762631125;0.151039418131791;0.100621287533974;0.51505425199318;0.453154592859597;0.269217622825312;-0.0421746206700949;0.138229123545885;0.242657214151521;0.135622908059741
"proud";0.243200664494344;0.317655384034314;0.405332319205023;0.233740743988766;0.286416301863073;0.261536089844268;0.094216808470592;0.513119110487594;0.238428880975298;0.191634224925413
"quiet";0.562297376229784;0.277720745361107;0.453192526411629;0.41791096678853;0.130171483845347;0.194480814354028;0.0221806118374307;0.134708156406346;0.0960524323007376;-0.0409804724558637
"rich";0.373428083421637;0.328761315991995;0.116920774848999;0.304760329123347;0.171998957292658;-0.085076860952296;0.168529050099229;0.463766724142657;0.0737977892236211;0.00601273513681505
"sacred";0.249304574120846;0.446071057075211;0.0221202401041448;0.453584992552131;0.425141907196141;0.273609057612197;0.0179161290398749;0.125861858372715;0.0996514216827677;0.0369257494997066
