"MR1";"MR2"
"afraid";0.663920100635671;0.0916540321417689
"best";0.504107913041318;0.350895073814503
"capable";0.35972912721611;0.694849725905975
"careful";0.683465767531319;-0.0493008620571203
"cheerful";0.649765895287601;0.447465560053523
"clever";0.391133385183567;0.199317525528778
"comfortable";0.752074993401233;0.230675117173539
"dangerous";0.335009003440175;0.660055330185411
"delighted";0.741938783365544;0.469026753512921
"determined";0.606095649827961;0.619670951024244
"different";0.49372365001931;0.392365424077584
"extraordinary";0.703030736179334;0.306414651770979
"fair";0.5327576436289;0.480732230774046
"free";0.694128113743947;0.175354999264308
"friendly";0.65701219297271;0.10188591004082
"gentle";0.338652294677612;0.572001017935713
"greatest";0.655322704477153;-0.107433212483194
"happier";0.206687187713409;0.615496772916849
"happy";0.352290407722309;0.211451102083549
"improper";-0.0741457523120953;0.721265627960993
"interesting";0.651850570618891;0.47100910284749
"married";0.445020967603507;0.453647002161711
"natural";0.336363838217554;0.579903118943584
"pleasant";0.767693762789767;0.366579226083417
"pleasing";0.343115963609558;0.554539741267469
"powerful";0.14991207508078;0.764036935576617
"prudent";-0.16713989761735;0.651647991112939
"quiet";0.422983778367742;0.564620919572342
"reasonable";0.716117486306711;0.0262538600210929
"rich";0.168805236729285;0.393815471682602
"safe";0.658731790534531;0.0295283728321258
"selfish";-0.010790984017101;0.632089923641685
"sincere";0.708530531461152;-0.0253867644113474
"strong";0.571926156422607;0.460459890017029
"superior";0.701261312428834;0.315396533526192
"uncertain";-0.108273379779425;0.779607417597942
"worth";0.606370684165363;0.496257058410285
