"MR1";"MR2";"MR4";"MR3";"MR5"
"accustomed";0.31057853872604;0.235253095954041;0.384894020114766;-0.215310126911464;-0.0512048406774498
"afraid";0.341514897324021;0.321999395569201;0.492046942721767;0.0237716799134309;0.0670314169690739
"appropriate";0.108804580050874;0.337872318555015;0.679474314983654;-0.0144018802900186;0.106111448090037
"beautiful";0.635156467112586;0.162869002403288;0.402200126109776;0.124017446782052;0.204624437110998
"best";0.342587265192049;0.170168118404126;0.373819505599271;0.115424866317591;0.231515878779831
"calm";0.709972740620038;0.291802885044395;0.240743486714547;-0.064620120499913;0.205094354721212
"careful";0.221678487176721;0.608923858133441;0.0820464602746952;0.329082292182344;0.165312759225468
"cheerful";0.631975321890078;0.325881147794317;0.261952414576544;0.118593050606851;0.183003742703131
"clean";0.685865781047983;-0.0827573667246983;0.278147563707685;0.0373584827128574;0.0938535099814929
"clever";0.455498945836269;0.441744078405502;0.287831733482777;-0.141148555068238;0.0565782282491655
"comfortable";0.64385201077601;0.0695485500203877;0.213483645510055;-0.0241050346703492;-0.0489619024432094
"cruel";0.335757582076239;0.227134071466399;0.10169482454129;-0.0858636506167833;0.48867218837764
"curious";0.196608681845322;0.547698866119268;0.355667611252751;-0.0185446683220576;0.232827331546649
"delicate";0.369645705289078;0.0779497936304695;0.601068674713401;0.14692084365758;0.0817472524314426
"delighted";0.537711348221611;0.104778997648599;0.376371177850339;0.200219972243294;0.170644793304127
"different";0.446302386456264;0.376654879568645;-0.0731683894156096;0.230469950184686;0.354156945401748
"extraordinary";0.414436640873799;0.323979813319937;0.202740476935804;0.187525537737185;0.275703080801283
"fair";0.133300899067582;0.0878993683295496;0.225743076185924;0.684180157652257;0.18160199333452
"faithful";0.0487540921363365;0.281577368702589;0.0710827947917527;0.714003848505463;0.109052468130746
"familiar";0.195056987733485;0.0526653829987686;0.550962120771504;0.0326627047843273;0.359931260980263
"fancy";0.638382219379346;0.169121081704032;0.0850822886719705;0.147907621861223;0.05638391675972
"free";0.147557092820035;0.534169915038607;0.177357123027278;0.376153006607305;0.171443382126051
"friendly";-0.0097407028946331;0.601382531515524;-0.111202876080927;0.0800840347722624;-0.00154123823360573
"funny";0.229019008506164;-0.0212803800308801;0.14976059423396;0.242001587773791;0.27803247158532
"generous";0.408662385740681;0.248756378024232;0.493586562338662;0.522544278216591;0.0632418675401938
"gentle";0.641896393297461;0.174291923780523;0.241419851752189;0.204982042175051;0.171964327930596
"genuine";-0.112648159694379;0.11838183676099;0.178234203681916;-0.016961849443925;0.698887340658266
"greatest";0.116412475194833;0.594398815821248;0.242626731103008;0.218475039476787;-0.106635866701337
"happier";0.388854307667487;-0.208682541406171;0.315465693059099;0.451233691967402;0.165158494896151
"happy";0.466338230394319;0.217182250978307;0.497100735446288;0.0728573575758213;0.0121090032736418
"honest";0.247611876766677;0.517117037840627;0.260974163272081;0.124229596095723;0.297727260737852
"humble";0.343144907335462;0.015460045528778;-0.0327924636303481;0.534960394035728;-0.0914767742664025
"interesting";0.33424122062659;0.294706511794635;0.208896380082929;0.00731574434136027;0.00338680729438381
"married";0.281521559521585;0.0132289767305969;-0.0754044469288805;-0.096933225278702;0.569545792343335
"mighty";0.382938607750132;0.174319258924658;0.181645762739847;0.143553609907541;0.482476601181143
"mysterious";0.515787721006759;0.542351562671385;-0.122404417159522;-0.148066284646169;0.0441543814814894
"natural";0.329204388510523;0.437207753902926;0.304806745473722;0.0856906574692543;0.155598677904839
"neat";0.746630256504056;-0.13969737407214;0.188263363699762;0.161484744665078;0.194809409840823
"official";-0.115399598681759;0.434084202284894;0.120245075031226;0.0735008369850137;0.2656523299888
"peaceful";0.794597238746954;-0.0108432954515181;0.0496610848808427;0.169834412854761;0.082804707037026
"pleasant";0.52470147907944;0.264386951131343;0.458757456502233;0.286825060307306;0.0373131603204578
"powerful";0.0703332714081509;0.108112279945465;0.0189920306669699;0.279254277369337;0.502425747663303
"professional";-0.0213492416501897;0.518051768540163;0.464579210056175;0.150898798842275;-0.0482166970736235
"proud";0.385741330797965;0.199859822800049;0.078019614500709;0.658292381059549;-0.106072982953315
"prudent";-0.129784562443331;0.409932980416164;-0.106888069551343;0.372781144896068;0.284945050913248
"quiet";0.515958166573387;0.174184548024899;0.538389321396263;0.182494815792116;0.12129522080741
"rich";0.563347168836419;0.200610011173625;0.407690804458876;0.178374239857023;-0.0125839312903401
"safe";0.192767887712249;0.459090883301821;0.387194376857969;0.398229159206053;0.118557839176769
"smart";0.397771981251901;0.468543877033865;0.423570965487486;0.0810978278230731;0.057562850102366
"special";0.371223717965987;0.235917626346518;0.0600490977403232;0.142256351683534;0.00293263342194956
"strong";0.623359535718309;0.421248122875043;0.0743273142350048;0.150429460437488;0.309401696029449
"superior";0.100101028310521;0.341765002370187;0.326350171751417;-0.109667519255088;0.192209507771297
"thoughtful";0.237434152397998;0.0606043431099252;0.743568941938159;0.189169027455966;0.00146420852995031
"threatening";0.278769386652707;0.431153140421613;0.169579275917472;-0.382125968572226;0.201902772801819
"top";0.214194113119219;0.63213340207807;0.223144826150366;-0.318478396200526;0.0411555888808279
"weak";0.79195237664573;0.154861184928586;0.206449118837221;0.144213011018179;0.143851984748752
"wise";0.17229453962181;0.48453223688739;0.277254808349111;0.0993842036209364;0.338810436253436
"worth";0.163805124539839;0.577643911323717;0.233949925813314;0.179486289650099;0.0246673693248995
