"MR1";"MR3";"MR2";"MR4";"MR5"
"afraid";0.250770204308175;0.512091414476243;0.477139533372335;0.303425255658035;0.337208069116489
"beautiful";0.5976220085853;0.526003143921777;0.215790594234088;0.192313092467563;0.264688162292049
"best";0.693092255771737;0.120764755726899;0.234812740281678;0.407181942673188;0.152843995225236
"calm";0.41854264755866;0.502781173858752;0.54020377615793;0.102646476618913;0.299796040736936
"capable";0.315872686643662;0.517430833654104;0.219987142390724;0.423775249801638;-0.0909550838945072
"careful";0.501733721825632;0.388108756753318;0.193143144376204;0.0931488992268344;0.374544410261693
"cheerful";0.515690972822655;0.477166461733547;0.361587305472557;0.261757812040256;0.280458653244666
"clever";0.627106668076832;0.150443551801969;0.391705617130689;0.307426050842066;0.110937212050418
"comfortable";0.572881523972087;0.0530060534229939;0.270520781824426;0.457323568410565;0.247006203659057
"cruel";0.496465753454621;0.151555212990165;0.454174354609795;0.320811795528428;0.447990004563862
"curious";0.591102180357371;0.245945647729971;0.173277510075854;0.0223198408224026;0.334874259566196
"delicate";0.588378143634544;0.435666523072749;0.30538834916074;0.207299272209085;0.176806923376887
"delighted";0.636256006431937;0.51183327465478;0.178975050310922;0.247699603248125;0.0100644778821545
"delightful";0.626274516317511;0.406675647274283;0.134155646087908;0.358636985985227;0.112889864801332
"different";0.669329779769569;0.411233019664337;0.416125493620507;0.173875025257588;0.108795764971754
"extraordinary";0.544669055384865;0.363214746800105;0.371954429209311;0.305962142362685;0.26570383736615
"fair";0.254908653798336;0.178185757447157;0.784935828737646;0.329919777216839;0.0504090944839902
"faithful";0.320147236972834;0.170909735972175;0.712287969469437;0.0283416376729423;0.207893526918684
"familiar";0.488508149868007;0.289012519024282;0.474615343747586;0.436334912572252;0.269449060158583
"famous";0.210864270007093;0.23960498741021;0.365129856172803;0.661523117177079;0.0320836968945525
"free";0.622514761175767;0.292034189786762;0.222118656238723;0.399224826865052;0.178998156248666
"friendly";0.768074476994417;0.34959582158043;0.260297249212327;0.191590235837648;0.175479201084995
"gentle";0.566801161598183;0.422220653263284;0.445560674573852;0.148622424522631;0.234816506417282
"happier";0.606316347270085;0.321639731014436;0.372323996576036;0.277918948348845;-0.0802004189646757
"happy";0.222091943491449;0.114366802391422;0.750934336836734;0.246927771851947;0.362489639400332
"honest";0.593840818088815;0.288589139465124;0.137317954386641;0.400076750312755;0.344250163433597
"legal";0.234963793739271;0.674273370857508;0.0390063043091591;0.157267524180092;0.0298957431484276
"married";0.356456744740102;0.568656607551472;0.154591923874836;0.512118638404723;0.240113403561672
"modest";0.530480695936504;0.0758486232810088;0.518038726955907;0.282563043506262;0.200127909229192
"mysterious";0.400065360753088;0.312764247586121;0.218567308018782;0.35236378898086;0.156154561817744
"natural";0.560094989038856;0.517041180114023;0.289943503244237;0.157549258620372;0.346648851916741
"neat";0.058969860854903;0.468530384772476;0.361903140029352;0.238676552627276;0.32368081794991
"original";0.34775477352307;0.476255800399059;0.497181710404068;0.188499896741385;-0.0416007752566698
"pleasant";0.593206326556537;0.412892096014906;0.305027874011393;0.215997605146173;0.239736766574339
"professional";0.370142963808354;0.731751934591917;0.135957259562034;0.134238283464413;0.129571209162711
"proud";0.479494964791179;0.44283157017592;0.374174786644484;0.310396672339853;0.267153759873261
"quiet";0.749252029975317;0.314485433005102;0.305363573277824;0.253702575231535;0.00442686225312214
"rich";0.508004728434766;0.260463228435631;0.338381333722896;0.00575716154689104;0.218215002847607
"sacred";0.273149428467173;0.636201134771694;0.447306966474387;0.0927784513798397;0.096059336536754
"safe";0.496439995439151;0.471829029014382;0.408198354752068;0.16256164510346;0.105556629323718
"selfish";0.241116329052141;0.0913987380665794;0.288755531553004;0.126969095536428;0.6330466329574
"strong";0.517799543558948;0.586898269855975;0.247052094542682;0.163048274672673;0.215794549663563
"superior";0.110312796246929;0.456287957336614;0.468790614975614;0.176768097792446;0.148197833274053
"thoughtful";0.525529518888853;0.440044748078431;0.562628342401801;0.091123354650763;0.0284616785967579
"weak";0.522445669352533;0.196968295374111;0.42990315868157;0.0428615195402003;0.199481669221219
"welcome";0.231814834014273;0.410747150902115;0.0576866798832759;0.496681007155514;0.260518343015198
"wise";0.527258130397494;0.489629004747929;0.413018703554696;0.102893231770764;0.0478452709617219
"worth";0.739456208692855;0.382925815052041;0.145945037888514;0.131572746781766;0.159615189077045
