"MR1";"MR2"
"afraid";0.8065398573473;0.259729145309116
"beautiful";0.592124003981059;0.588130681053112
"best";0.873148931769415;0.171213778969159
"cheerful";0.647957087286266;0.540875371376978
"clever";0.583408214981601;0.618290245466929
"comfortable";0.557059978505524;0.571368408374064
"delicate";0.491774485735899;0.487068344155269
"delighted";0.877486179051803;0.276028969373634
"delightful";0.782476651398272;0.469858799285938
"determined";0.59343948315129;0.497358670489547
"different";0.660722333232563;0.474194989792062
"extraordinary";0.417559755073126;0.593882896688469
"extreme";0.609486518613828;0.483876535418682
"fair";0.307337905286111;0.78557221071867
"friendly";0.62457427062596;0.366582690257689
"gentle";0.677782222048503;0.39384337147011
"greatest";0.554349672930813;0.680765141961838
"happy";-0.0597719782293399;0.725813135102107
"humble";0.661121900249312;0.308007391373777
"independent";0.661375456411814;0.347891567785202
"interesting";0.619688767619607;0.651618779607731
"married";0.507201026690426;0.664165084887394
"natural";0.659815407417857;0.325833295813089
"pleasant";0.690992033012526;0.397884285774696
"pleasing";0.631938812395324;0.452028463936033
"quiet";0.623952682924662;0.553359408101694
"reasonable";0.494982302221907;0.566473620336791
"rich";0.274867050430356;0.63588604897624
"safe";0.702807000547205;0.180113508848646
"strong";0.468537099993041;0.653136445393505
"superior";0.633688457781998;0.404817715663693
"unpleasant";0.432742325745656;0.496629762823171
"welcome";0.661547686935441;0.34852817983036
"worth";0.595060282638897;0.622050748870915
