"MR1";"MR2";"MR3";"MR4"
"afraid";0.706123830847017;0.232471219980966;0.128934418281846;0.000750866337736017
"beautiful";0.354524158704091;0.459411797942552;0.3186380884894;0.138021364536824
"best";0.609998133358295;0.216063891710759;0.361108424477684;0.219580040647532
"capable";0.351790236159903;0.394569325885737;0.432518314879031;0.203577161969344
"clever";0.55182290411349;0.00683447613871901;0.0165704057129143;0.590777609104054
"comfortable";0.683295846391287;0.0621415623107885;0.156644601347243;0.319032054074523
"cruel";0.346381476290153;0.722561284202299;-0.0502868493546442;0.182451242680277
"curious";0.0660367312102399;0.164830573951492;0.71184449217778;0.232881920497376
"delicate";0.698141621062764;0.220467948169311;0.345917574058835;0.291661741485272
"delighted";0.367247462169789;0.482605798964848;0.445293923291902;-0.0784314508630834
"delightful";0.439532027111441;0.115804315284992;0.522013650866304;0.232484142134111
"determined";0.39183586552387;0.304233039830796;0.430459761116001;-0.246808794179614
"different";0.183329967076575;0.461426645907403;0.0850898920626624;0.0433635409065297
"extraordinary";0.336086432812934;0.21168955375704;0.676203550048143;-0.0879875933704918
"fair";0.697379045020988;0.11018161049059;0.376725158975382;0.0565037048459201
"free";0.768954986030089;0.040516183764995;0.108762750254728;0.16240918090452
"friendly";0.227204126207035;0.493786206035508;0.334888027414328;0.165237682539052
"generous";0.799702923632908;0.263811045732489;0.309333886069996;-0.0345298505828774
"greatest";0.474877728795924;0.462260873050715;0.151794562774618;0.0668007079049837
"happy";-0.0582710633657335;0.155609863293093;0.50816456442759;0.370107095762166
"intelligent";-0.160249472591667;0.53819420362736;0.15527439996848;0.177217828276119
"interesting";0.357475858235853;0.527667384483332;0.186144839153151;0.161874959246683
"liberal";-0.0633001875740371;0.749649724125161;-0.166549322115665;0.0873795547720094
"married";0.597339608236315;0.236616800400798;0.471513035817554;0.105074968144533
"natural";0.55041996992143;0.224366233704764;0.354531053959319;0.224572156442753
"original";-0.144025584628373;0.657642014508061;0.316557470950546;0.05833127622407
"pleasant";0.254903292016732;0.309125514328783;0.442741928861198;0.443398595406196
"pleasing";0.271935746712576;0.570936442631928;0.289387263638936;0.0541923016088554
"powerful";0.39084057830485;0.66762870850826;0.194348259813245;-0.0711631121515812
"proud";0.203630601527953;0.541500954875542;0.206490814236235;-0.0670937738420646
"quiet";0.18570408083655;0.292294722367922;0.569380622688108;0.0164668307557694
"reasonable";0.524072975962248;0.139116610208269;0.425860746319096;-0.127245601926536
"rich";0.711688064830667;0.366617811205778;0.112844832327472;-0.157123972878468
"safe";0.159621916956235;0.0860183738278174;0.108825964049041;0.561286856206494
"secure";0.602365703368644;0.26325352891537;0.087376540095604;-0.0404471382939358
"sincere";0.595326707120751;0.444442930838041;0.212141634594144;-0.0574891635629712
"strong";0.636057531847628;0.00399835557581512;0.166621954134323;0.256676164027071
"superior";0.459554390836436;0.652550062914882;0.231017466055564;0.0129559922896216
"unpleasant";0.388385028870917;0.179611065660206;0.538416251712883;0.00197974758751601
"welcome";0.653031139122267;0.0408894688851964;0.58730328374657;0.104481141178444
"worth";0.0297873030407359;0.67933343521881;0.318252919612178;-0.150048648409073
"weak";0.787376406929406;0.0446342400835352;-0.028321735033999;0.179039047384494
