"MR1";"MR2"
"accomplished";0.65356996280449;0.307176196085613
"accustomed";0.508436775260748;0.57483813247473
"afraid";0.729658692690185;0.426031619949237
"beautiful";0.580817904318735;0.571562146270329
"best";0.615578028914358;0.510015749580655
"calm";0.706284511917166;0.272441737853698
"capable";0.48256079633857;0.337392177427583
"careful";0.391360269527718;0.516754582824522
"cheerful";0.698102231003656;0.326109219175195
"clean";0.510092085932071;0.556712183168615
"comfortable";0.11497713161449;0.57227486064824
"cruel";0.715876023249788;0.340126027539257
"curious";0.567684203246873;0.553546590558516
"delicate";0.747796044929409;0.200825284254047
"delighted";0.335114044240872;0.625182856794406
"delightful";0.624661143925083;0.0827164149756365
"determined";0.447297908695685;0.479750069504357
"different";0.625014179318402;0.522828760401826
"extraordinary";0.540641413840389;0.58297064286665
"extreme";0.549325742223188;0.330178498361011
"fair";0.476248675346533;0.49059851460664
"faithful";0.585244913648264;0.445327843757014
"familiar";0.370414137239286;0.599552545087671
"free";0.666264117966344;0.49477337910876
"friendly";0.333900907812884;0.705270303889754
"generous";0.367520247466008;0.594751841179372
"gentle";0.793065590015169;0.402068844224486
"graceful";0.810995254422967;0.220856708943621
"greatest";0.239266493316739;0.634780122633061
"happy";0.579543577128449;0.455817510843738
"honest";0.617628445868212;0.486392700495305
"humble";0.621990810786982;0.514589561466106
"individual";0.0566107316797743;0.672276141399097
"loose";0.186577597140375;0.658339966809554
"married";0.642257554823639;0.457901355644581
"mighty";0.606670594836991;0.334157813489891
"modest";0.592352228148738;0.441833305874759
"moral";0.165388148860582;0.556389376956265
"mysterious";0.577767696371225;0.0876358764992679
"natural";0.657372049422038;0.513805420658401
"original";0.239651791589759;0.461798312920046
"pleasant";0.714826069336552;0.400631554975006
"polite";0.617727340035609;0.423095911778842
"powerful";0.354976905349388;0.481965145593319
"proud";0.632584506095525;0.384900963055784
"quiet";0.652009185824773;0.511610220276285
"rich";0.75133275689702;0.410882186083335
"sacred";0.700601749762708;0.208194635456868
"safe";0.607669819272893;0.243974496468349
"smart";0.398431945613226;0.14640600150361
"social";0.199838612752232;0.51606867362367
"strong";0.707753099648835;0.402242392497287
"superior";0.242685857275535;0.554206244729855
"surprising";0.352890316341976;0.387336607554574
"thoughtful";0.75965176317461;0.408935206682585
"weak";0.654599108288012;0.349869508803402
"worth";0.409024961576503;0.675980774340818
