"MR1";"MR2"
"accustomed";0.501396617295095;0.550692973365948
"afraid";0.790346052974394;0.349878135210638
"beautiful";0.606856815465718;0.518603655609245
"best";0.73939585136169;0.210613793020004
"calm";0.293017791451746;0.639828753453547
"careful";0.592447297614192;0.135768056133219
"cheerful";0.610357208666005;0.587434698897351
"clean";0.537900583820413;0.485608412773524
"clever";0.449706511595155;0.273259513106458
"comfortable";0.674357134538559;0.365782431583949
"cruel";0.637183295592957;0.456492226803097
"curious";0.349365590267934;0.309537001317005
"delicate";0.640587617554499;0.445127202183514
"delicious";0.348811495048823;0.46862089365852
"delighted";0.628092488325171;0.360111806150437
"delightful";0.655585480498588;0.352085918688146
"different";0.56663575686381;0.575168604217505
"expensive";0.523897681774366;0.570671906501022
"extraordinary";0.491966941741805;0.67257186295481
"extreme";0.136456728577291;0.718551444279915
"fair";0.563058775479732;0.603874131206223
"faithful";0.591713736835277;0.486045697517512
"familiar";0.160283694197794;0.689645091283577
"free";0.601874542505451;0.540251470334746
"friendly";0.193775544126209;0.686097068175018
"gentle";0.545903192157728;0.63315510434692
"graceful";0.320391362531742;0.574567449968497
"greatest";0.819871822024437;0.177467992469731
"happier";0.600166560053916;0.38303327890258
"happy";0.351398370745957;0.674182529433844
"honest";0.6031886227717;0.577965566226026
"humble";0.396186984743034;0.745986802550448
"interesting";0.46318211019614;0.318802783002241
"loose";0.174034286427655;0.542843037813765
"married";0.672866608767277;0.538217324544356
"moral";0.359864335662794;0.620994778109768
"mysterious";0.622503110377272;0.388826398545237
"natural";0.604357046884934;0.623382198949033
"original";0.535839422612965;0.527214429320146
"peaceful";0.309063315844834;0.564252020417443
"pleasant";0.721071805615378;0.363886541271882
"popular";0.282528164473718;0.420245330501773
"powerful";0.684971724648547;0.304520821560599
"professional";0.229754468568825;0.533361891500879
"proud";0.690307217180905;0.436913056612623
"quiet";0.538204292522137;0.605628224607635
"rich";0.50836857474405;0.493283231442802
"safe";0.300827727595766;0.44210345154011
"selfish";0.478778815032157;0.308928831777844
"smart";0.371406741016438;0.620077258837455
"special";0.513114562235824;0.469455061153345
"strong";0.509209849289468;0.604548596933159
"superior";0.663823020952459;0.242115896272061
"uncertain";0.158305813508789;0.588993874893059
"weak";0.584353338835617;0.574822139081607
"welcome";0.551548189072579;0.0838462010640581
"worth";0.408278721168064;0.621627752774958
"top";0.402719638392595;0.42782438983941
