"MR1";"MR2";"MR4";"MR3"
"accustomed";0.379455373757871;0.527707686339272;0.188487233157123;0.208304998135834
"afraid";0.545225278149416;0.171530869302408;0.203596788346483;0.218479320540504
"beautiful";0.741264502334721;0.18266252371757;0.252201098662869;0.355470652144136
"best";0.2808655399152;0.63116424975339;0.173301115548812;0.0969380185729781
"blessed";0.306936966341175;0.160847468876181;0.610257560023811;0.336392153681906
"brave";0.243385700927011;0.431049961975723;0.415213550346195;0.480466291381286
"calm";0.560012306004974;0.182035684448894;0.228654351257323;0.328234732574897
"careful";0.449372387347985;0.318941302967482;0.462510592432756;0.194989023222562
"catholic";0.186581832724908;0.0538301714845885;0.605327299689877;-0.0679248320438425
"cheerful";0.434987191839705;0.431370831136531;0.238914640699532;0.360599001191272
"comfortable";0.461593367343655;0.320009968527879;0.383563569676792;0.23305349042602
"cruel";0.665187654737953;0.320422666957476;0.358293557011637;0.235209074649436
"curious";0.427800216372682;0.130641119615249;0.164401408970632;0.413677961031629
"dangerous";0.548289054265757;0.425124566183086;0.133872851191726;0.286550411656202
"delicate";0.752249818247753;0.125240136646671;0.335572424618462;0.0340082270579894
"delicious";0.553420115479728;0.295806100258283;0.0714762754366524;0.304156353191539
"delighted";0.0810908162408928;0.440686233639416;0.136925023738169;0.431522789547095
"different";0.435331184259792;0.535728626206434;0.318387130574045;0.330151145992011
"extraordinary";0.493376329117802;0.451843706940412;0.399434453751309;0.122229159107321
"extreme";0.367564335663395;0.163392394042758;0.483592474087035;0.342950416632888
"fair";0.268889265771815;0.495883683022677;0.188128272931472;0.592708011462285
"faithful";0.135181382375589;0.24105098775937;0.41075108444962;0.283628842535673
"familiar";0.322353397793569;0.564888618606372;0.114159094440378;0.4573680999669
"free";0.471742243942982;0.456590044042045;0.249800655426758;0.41372823055784
"friendly";0.0755545573793603;0.64949324614599;0.369658925850674;0.320943785544638
"generous";0.10764654435565;0.080753085424025;0.117038348693259;0.489833797470325
"gentle";0.541125279107175;0.488575415213907;0.0926691051224652;0.363473897932441
"graceful";0.406734832198059;0.0726978180596231;0.319525217909802;0.567896446837553
"greatest";0.327214769747136;0.47010510734802;0.462222864666937;0.268627789676638
"happy";0.454224350876639;0.420854767872281;0.335034408776323;0.399412785448781
"honest";0.494754716372773;0.329463422452337;0.232314801445304;0.441160886358329
"humble";0.390981997440711;0.326702787101148;0.589436769676258;0.295474073468677
"loose";0.542079559393259;0.460507324656811;0.269110783786219;0.0502610214246825
"married";0.230665315464937;0.265512094187815;0.307087150776897;0.455749599138061
"mighty";-0.0723769089759905;0.569822647408286;0.463250150848905;0.187249884264398
"moral";0.472265095298551;-0.0687516912480301;0.395784453308233;0.458001164109687
"mysterious";0.655414312258262;0.453331011258319;0.304843304835259;0.123175973935467
"natural";0.453815014792338;0.226572085094853;0.38541914925897;0.30375795120264
"original";0.300198969931239;0.529075192349151;0.439760274776253;0.10693652779655
"pleasant";0.55182313569224;0.230865975747532;0.189316331420345;0.567432190179462
"popular";0.193879354213717;0.229175009706305;0.547747741859388;0.15783802707998
"protestant";0.284389326727518;0.277794249948895;0.634721314813689;0.0806943500580447
"proud";0.510266336834446;0.182026488843226;0.297650809464694;0.473696912816748
"quiet";0.142946085853677;0.547058923062436;0.388897221281496;0.469514452105281
"religious";0.177529560137941;0.32172460751091;0.547051496141992;0.00824570895613335
"rich";0.57329303025882;0.295614388544747;0.291552706259256;0.0399449678803252
"safe";0.613568684273643;0.60444664240455;0.194876963429031;0.258662865329595
"smart";0.207363724972243;0.272839119292721;-0.134618781472673;0.747701040602471
"stable";0.358146167041812;0.62212238128484;0.438721730108407;0.246731534617203
"strong";0.720099284444926;0.173792952062202;0.069472429994694;0.256566780114421
"surprising";0.232796387939926;0.760057187653456;0.139843288752304;0.0212265667709238
"thoughtful";0.586754326994587;0.365642754616186;0.271143196779256;-0.0464119446671159
"uncertain";0.224868669054492;0.492360587236774;0.335904380421078;0.279711368231933
"unpleasant";0.0912480866937707;0.211617823353234;0.564059386989321;0.271356952761064
"weak";0.307284747833792;0.442689656528602;0.252576257928301;0.319153069453823
"wise";0.356621094168845;0.498110957632074;0.227221122359913;0.332506946004394
"worth";0.651886894480221;0.0267563307502261;0.0990946797359192;0.345894385982655
