"MR1";"MR2"
"accustomed";0.487750662704402;0.382750078374953
"afraid";0.521958176768749;0.521598563019768
"beautiful";0.694092160099018;0.409264697643788
"best";0.603241339591922;0.470367389715254
"calm";0.819868739115682;0.189607573401922
"careful";0.681829864726059;0.385984563781029
"cautious";0.341222814629789;0.547520418329224
"cheerful";0.585336220154931;0.521222577771635
"clean";0.378695241707801;0.343418588310076
"comfortable";0.561057156467755;0.530070289640988
"cruel";0.590914223883904;0.11423640871973
"curious";0.491379091995541;0.204630576391949
"delicate";0.506309419611596;0.117231017841515
"delicious";0.525607587475336;0.418989423827482
"delighted";0.384636153216688;0.38742380375604
"delightful";0.188523021961573;0.5111138554733
"different";0.668842049236162;0.48652245096243
"extraordinary";0.34628212755024;0.64012555383459
"extreme";0.4926585476875;0.546641074782659
"fair";0.53743327555145;0.54496095888762
"faithful";0.712308433220152;0.355662591982765
"familiar";0.656879818330152;0.392343483580523
"free";0.615411017787776;0.464949463564793
"friendly";0.304691654694729;0.672815423863439
"funny";0.209384892993978;0.119956893690221
"gentle";0.641636556714473;0.536015524400797
"graceful";0.206292840296831;0.722303031155455
"greatest";0.491740571210599;0.35371491632229
"happier";0.653215829490907;0.181635601467952
"happy";0.669535801277769;0.312165618022667
"honest";0.555100616713848;0.517258020000116
"humble";0.750910176080132;0.300339009041878
"legal";0.498656325284563;0.365713323305556
"loose";0.318270201615965;0.242573467339058
"mighty";0.558437939647474;0.167725695650607
"modest";0.49708409701341;0.26382796737618
"moral";0.582685855738578;0.452656872220674
"mysterious";0.428447777708468;0.529988225080668
"natural";0.495047674020841;0.652037185564198
"original";0.622929928359332;0.580407619005486
"peaceful";0.760581405132446;0.00517046869035044
"pleasant";0.594243005104709;0.488238574040507
"polite";-0.131382945346259;0.655471198077416
"popular";0.17191531062632;0.600717328513842
"powerful";0.0815663558293689;0.617385053340838
"professional";0.2133795483324;0.34063074815684
"proud";0.158007206732914;0.385520694541428
"prudent";0.442659054450378;0.137711306775206
"quiet";0.547482764435767;0.533255443696612
"rich";0.443769214391979;0.57518067548932
"safe";0.469068767205532;0.219046979071012
"sincere";0.618391104773032;0.095373526458297
"smart";0.223232994590492;0.720760547579052
"stable";0.295405387151765;0.63994514865649
"strong";0.639135750385241;0.439026858359106
"surprising";0.369272868120255;0.616241206270381
"thoughtful";0.653729667016434;0.352538997359266
"uncertain";0.568086984394889;0.360568911770369
"weak";0.6197251436095;0.439306390044346
"worth";0.563033791243589;0.370017305338443
"unpleasant";0.254935321158738;0.353536456988273
"welcome";0.338746438497006;0.599952026303159
"wise";0.463455400322123;0.333792356840218
