"MR1";"MR4";"MR2";"MR3"
"afraid";0.605162988430085;0.171359077446957;0.252148921112473;0.502900069380787
"beautiful";0.600304744252864;0.271683172769794;0.231585719059155;0.124534766939137
"best";0.419005888934605;0.281376493249897;0.266027218300472;0.308849149552297
"calm";0.0759833181187513;0.644386476737378;0.103409323489897;0.249704740881563
"capable";0.152134872029156;0.252779810487705;0.321866059456254;0.413417360709405
"cheerful";0.32953659521751;0.566816601841208;0.0808765408709969;0.200587441374023
"comfortable";0.4766116385487;0.258535034851098;0.283762578988257;0.398678275053691
"cruel";0.280718240825868;0.174579442848485;0.497614068748269;0.112618141962542
"delicate";0.402259295042708;0.520491810594361;0.459182581018421;0.138503516443355
"delighted";0.267455573453841;0.479202557302445;0.317467610129216;0.461366284453782
"delightful";0.594826283067467;0.223876128230132;0.175340428699623;0.334467290830516
"determined";0.51053707798246;0.672032638819639;0.210527220591542;0.0883870286422223
"different";0.397374231791892;0.619602463437798;0.265154666479609;0.269217399535107
"extraordinary";0.502015335498675;0.436656223636882;0.359063043911151;0.13693109726227
"fair";0.283641603487833;0.455392365312237;0.207405185320952;-0.0173568420013189
"free";0.535449412283176;0.480552351388414;0.0774229330799746;0.436604772518022
"friendly";0.287395235167571;0.159018144209446;0.333058555381153;0.360992848555963
"generous";0.176609763212066;0.326771738151058;-0.0372507419616396;0.257105192102704
"gentle";0.376283896081729;0.139709750379642;0.540101519996399;0.144384359478173
"greatest";0.358872899582107;0.497411137942225;0.323952409699494;0.456442636816173
"happier";0.355674640193205;0.410996238785375;0.120577568671182;0.631676203534167
"happy";0.0112453417043829;-0.0487574912198912;0.0335377700441003;0.498482533396203
"independent";-0.140982854085621;0.12340064049142;0.73486013007326;0.16490543022036
"interesting";0.385736075583194;0.301203045896516;0.00214044483830228;0.00371320181115721
"married";0.633451514120063;0.440919106714378;0.0503451245306753;0.354814693247309
"natural";0.459104268652084;0.544559422784564;0.305390481270068;0.151324463062202
"pleasant";0.533759420103201;0.348507091761834;0.179142250094855;0.175536637889518
"pleasing";0.0334161772766528;0.271221975430969;0.277747158062817;0.485092286056878
"proud";0.495592522750997;0.206925525307916;0.402410757462832;0.0117995757778553
"prudent";0.144874862145165;0.530366318812719;0.364485151042931;0.0453056194910678
"quiet";0.204569731055882;-0.0448838915210326;0.576551152080793;0.303332498005456
"reasonable";0.266316813802889;0.50430552646926;0.37838121647386;0.156416098007991
"rich";0.22578607732296;0.6531633573289;0.144344227937411;0.163378962768629
"safe";0.182836559550455;0.237569845280227;0.50503062328131;0.15645199508392
"selfish";0.584909014571391;0.454083190342722;0.347030948277805;0.39096527779607
"sincere";0.372563181558572;0.464276960892928;0.301655506368741;0.494906081330883
"smart";0.733206689391196;0.19482325686962;0.117098194626831;0.177073065769201
"strong";0.54282474432943;0.152505705207235;0.3832996915638;0.402086297908034
"superior";0.5282817609267;0.269135089938869;0.533727843223229;-0.0436636719508912
"uncertain";0.673126103666533;0.355075346241573;0.237223655803844;0.214354941077228
"unpleasant";0.407278030789817;0.514006109905742;0.0540285767074384;0.272174429379895
"welcome";0.15707819503355;0.292355709117544;0.191766720889909;0.314660122365818
"worth";0.339409803243125;0.317092993616235;0.1718059303394;0.465899400027819
