"MR1";"MR2";"MR6";"MR4";"MR3";"MR5";"MR9";"MR7";"MR8"
"accustomed";0.0922916738717466;0.889724222950029;-0.0078404091776405;-0.105781671804571;0.0536727100036205;0.0542328983211029;0.0632637495410186;0.0857412334617656;0.10890624704698
"afraid";0.570562303915326;-0.17594612345516;-0.0850453515494356;-0.055198991155027;0.424084140718598;0.193489246284138;0.0736205742967351;0.046790685004313;0.150567818776413
"appropriate";-0.0801902766201676;0.687501006188802;0.372192032094143;-0.0386845015683272;0.0457400728463318;-0.0694064943488226;-0.0839544698621936;-0.0842368269371034;-0.0517511690786631
"beautiful";0.096190421715951;0.13901300502459;0.673377204819836;-0.0493394629121371;0.035275500658213;0.178565806375621;0.0725094571660919;0.100193212387171;0.109421193297332
"best";0.430282358250277;0.156357690610709;0.1595663404642;0.182336740273114;0.00075338229171352;0.388151179008345;0.0626946441665116;-0.0420715201309593;0.235791662302334
"blessed";0.498470945603628;-0.0648769307323461;0.317758717669423;0.174045206336367;0.00914830726519471;0.272234959110779;0.241842365047157;0.342102748263989;-0.299441848008297
"capable";-0.0006455736782316;0.108311455123983;0.0551199006023629;0.639654206748849;0.130165410331351;-0.159812984057346;0.263684768643585;0.0496640923301861;-0.0625361546365344
"careful";0.118041513005592;0.297967200909371;0.160011107457579;-0.0421621909274618;0.247320553179542;0.602384740642324;0.272891053288236;-0.0141082431452125;-0.0183815088843788
"cheerful";0.264063456528799;0.234320990963789;0.116045880303576;0.0593351045965666;-0.0184488199793397;0.580067968267067;0.292037143780219;0.0967996029445866;-0.0610935291461182
"clean";0.0176937188294046;-0.0357871105943459;-0.0834378633085646;0.586069669353733;0.00139069323956114;0.325725609167513;0.165810172750272;0.309526530812897;-0.0925232338291703
"comfortable";0.563153913003322;0.122181232473061;-0.0245933393538153;-0.137541626044533;0.423935020162408;0.150107379359429;-0.0310100158616703;0.250441180400911;0.0436469894543074
"compassionate";-0.00527544547016122;0.54337248259147;-0.00969155865945588;-0.0193047602778825;-0.102400746345415;0.5133718513568;-0.0663381149162933;0.0256692719419967;-0.02461673119115
"cruel";0.301445842593766;0.106765807034111;0.522923235132299;0.139170113436706;-0.19855456890487;0.277410454901068;-0.13793247679764;-0.105616254213725;-0.132307310703569
"curious";0.311088823778507;0.256767709098157;0.455607024776051;0.112807188650292;-0.0420273971365395;0.290914293441218;0.082051767721311;0.235577298371142;0.0858837672950697
"dangerous";0.104970682171523;0.251717065467463;0.769325210163408;0.086308126501813;-0.0346579189884316;0.0170436781739387;-0.0429638318051599;-0.0956502917297515;-0.0178509426119294
"delicate";0.0855514790069822;0.534257771464666;0.337156629539056;0.000889678972104665;-0.0542019642156382;0.292486477112031;0.061880808770141;-0.0457684470037285;0.00178950190775261
"delighted";0.187332830153374;0.0236614151701446;0.296590379146207;0.356949787316705;-0.0203590134443156;0.426665425457726;0.2518542197119;0.565802361669752;-0.0326191673962527
"determined";-0.0954767200746883;0.0590503441453304;0.157805032829083;-0.216604784119598;0.0668928690972177;0.0284417496400808;0.0939880408110239;0.026733635157993;-0.10958492233784
"different";0.63849513227304;-0.0376008514573234;0.235083056173688;0.116669735609024;0.186323762516395;0.0232151800419084;0.254804916934495;-0.157232499740312;0.117681439850989
"extraordinary";0.32562252126502;0.0324113863848313;0.127265035760459;0.0817731014394507;0.053836260535025;0.112634125907464;0.341685366982489;-0.0794546273446887;0.366696771989052
