"","Words","count.present","Emma","Mansfield Park","Northanger Abbey","Persuasion","Pride and Prejudice","Sense and Sensibility"
"61","caring",0,0,0,0,0,0,0
"62","casual",1,0,0,0,0,1,0
"63","cautious",18,6,2,0,4,4,2
"64","certain",136,24,22,11,12,38,29
"65","charming",65,17,4,15,2,16,11
"66","cheap",8,2,2,1,1,1,1
"67","cheerful",73,27,13,7,8,6,12
"68","childish",0,0,0,0,0,0,0
"69","chubby",0,0,0,0,0,0,0
"70","clean",3,1,0,2,0,0,0
"71","clever",53,17,13,5,7,6,5
"72","closed-minded",0,0,0,0,0,0,0
"73","clumsy",1,0,0,0,1,0,0
"74","cocky",0,0,0,0,0,0,0
"75","cold",100,32,17,7,11,14,19
"76","colorful",0,0,0,0,0,0,0
"77","comfortable",107,29,25,11,11,11,20
"78","comical",0,0,0,0,0,0,0
"79","compassionate",13,4,1,0,1,2,5
"80","compatible",6,1,1,0,2,2,0
"81","competent",4,3,1,0,0,0,0
"82","competitive",0,0,0,0,0,0,0
"83","complaining",0,0,0,0,0,0,0
"84","complicated",1,0,0,0,0,0,1
"85","compulsive",0,0,0,0,0,0,0
"86","conceited",4,2,0,0,0,2,0
"87","concerned",31,10,4,3,3,6,5
"88","confident",15,3,2,2,2,3,3
"89","confused",11,3,2,0,2,2,2
"90","confusing",0,0,0,0,0,0,0
"91","conscientious",6,0,2,1,0,1,2
"92","conservative",0,0,0,0,0,0,0
"93","considerate",9,2,4,0,0,0,3
"94","consistent",13,1,5,1,2,3,1
"95","constructive",0,0,0,0,0,0,0
"96","controlling",0,0,0,0,0,0,0
"97","controversial",0,0,0,0,0,0,0
"98","cool",18,4,4,2,5,2,1
"99","cooperative",0,0,0,0,0,0,0
"100","corrupt",0,0,0,0,0,0,0
"101","courageous",1,1,0,0,0,0,0
"102","courteous",9,0,5,0,3,1,0
"103","crabby",0,0,0,0,0,0,0
"104","cranky",0,0,0,0,0,0,0
"105","crazy",0,0,0,0,0,0,0
"106","creative",1,0,0,0,0,1,0
"107","critical",10,2,3,1,1,1,2
"108","cruel",25,4,3,2,4,4,8
"109","curious",16,3,3,1,3,5,1
"110","cute",0,0,0,0,0,0,0
"111","dangerous",27,8,6,1,8,1,3
"112","daring",2,0,1,0,0,1,0
"113","decent",20,1,2,5,6,3,3
"114","dedicated",0,0,0,0,0,0,0
"115","defensive",0,0,0,0,0,0,0
"116","delighted",74,20,14,7,11,11,11
"117","delightful",105,33,17,18,6,17,14
"118","demanding",0,0,0,0,0,0,0
"119","democratic",0,0,0,0,0,0,0
"120","dependable",0,0,0,0,0,0,0
"121","dependent",12,3,2,0,2,1,4
"122","depressed",6,5,0,0,0,1,0
"123","desirable",56,15,13,2,10,11,5
"124","determined",75,13,21,7,12,9,13
"125","devoted",13,4,4,0,2,0,3
"126","difficult",41,7,10,4,4,11,5
"127","direct",22,6,4,2,3,3,4
"128","disabled",1,0,0,0,1,0,0
"129","disappointed",43,11,5,8,2,7,10
"130","disgusting",8,1,3,1,1,1,1
"131","dishonest",0,0,0,0,0,0,0
"132","disobedient",0,0,0,0,0,0,0
"133","disorganized",0,0,0,0,0,0,0
"134","disrespectful",5,0,2,1,1,1,0
"135","distinguished",13,1,3,3,2,2,2
"136","disturbed",3,0,0,0,0,1,2
"137","dominant",0,0,0,0,0,0,0
"138","down-to-earth",0,0,0,0,0,0,0
"139","dumb",0,0,0,0,0,0,0
"140","eager",89,18,18,12,10,13,18
"141","easygoing",0,0,0,0,0,0,0
"142","educated",0,0,0,0,0,0,0
"143","effective",0,0,0,0,0,0,0
"144","efficient",0,0,0,0,0,0,0
"145","elderly",6,2,0,0,0,1,3
"146","embarrassed",15,1,2,3,2,5,2
"147","embarrassing",4,1,2,1,0,0,0
"148","emotional",0,0,0,0,0,0,0
"149","employed",0,0,0,0,0,0,0
"150","encouraged",3,1,0,0,0,1,1
"151","encouraging",13,3,2,0,3,2,3
"152","energetic",2,1,0,0,0,1,0
"153","entertaining",9,4,2,1,2,0,0
"154","enthusiastic",2,0,0,0,0,0,2
"155","ethical",0,0,0,0,0,0,0
"156","evil",15,6,5,0,2,1,1
"157","excellent",101,25,19,11,18,18,10
"158","exceptional",0,0,0,0,0,0,0
"159","excited",5,1,1,0,0,1,2
"160","exciting",11,5,3,0,0,1,2
"161","exhausted",2,1,0,0,0,1,0
"162","experienced",2,0,0,1,1,0,0
"163","expressive",12,2,4,0,1,2,3
"164","extraordinary",69,19,8,7,10,16,9
"165","fair",97,22,28,11,11,17,8
"166","faithful",12,2,1,4,1,3,1
"167","familiar",14,3,5,1,1,3,1
"168","famous",13,3,2,6,1,0,1
"169","fascinating",1,0,0,0,0,0,1
"170","fat",4,0,1,0,2,0,1
"171","feminine",5,1,3,0,0,0,1
"172","fine",157,31,39,24,23,20,20
"173","firm",9,2,0,1,1,3,2
"174","flexible",0,0,0,0,0,0,0
"175","foolish",33,8,8,5,2,6,4
"176","forgetful",2,0,1,0,1,0,0
"177","forgiving",1,1,0,0,0,0,0
"178","fortunate",52,23,5,3,2,15,4
"179","forward",2,0,1,0,1,0,0
"180","friendly",52,18,12,2,7,7,6
"181","frightening",1,0,0,1,0,0,0
"182","frustrated",0,0,0,0,0,0,0
"183","frustrating",0,0,0,0,0,0,0
"184","funny",0,0,0,0,0,0,0
"185","furious",1,0,0,1,0,0,0
"186","generous",31,4,6,5,2,9,5
"187","gentle",58,14,17,7,7,5,8
"188","genuine",18,3,7,3,0,2,3
"189","gifted",1,0,0,0,1,0,0
"190","giving",0,0,0,0,0,0,0
"191","glad",201,41,51,23,25,27,34
"192","glamorous",0,0,0,0,0,0,0
"193","good",577,132,135,57,74,93,86
"194","good-for-nothing",0,0,0,0,0,0,0
"195","good-humored",0,0,0,0,0,0,0
"196","good-looking",0,0,0,0,0,0,0
"197","good-natured",0,0,0,0,0,0,0
"198","gorgeous",0,0,0,0,0,0,0
"199","graceful",14,4,2,2,1,1,4
"200","gracious",15,2,1,2,0,7,3
"201","grateful",58,14,13,4,4,12,11
"202","great",534,130,120,54,60,86,84
"203","greedy",2,0,0,2,0,0,0
"204","grouchy",0,0,0,0,0,0,0
"205","grumpy",0,0,0,0,0,0,0
"206","handicapped",0,0,0,0,0,0,0
"207","handsome",115,25,18,18,13,22,19
"208","happy",352,85,76,35,43,52,61
"209","hard",33,8,8,3,3,7,4
"210","hard-working",0,0,0,0,0,0,0
"211","harmless",5,2,0,2,0,0,1
"212","healthy",7,3,0,0,2,1,1
"213","heartbroken",0,0,0,0,0,0,0
"214","helpful",0,0,0,0,0,0,0
"215","helpless",11,2,4,1,3,0,1
"216","hilarious",0,0,0,0,0,0,0
"217","homeless",0,0,0,0,0,0,0
"218","honest",26,5,6,7,1,1,6
"219","hopeful",4,0,3,1,0,0,0
"220","hostile",1,0,0,0,0,0,1
"221","hot-tempered",0,0,0,0,0,0,0
"222","humiliated",0,0,0,0,0,0,0
"223","humorous",1,0,1,0,0,0,0
"224","idealistic",0,0,0,0,0,0,0
"225","ignorant",37,9,3,4,2,14,5
"226","imaginative",0,0,0,0,0,0,0
"227","immature",0,0,0,0,0,0,0
"228","impatient",54,11,12,8,6,8,9
"229","impolite",1,1,0,0,0,0,0
"230","important",66,17,14,7,6,10,12
"231","impressive",1,0,0,0,0,1,0
"232","impulsive",0,0,0,0,0,0,0
"233","incompetent",1,0,1,0,0,0,0
"234","inconsiderate",3,2,1,0,0,0,0
"235","indecisive",1,0,0,0,1,0,0
"236","independent",35,9,11,4,2,2,7
"237","inexperienced",3,0,1,0,0,0,2
"238","influential",0,0,0,0,0,0,0
"239","informal",0,0,0,0,0,0,0
"240","innocent",9,1,3,1,0,2,2
"241","insane",1,1,0,0,0,0,0
"242","insecure",0,0,0,0,0,0,0
"243","insensitive",0,0,0,0,0,0,0
"244","insulting",0,0,0,0,0,0,0
"245","intellectual",5,3,1,1,0,0,0
"246","intelligent",15,4,1,2,3,4,1
"247","interested",41,11,9,4,3,6,8
"248","interesting",87,27,13,8,10,14,15
"249","intimidating",0,0,0,0,0,0,0
"250","involved",2,0,1,0,0,0,1
"251","irrational",5,1,2,0,1,0,1
"252","irresponsible",0,0,0,0,0,0,0
"253","irritable",7,1,0,1,1,2,2
"254","irritated",3,0,1,1,0,0,1
"255","irritating",0,0,0,0,0,0,0
"256","jealous",23,3,3,4,5,3,5
"257","joyful",16,3,5,4,0,2,2
"258","kind",131,41,33,13,12,17,15
"259","kind-hearted",0,0,0,0,0,0,0
"260","knowledgeable",0,0,0,0,0,0,0
"261","laid-back",0,0,0,0,0,0,0
"262","laughing",0,0,0,0,0,0,0
"263","lazy",4,1,2,1,0,0,0
"264","level-headed",0,0,0,0,0,0,0
"265","liberal",23,7,3,4,2,3,4
"266","likeable",0,0,0,0,0,0,0
"267","little",591,142,140,58,73,92,86
"268","lively",60,9,18,6,6,14,7
"269","logical",0,0,0,0,0,0,0
"270","lonely",3,1,1,1,0,0,0
"271","lonesome",0,0,0,0,0,0,0
"272","loud",16,2,6,4,0,0,4
"273","lovable",0,0,0,0,0,0,0
"274","lovely",33,10,9,2,5,3,4
"275","loving",0,0,0,0,0,0,0
"276","loyal",1,0,1,0,0,0,0
"277","lucky",32,5,5,3,4,6,9
"278","masculine",0,0,0,0,0,0,0
"279","materialistic",0,0,0,0,0,0,0
"280","mature",3,0,0,1,1,1,0
"281","mean",11,0,2,0,0,5,4
"282","messy",0,0,0,0,0,0,0
"283","middle-aged",0,0,0,0,0,0,0
"284","middle-class",0,0,0,0,0,0,0
"285","modest",26,3,15,1,3,2,2
"286","moody",0,0,0,0,0,0,0
"287","motherly",0,0,0,0,0,0,0
"288","muscular",0,0,0,0,0,0,0
"289","naive",0,0,0,0,0,0,0
"290","narrow-minded",0,0,0,0,0,0,0
"291","natural",153,41,35,11,18,19,29
"292","neat",17,6,3,3,2,1,2
"293","needy",0,0,0,0,0,0,0
"294","negative",8,1,3,0,2,1,1
"295","neglected",0,0,0,0,0,0,0
"296","neighborly",0,0,0,0,0,0,0
"297","nervous",25,10,3,0,3,4,5
"298","nice",42,9,11,3,9,5,5
"299","noisy",16,2,5,1,1,3,4
"300","normal",0,0,0,0,0,0,0
"301","nosy",0,0,0,0,0,0,0
"302","obnoxious",0,0,0,0,0,0,0
"303","observant",7,2,0,0,3,0,2
"304","obsessive",0,0,0,0,0,0,0
"305","offensive",7,0,4,0,2,1,0
"306","old",201,59,46,23,29,13,31
"307","old-fashioned",0,0,0,0,0,0,0
"308","open",124,26,21,18,20,11,28
"309","open-minded",0,0,0,0,0,0,0
"310","opinionated",0,0,0,0,0,0,0
"311","optimistic",0,0,0,0,0,0,0
"312","ordinary",16,2,2,4,0,3,5
"313","organized",0,0,0,0,0,0,0
"314","original",16,5,3,1,1,5,1
"315","outgoing",0,0,0,0,0,0,0
"316","outspoken",0,0,0,0,0,0,0
"317","outstanding",0,0,0,0,0,0,0
"318","overrated",0,0,0,0,0,0,0
"319","overworked",0,0,0,0,0,0,0
"320","passionate",1,0,0,0,0,0,1
"321","pathetic",3,0,1,0,1,1,0
"322","patient",5,2,0,2,1,0,0
"323","peaceful",0,0,0,0,0,0,0
"324","perceptive",0,0,0,0,0,0,0
"325","persistent",0,0,0,0,0,0,0
"326","persuasive",1,0,1,0,0,0,0
"327","phony",0,0,0,0,0,0,0
"328","plain",41,12,5,7,5,8,4
"329","playful",12,2,5,1,1,2,1
"330","pleasant",117,30,36,12,11,17,11
"331","pleased",136,34,29,10,15,27,21
"332","pleasing",65,18,8,6,6,18,9
"333","polite",19,2,1,3,4,5,4
"334","poor",225,70,52,21,28,23,31
"335","popular",4,1,1,0,1,1,0
"336","positive",30,4,4,9,3,3,7
"337","possessive",0,0,0,0,0,0,0
"338","powerful",16,5,3,0,4,3,1
"339","practical",1,0,1,0,0,0,0
"340","predictable",0,0,0,0,0,0,0
"341","prejudiced",3,1,1,0,0,0,1
"342","preoccupied",0,0,0,0,0,0,0
"343","presentable",0,0,0,0,0,0,0
"344","pretty",96,20,27,11,11,11,16
"345","private",61,10,17,6,6,11,11
"346","procrastinating",0,0,0,0,0,0,0
"347","productive",6,1,0,1,0,1,3
"348","professional",3,1,2,0,0,0,0
"349","prominent",4,3,1,0,0,0,0
"350","prompt",5,3,0,0,1,1,0
"351","proper",120,36,24,8,16,16,20
"352","prosperous",12,4,3,0,2,2,1
"353","protective",0,0,0,0,0,0,0
"354","proud",41,6,5,2,4,17,7
"355","punctual",9,1,3,1,0,3,1
"356","quiet",84,24,22,8,11,7,12
"357","radical",0,0,0,0,0,0,0
"358","realistic",0,0,0,0,0,0,0
"359","reasonable",63,18,12,4,5,12,12
"360","rebellious",0,0,0,0,0,0,0
"361","reckless",0,0,0,0,0,0,0
"362","relaxed",0,0,0,0,0,0,0
"363","reliable",0,0,0,0,0,0,0
"364","religious",3,0,1,1,1,0,0
"365","remarkable",27,3,3,8,4,7,2
"366","resourceful",0,0,0,0,0,0,0
"367","respectable",67,18,15,4,5,13,12
"368","respected",4,0,1,0,0,1,2
"369","respectful",8,2,2,1,0,1,2
"370","responsible",2,0,0,0,2,0,0
"371","retarded",0,0,0,0,0,0,0
"372","rich",65,14,9,8,9,11,14
"373","ridiculous",22,4,5,2,0,4,7
"374","romantic",9,1,1,1,1,1,4
"375","rough",10,1,4,0,4,1,0
"376","rowdy",0,0,0,0,0,0,0
"377","rude",17,6,1,3,0,3,4
"378","rushed",0,0,0,0,0,0,0
"379","sad",50,21,14,3,5,4,3
"380","sarcastic",3,1,1,0,0,1,0
"381","satisfied",143,36,37,10,18,21,21
"382","scared",0,0,0,0,0,0,0
"383","secure",29,5,5,7,2,5,5
"384","seductive",0,0,0,0,0,0,0
"385","self-assured",0,0,0,0,0,0,0
"386","self-centered",0,0,0,0,0,0,0
"387","self-confident",0,0,0,0,0,0,0
"388","self-conscious",0,0,0,0,0,0,0
"389","self-sufficient",0,0,0,0,0,0,0
"390","self-supporting",0,0,0,0,0,0,0
"391","selfish",38,4,10,3,4,6,11
"392","senile",0,0,0,0,0,0,0
"393","sensible",112,24,18,7,21,31,11
"394","sensitive",1,0,0,0,0,0,1
"395","sentimental",2,0,0,1,1,0,0
"396","serious",110,23,28,4,15,19,21
"397","sexy",0,0,0,0,0,0,0
"398","shallow",1,0,0,1,0,0,0
"399","short",243,53,46,34,39,34,37
"400","short-tempered",0,0,0,0,0,0,0
"401","shy",11,0,3,1,2,2,3
"402","sincere",36,5,3,5,4,9,10
"403","skilled",0,0,0,0,0,0,0
"404","skillful",0,0,0,0,0,0,0
"405","skinny",0,0,0,0,0,0,0
"406","sleepy",0,0,0,0,0,0,0
"407","slender",1,0,0,0,1,0,0
"408","slim",0,0,0,0,0,0,0
"409","sloppy",0,0,0,0,0,0,0
"410","smart",16,0,1,3,1,2,9
"411","snobbish",0,0,0,0,0,0,0
"412","sociable",2,0,1,0,0,0,1
"413","social",10,5,2,1,1,1,0
"414","soft-spoken",0,0,0,0,0,0,0
"415","sophisticated",0,0,0,0,0,0,0
"416","spoiled",3,2,1,0,0,0,0
"417","spontaneous",5,1,1,0,2,0,1
"418","stable",10,2,4,2,1,0,1
"419","stingy",0,0,0,0,0,0,0
"420","straightforward",3,3,0,0,0,0,0
"421","strange",69,12,9,19,3,10,16
"422","strict",15,3,4,2,4,0,2
"423","strong",148,35,40,10,23,15,25
"424","stubborn",5,0,0,2,0,0,3
"425","stuck-up",0,0,0,0,0,0,0
"426","stupid",25,3,6,6,1,4,5
"427","successful",14,3,4,2,1,3,1
"428","superstitious",0,0,0,0,0,0,0
"429","supportive",0,0,0,0,0,0,0
"430","surprised",75,0,18,13,7,21,16
"431","suspicious",10,2,2,0,3,1,2
"432","sweet",71,20,17,11,7,6,10
"433","sympathetic",6,0,3,1,2,0,0
"434","talented",0,0,0,0,0,0,0
"435","talkative",4,2,2,0,0,0,0
"436","tall",31,6,8,2,3,7,5
"437","temperamental",0,0,0,0,0,0,0
"438","tense",0,0,0,0,0,0,0
"439","terrible",11,0,8,0,0,0,3
"440","terrific",4,0,1,2,0,1,0
"441","thankful",33,5,10,2,3,8,5
"442","thin",15,3,1,2,2,5,2
"443","thinking",0,0,0,0,0,0,0
"444","thorough",27,12,4,1,2,3,5
"445","thoughtful",18,4,6,0,3,1,4
"446","thoughtless",11,4,3,1,1,1,1
"447","tiny",0,0,0,0,0,0,0
"448","tired",49,14,10,12,5,3,5
"449","tolerant",0,0,0,0,0,0,0
"450","tough",1,0,1,0,0,0,0
"451","traditional",1,0,0,1,0,0,0
"452","troubled",0,0,0,0,0,0,0
"453","trusted",0,0,0,0,0,0,0
"454","trusting",0,0,0,0,0,0,0
"455","trustworthy",0,0,0,0,0,0,0
"456","truthful",0,0,0,0,0,0,0
"457","unattractive",0,0,0,0,0,0,0
"458","uncomfortable",38,5,6,8,2,7,10
"459","undependable",0,0,0,0,0,0,0
"460","understandable",0,0,0,0,0,0,0
"461","understanding",0,0,0,0,0,0,0
"462","uneducated",0,0,0,0,0,0,0
"463","unemployed",5,1,2,0,1,0,1
"464","unfair",5,4,0,0,0,0,1
"465","unfaithful",0,0,0,0,0,0,0
"466","unforgettable",0,0,0,0,0,0,0
"467","unfriendly",3,1,1,1,0,0,0
"468","ungraceful",1,0,0,1,0,0,0
"469","unhappy",66,15,11,6,4,12,18
"470","uninhibited",0,0,0,0,0,0,0
"471","unlucky",25,4,7,0,1,10,3
"472","unpopular",0,0,0,0,0,0,0
"473","unpredictable",0,0,0,0,0,0,0
"474","unreasonable",29,8,10,1,1,7,2
"475","unreliable",0,0,0,0,0,0,0
"476","unstable",0,0,0,0,0,0,0
"477","unsure",0,0,0,0,0,0,0
"478","unusual",18,5,6,3,1,1,2
"479","upset",0,0,0,0,0,0,0
"480","useful",69,19,31,3,8,6,2
"481","valuable",35,8,7,2,5,8,5
"482","violent",35,2,1,6,2,10,14
"483","warm",81,25,20,6,14,6,10
"484","warm-hearted",0,0,0,0,0,0,0
"485","wasteful",1,0,1,0,0,0,0
"486","weak",21,5,3,0,4,7,2
"487","wealthy",6,0,0,3,1,0,2
"488","weird",0,0,0,0,0,0,0
"489","well",39,14,4,4,5,8,4
"490","well-adjusted",0,0,0,0,0,0,0
"491","well-known",0,0,0,0,0,0,0
"492","well-liked",0,0,0,0,0,0,0
"493","well-to-do",0,0,0,0,0,0,0
"494","wise",20,4,1,3,4,5,3
"495","wishy-washy",0,0,0,0,0,0,0
"496","witty",4,2,0,0,0,1,1
"497","wonderful",37,12,12,5,3,2,3
"498","worthy",35,18,3,5,5,3,1
"499","young",394,96,78,47,43,70,60
"500","youthful",7,2,0,2,1,0,2
