"","Words","count.present","A Tale of Two Cities","Barnaby Rudge","Bleak House","Crusoe","David Copperfield","Dombey and Son","Emma","Evelina","Frankenstein","Great Expectations","Hard Times","Little Dorrit","Mansfield Park","Martin Chuzzlewit","Mystery of Edwin Drood","Nicholas Nickleby","Northanger Abbey","Oliver Twist","Our Mutual Friend","Persuasion","Pickwick","Pride and Prejudice","Sense and Sensibility","The Old Curiosity Shop","The unfortunate traveler"
"1","abnormal",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2","abusive",12,0,0,1,0,1,0,0,3,0,0,1,1,0,0,0,0,0,0,2,0,1,2,0,0,0
"3","accomplished",49,0,1,6,0,1,10,4,1,0,0,1,5,2,1,1,6,0,3,0,2,1,3,1,0,0
"4","active",162,4,18,19,0,7,9,7,0,3,1,1,11,10,10,2,12,2,8,7,5,6,4,8,8,0
"5","admirable",72,4,2,3,1,4,8,2,1,3,2,2,12,1,5,2,3,0,0,2,0,8,3,1,2,1
"6","adorable",7,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0
"7","adventurous",28,2,3,2,0,2,4,1,0,1,0,0,2,0,0,0,4,0,0,1,0,4,0,0,2,0
"8","affectionate",273,5,4,23,1,26,15,7,7,5,4,6,18,13,14,10,22,10,6,13,3,12,16,19,14,0
"9","afraid",800,15,25,62,10,91,69,44,21,1,32,11,54,30,54,12,37,15,28,47,12,42,31,19,36,2
"10","aggravating",13,0,0,0,0,3,0,0,0,0,2,1,1,0,1,0,2,0,0,1,0,1,0,0,1,0
"11","aggressive",5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0
"12","agreeable",550,6,15,47,9,45,21,38,10,5,13,12,37,41,37,5,26,16,7,31,29,29,34,18,19,0
"13","alcoholic",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"14","alert",4,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"15","alone",634,15,39,49,5,40,65,10,25,12,19,17,52,18,44,20,32,7,24,39,7,25,11,16,42,1
"16","amazing",67,0,7,1,1,5,3,3,1,1,1,2,5,5,5,3,1,2,0,9,0,0,1,1,10,0
"17","ambitious",28,0,1,2,0,1,8,0,2,0,0,0,0,3,1,0,3,0,2,4,1,0,0,0,0,0
"18","amusing",33,0,2,1,0,1,0,5,1,0,0,1,2,3,1,0,0,2,1,2,3,4,2,1,1,0
"19","angry",388,13,17,27,3,19,30,15,20,2,9,5,28,20,31,8,24,9,12,29,4,21,17,10,15,0
"20","annoyed",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"21","annoying",4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
"22","anxious",538,14,22,36,8,35,27,28,8,5,15,10,30,35,31,3,48,16,23,18,17,32,22,24,31,0
"23","appealing",9,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0
"24","appreciated",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25","appreciative",8,2,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
"26","argumentative",21,1,0,3,0,1,1,1,0,0,3,1,3,0,1,0,1,0,0,2,0,2,0,0,1,0
"27","arrogant",10,0,0,1,0,1,3,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0
"28","artificial",50,0,1,2,0,2,11,0,1,0,1,1,5,2,3,0,4,0,1,6,4,2,1,1,2,0
"29","artistic",5,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"30","ashamed",298,2,7,24,0,22,8,21,34,1,12,6,26,20,10,4,16,12,4,15,9,13,15,9,7,1
"31","assertive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"32","athletic",6,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"33","attentive",131,5,3,18,0,10,8,8,4,1,6,7,10,6,5,4,9,1,3,4,4,2,9,4,0,0
"34","attractive",28,1,0,3,0,1,1,2,1,2,1,2,3,3,0,0,2,1,1,0,1,0,0,2,1,0
"35","average",13,0,0,2,0,1,0,0,0,0,0,2,1,0,1,1,1,0,0,1,0,0,0,0,3,0
"36","awake",131,6,14,11,4,4,15,2,4,2,3,2,6,5,11,0,6,3,8,5,1,7,2,1,9,0
"37","awesome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38","awful",195,7,5,16,0,22,26,0,4,2,14,5,9,4,14,5,9,4,5,17,2,16,1,3,5,0
"39","awkward",132,1,6,5,4,6,5,11,8,0,1,1,5,5,11,4,18,1,2,7,3,12,10,3,3,0
"40","bad",777,26,35,61,3,60,44,38,18,1,40,29,37,38,59,16,47,8,26,77,21,36,13,9,27,8
"41","bashful",36,0,0,3,0,6,1,0,1,0,1,0,6,0,5,0,4,0,1,1,0,3,1,1,2,0
"42","beautiful",597,14,16,53,1,56,67,18,10,14,23,8,46,10,41,10,51,11,21,29,5,38,12,12,31,0
"43","believable",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44","big",126,2,2,4,18,5,8,0,0,0,2,4,15,0,9,7,12,0,7,11,0,14,0,0,2,4
"45","bitter",147,5,10,7,3,8,13,2,2,14,5,1,6,5,13,3,18,2,8,8,0,3,2,2,6,1
"46","blind",229,6,26,17,1,13,21,8,3,8,9,7,17,3,13,3,16,0,9,16,1,11,5,2,12,2
"47","bold",218,4,34,10,4,20,29,0,12,2,4,4,9,2,27,2,14,4,4,11,1,7,1,3,9,1
