"","Words","count.present","A Tale of Two Cities","Barnaby Rudge","Bleak House","Crusoe","David Copperfield","Dombey and Son","Emma","Evelina","Frankenstein","Great Expectations","Hard Times","Little Dorrit","Mansfield Park","Martin Chuzzlewit","Mystery of Edwin Drood","Nicholas Nickleby","Northanger Abbey","Oliver Twist","Our Mutual Friend","Persuasion","Pickwick","Pride and Prejudice","Sense and Sensibility","The Old Curiosity Shop","The unfortunate traveler"
"56","loud",331,14,27,15,4,7,13,2,18,6,6,6,17,6,27,2,52,4,22,4,0,60,0,4,15,0
"57","sensible",324,4,9,29,8,30,19,24,21,0,8,6,31,18,9,7,2,7,0,15,21,10,31,11,4,0
"58","violent",324,5,14,13,10,13,22,2,22,7,13,6,16,1,16,5,51,6,26,8,2,28,10,14,12,2
"59","innocent",323,17,11,30,5,29,50,1,10,13,13,9,26,3,13,6,11,1,11,25,0,14,2,2,17,4
"60","friendly",309,7,18,26,3,32,22,18,2,0,10,4,23,12,21,11,11,2,5,22,7,17,7,6,22,1
"61","ashamed",298,2,7,24,0,22,8,21,34,1,12,6,26,20,10,4,16,12,4,15,9,13,15,9,7,1
"62","tired",289,4,14,24,5,22,17,14,15,0,11,5,21,10,15,7,18,12,11,10,5,13,3,5,28,0
"63","grateful",283,1,8,16,1,22,21,14,20,3,11,5,19,13,32,6,8,4,6,17,4,9,12,11,20,0
"64","delighted",278,0,11,14,3,34,23,20,9,5,6,2,10,14,28,0,16,7,4,12,11,17,11,11,8,2
"65","well",276,8,13,18,3,35,21,14,6,5,6,3,32,4,26,8,11,4,5,15,5,7,8,4,13,2
"66","delightful",275,1,5,19,2,29,10,33,8,4,4,1,8,17,9,2,21,18,1,11,6,28,17,14,7,0
"67","affectionate",273,5,4,23,1,26,15,7,7,5,4,6,18,13,14,10,22,10,6,13,3,12,16,19,14,0
"68","terrible",265,15,27,14,19,16,28,0,7,9,16,2,9,8,26,4,13,0,9,12,0,11,0,3,15,2
"69","wonderful",263,10,5,10,5,33,13,12,8,14,13,7,38,12,17,7,4,5,3,20,3,15,2,3,3,1
"70","familiar",261,6,15,31,3,29,23,3,5,8,10,6,23,5,21,4,13,1,8,13,1,7,3,1,19,3
"71","cruel",258,15,19,11,2,25,20,4,29,2,6,4,27,3,20,4,15,2,7,12,4,7,4,8,8,0
"72","important",257,6,11,16,0,13,15,17,17,1,3,2,17,14,10,5,15,7,9,10,6,32,10,12,8,1
"73","original",249,8,28,9,2,14,18,5,0,2,2,2,25,3,7,6,29,1,3,34,1,8,5,1,36,0
"74","rough",247,13,25,20,4,27,26,1,0,2,7,5,17,4,14,4,17,0,12,16,4,7,1,0,17,4
"75","sad",242,5,22,12,8,15,20,21,3,10,4,2,11,14,14,2,18,3,12,8,5,5,4,3,20,1
"76","interesting",235,1,6,14,0,6,11,27,5,6,6,6,12,13,16,2,14,8,7,15,10,17,14,15,4,0
"77","lively",234,2,8,8,3,14,18,9,7,7,8,0,14,18,30,3,12,6,8,11,6,18,14,7,3,0
"78","eager",233,7,9,10,7,7,8,18,17,4,5,2,6,18,10,1,12,12,10,8,10,8,13,18,9,4
"79","tall",232,8,21,15,2,13,21,6,3,3,5,5,10,8,12,3,19,2,10,9,3,29,7,5,12,1
"80","blind",229,6,26,17,1,13,21,8,3,8,9,7,17,3,13,3,16,0,9,16,1,11,5,2,12,2
"81","charming",228,2,6,11,1,10,20,17,10,1,3,5,14,4,17,7,9,15,0,25,2,7,16,11,15,0
"82","gracious",226,8,15,19,0,16,23,2,3,0,5,3,24,1,27,5,14,2,5,25,0,10,7,3,6,3
"83","useful",223,10,3,17,10,20,12,19,2,4,4,4,12,31,8,1,14,3,6,12,8,10,6,2,5,0
"84","interested",222,7,5,23,0,19,11,11,6,3,6,5,25,9,20,3,11,4,7,15,3,6,6,8,9,0
"85","calm",221,6,9,8,13,26,19,4,1,15,4,2,16,7,13,2,11,3,9,8,3,14,3,13,12,0
"86","bold",218,4,34,10,4,20,29,0,12,2,4,4,9,2,27,2,14,4,4,11,1,7,1,3,9,1
"87","nice",215,3,3,6,1,12,16,9,2,0,8,1,8,11,14,8,14,3,11,11,9,37,5,5,16,2
"88","respectable",210,6,5,24,0,12,12,18,4,1,3,2,11,15,7,3,14,4,10,15,5,11,13,12,3,0
"89","careful",209,4,14,20,4,12,10,5,4,0,8,3,16,2,15,2,17,0,7,14,5,20,4,6,17,0
"90","thoughtful",204,3,13,14,0,18,25,4,5,1,7,5,11,6,21,2,10,0,5,14,3,11,1,4,21,0
"91","uncomfortable",202,2,5,9,0,33,17,5,5,0,12,3,11,6,15,3,12,8,4,14,2,13,7,10,6,0
"92","expressive",200,6,8,11,0,12,21,2,4,5,8,5,21,4,11,6,15,0,9,27,1,16,2,3,3,0
"93","determined",198,5,5,13,2,9,10,13,13,1,9,4,10,21,7,2,7,7,5,12,12,8,9,13,0,1
"94","faithful",197,7,10,22,8,11,14,2,3,1,6,5,23,1,11,3,16,4,5,14,1,18,3,1,8,0
"95","foolish",196,2,13,11,6,21,7,8,14,1,5,3,10,8,12,3,22,5,4,8,2,10,6,4,11,0
"96","lovely",196,1,6,12,0,12,15,10,9,18,3,0,8,9,8,3,20,2,4,24,5,9,3,4,11,0
"97","awful",195,7,5,16,0,22,26,0,4,2,14,5,9,4,14,5,9,4,5,17,2,16,1,3,5,0
"98","impatient",192,4,9,6,6,7,7,11,5,4,8,6,17,12,10,3,16,8,7,8,6,2,8,9,12,1
"99","capable",190,6,2,13,4,11,11,6,9,13,5,3,6,21,9,2,7,5,3,9,8,1,14,16,4,2
"100","unusual",190,6,17,16,0,5,31,5,2,3,5,1,13,6,18,4,17,3,10,5,1,14,1,2,5,0
"101","generous",187,3,6,14,2,10,15,4,19,6,3,1,21,6,14,7,7,5,3,19,2,1,9,5,5,0
"102","cool",185,7,17,17,2,8,11,4,3,2,4,5,13,4,20,7,10,2,3,17,5,8,2,1,13,0
"103","ordinary",185,2,12,10,10,8,12,2,0,2,1,2,8,2,11,4,25,4,9,9,0,32,3,5,10,2
"104","professional",175,2,5,28,0,18,4,1,0,1,2,1,15,2,24,2,11,0,7,13,0,26,0,0,13,0
"105","ridiculous",175,2,4,13,1,18,9,4,16,0,10,7,18,5,14,4,10,2,1,21,0,2,4,7,2,1
"106","thin",175,10,8,17,3,14,8,3,0,4,6,7,11,1,10,1,11,2,10,6,2,26,5,2,7,1
"107","wise",173,4,19,7,7,11,10,4,0,1,3,1,16,1,12,5,8,3,6,15,4,14,5,3,7,7
"108","thankful",172,6,7,14,21,18,8,5,4,0,4,3,11,10,7,1,4,2,3,18,3,0,8,5,10,0
"109","lonely",171,8,15,10,0,14,29,1,0,2,9,3,8,1,8,2,10,1,12,9,0,16,0,0,13,0
"110","devoted",169,5,5,21,0,14,14,4,5,7,1,5,22,4,9,5,11,0,0,18,2,13,0,3,1,0
"111","fortunate",168,5,6,8,1,11,9,23,10,6,3,3,7,5,8,3,13,3,5,6,2,8,15,4,4,0
"112","clean",167,4,8,15,2,10,13,1,0,2,12,4,9,0,9,7,16,2,11,15,0,16,0,0,11,0
"113","ignorant",167,6,8,2,5,8,5,9,21,10,10,4,12,3,5,3,9,4,2,8,2,4,14,5,1,7
"114","reasonable",166,2,7,9,4,7,4,18,1,1,4,5,8,12,12,3,7,4,4,7,5,13,12,12,2,3
"115","active",162,4,18,19,0,7,9,7,0,3,1,1,11,10,10,2,12,2,8,7,5,6,4,8,8,0
"116","clever",160,0,3,10,0,11,5,17,1,1,2,1,25,13,6,1,12,5,13,7,7,5,6,5,4,0
"117","dangerous",159,13,12,13,3,7,6,8,6,4,5,4,6,6,11,6,8,1,5,7,8,12,1,3,4,0
"118","powerful",153,5,5,17,1,4,21,5,1,5,9,2,7,3,8,3,9,0,7,13,4,14,3,1,6,0
"119","confused",149,7,5,19,5,12,12,3,9,4,7,2,6,2,10,7,9,0,4,8,2,9,2,2,3,0
"120","bitter",147,5,10,7,3,8,13,2,2,14,5,1,6,5,13,3,18,2,8,8,0,3,2,2,6,1
"121","modest",146,1,4,6,0,14,13,3,9,1,4,4,10,15,8,6,5,1,3,16,3,4,2,2,10,2
"122","evil",145,4,11,4,4,11,12,6,4,7,3,5,10,5,12,1,10,0,7,12,2,7,1,1,6,0
"123","neat",143,4,2,13,0,16,7,6,0,2,8,2,11,3,12,5,6,3,8,13,2,12,1,2,5,0
"124","polite",142,6,3,13,0,9,13,2,9,0,8,4,14,1,9,6,7,3,3,11,4,3,5,4,5,0
"125","distinguished",137,1,3,17,1,9,12,1,3,3,4,0,25,3,11,2,10,3,2,8,2,9,2,2,3,1
"126","fat",137,0,6,10,0,5,3,0,1,0,7,1,4,1,11,1,18,0,7,6,2,47,0,1,5,1
"127","nervous",134,2,4,6,0,12,7,10,1,5,7,2,4,3,9,3,17,0,5,8,3,15,4,5,2,0
"128","awkward",132,1,6,5,4,6,5,11,8,0,1,1,5,5,11,4,18,1,2,7,3,12,10,3,3,0
"129","desirable",132,3,1,7,2,6,5,15,1,0,3,1,6,13,7,3,8,2,5,5,10,8,11,5,5,0
"130","attentive",131,5,3,18,0,10,8,8,4,1,6,7,10,6,5,4,9,1,3,4,4,2,9,4,0,0
"131","awake",131,6,14,11,4,4,15,2,4,2,3,2,6,5,11,0,6,3,8,5,1,7,2,1,9,0
"132","selfish",128,2,1,9,0,12,5,4,0,4,0,2,6,10,16,1,13,3,2,11,4,2,6,11,4,0
"133","careless",127,8,10,8,1,4,8,3,4,0,3,3,8,7,12,2,10,4,3,10,5,4,2,2,6,0
"134","big",126,2,2,4,18,5,8,0,0,0,2,4,15,0,9,7,12,0,7,11,0,14,0,0,2,4
"135","jealous",126,1,2,8,1,9,14,3,0,0,4,0,12,3,9,1,18,4,1,11,5,5,3,5,7,0
"136","mean",121,2,9,8,1,11,7,0,4,2,9,6,6,2,12,1,11,0,2,10,0,5,5,4,4,0
"137","smart",121,0,7,3,0,2,9,0,6,0,4,0,4,1,13,2,14,3,6,4,1,22,2,9,9,0
"138","graceful",118,1,8,9,0,3,14,4,1,1,3,6,13,2,8,3,12,2,1,6,1,8,1,4,7,0
"139","disappointed",116,1,1,11,0,5,4,11,1,2,3,1,8,5,5,3,6,8,3,8,2,7,7,10,4,0
"140","youthful",116,3,4,16,0,16,16,2,1,3,1,3,13,0,3,4,9,2,5,6,1,4,0,2,2,0
"141","social",115,3,6,6,0,5,17,5,2,1,4,6,15,2,13,4,3,1,0,11,1,4,1,0,5,0
"142","patient",113,2,10,7,0,11,14,2,1,2,3,7,12,0,2,2,10,2,1,13,1,2,0,0,7,2
"143","excited",112,4,7,9,0,8,6,1,2,0,5,1,8,1,7,2,14,0,4,7,0,18,1,2,5,0
"144","troubled",112,7,7,18,0,6,8,0,0,2,4,7,8,0,6,4,4,0,5,10,0,8,0,0,6,2
"145","popular",111,7,11,10,0,3,4,1,0,1,4,5,11,1,13,3,10,0,0,6,1,9,1,0,10,0
"146","childish",109,0,4,13,0,24,18,0,0,3,4,3,5,0,4,6,5,0,2,9,0,3,0,0,5,1
"147","independent",109,1,3,3,0,4,5,9,1,0,2,4,6,11,15,1,4,4,3,12,2,8,2,7,2,0
"148","brilliant",107,1,7,7,0,3,10,6,3,1,5,0,11,3,9,2,10,1,5,6,1,6,0,2,8,0
"149","hopeful",107,2,4,15,0,13,14,0,1,0,6,4,15,3,7,2,3,1,1,12,0,2,0,0,2,0
"150","practical",107,3,4,15,0,14,7,0,0,2,3,10,20,1,9,0,1,0,2,6,0,4,0,0,6,0
"151","stupid",102,0,0,2,1,16,3,3,7,1,6,4,6,6,3,1,6,6,6,7,1,5,4,5,3,0
"152","suspicious",102,1,4,6,0,5,6,2,1,1,11,4,5,2,5,1,6,0,3,17,3,8,1,2,8,0
"153","famous",100,3,7,10,1,14,4,3,2,0,3,2,15,2,9,0,3,6,1,1,1,7,0,1,2,3
"154","stable",100,4,20,8,0,7,5,2,0,0,2,2,2,4,7,2,6,2,1,8,1,10,0,1,6,0
"155","elderly",99,3,4,4,0,8,8,2,2,0,3,1,6,0,8,2,12,0,5,5,0,18,1,3,4,0
"156","firm",99,3,9,4,7,8,5,2,2,3,5,0,7,0,9,5,6,1,4,3,1,9,3,2,1,0
"157","decent",98,1,6,6,0,7,3,1,0,0,2,4,4,2,15,1,3,5,1,7,6,14,3,3,4,0
"158","genuine",98,2,4,14,0,3,7,3,2,0,4,2,11,7,8,4,4,3,4,5,0,2,2,3,4,0
"159","helpless",97,3,3,6,1,7,3,2,7,4,6,3,4,4,1,1,12,1,7,6,3,4,0,1,8,0
"160","valuable",96,3,5,2,3,1,7,8,0,3,2,1,7,7,7,2,4,2,4,3,5,7,8,5,0,0
"161","cheap",94,0,1,5,0,6,5,2,2,0,1,3,7,2,11,0,14,1,7,7,1,11,1,1,6,0
"162","direct",94,6,5,4,0,3,7,6,2,1,5,2,10,4,8,2,3,2,2,6,3,3,3,4,2,1
"163","noisy",94,0,9,2,0,0,3,2,1,1,2,3,4,5,10,3,9,1,5,2,1,6,3,4,18,0
"164","unreasonable",93,2,1,12,0,5,6,8,1,0,6,3,8,10,7,3,2,1,1,3,1,3,7,2,1,0
"165","brave",92,8,20,6,1,8,9,0,0,1,2,3,9,0,8,2,1,0,1,6,1,4,0,0,2,0
"166","dumb",92,3,6,7,1,8,14,0,1,0,8,4,6,0,9,1,5,0,5,2,0,4,0,0,8,0
"167","strict",91,3,5,7,2,3,2,3,3,0,5,1,5,4,6,2,10,2,4,8,4,6,0,2,4,0
"168","peaceful",90,4,5,8,0,3,7,0,3,6,2,1,8,0,8,2,8,0,4,8,0,6,0,0,7,0
"169","impressive",85,1,6,7,0,8,8,0,0,1,2,4,6,0,6,2,4,0,6,9,0,12,1,0,2,0
"170","pleasing",85,0,0,0,0,1,3,18,1,1,0,0,0,8,1,0,4,6,1,1,6,5,18,9,1,1
"171","respectful",85,0,2,4,0,10,6,2,6,0,3,3,2,2,6,4,11,1,5,5,0,7,1,2,3,0
"172","sincere",84,1,5,1,5,5,7,5,3,2,1,1,3,3,2,1,4,5,0,0,4,1,9,10,5,1
"173","confident",81,4,3,5,0,10,5,3,2,1,2,1,5,2,5,5,7,2,1,4,2,4,3,3,2,0
"174","embarrassed",81,1,5,7,1,3,8,1,11,0,0,0,4,2,5,2,5,3,0,8,2,2,5,2,4,0
"175","unlucky",81,1,6,4,1,9,3,4,5,0,1,4,5,7,4,1,0,0,0,7,1,4,10,3,1,0
"176","rude",80,2,8,2,1,4,3,6,8,5,3,1,1,1,6,0,1,3,2,3,0,6,3,4,7,0
"177","successful",79,0,6,1,1,7,3,3,2,0,3,1,8,4,8,0,11,2,1,5,1,4,3,1,4,0
"178","lucky",78,2,1,1,0,4,3,5,0,0,2,0,2,5,3,0,11,3,3,5,4,6,6,9,3,0
"179","considerate",77,1,2,10,0,6,6,2,2,1,2,2,10,4,8,1,6,0,1,4,0,4,0,3,2,0
"180","liberal",77,1,0,1,0,1,4,7,1,1,5,1,6,3,8,4,5,4,3,4,2,5,3,4,4,0
"181","concerned",76,0,1,8,4,7,1,10,8,0,2,0,3,4,1,1,2,3,0,2,3,2,6,5,2,1
"182","passionate",76,5,1,3,2,9,7,0,4,2,2,0,11,0,3,5,3,0,3,8,0,5,0,1,1,1
"183","cautious",73,3,6,0,4,0,6,6,0,0,1,2,4,2,4,0,4,0,2,4,4,7,4,2,8,0
"184","furious",73,6,9,1,7,2,3,0,1,2,4,1,2,0,0,3,5,1,7,7,0,10,0,0,2,0
"185","admirable",72,4,2,3,1,4,8,2,1,3,2,2,12,1,5,2,3,0,0,2,0,8,3,1,2,1
"186","joyful",72,0,0,16,1,5,7,3,3,1,0,0,5,5,6,1,3,4,2,3,0,1,2,2,2,0
"187","positive",72,0,1,5,1,4,4,4,0,0,4,0,7,4,5,1,3,9,1,1,3,4,3,7,1,0
"188","harmless",71,2,2,9,0,2,5,2,0,5,0,0,4,0,11,1,6,2,1,11,0,4,0,1,3,0
"189","romantic",71,0,1,6,0,7,7,1,4,2,4,1,5,1,1,4,4,1,0,7,1,9,1,4,0,0
"190","sensitive",71,2,4,4,0,11,9,0,0,3,4,0,9,0,5,2,3,0,2,6,0,3,0,1,3,0
"191","exhausted",70,0,2,6,1,2,6,1,2,2,2,4,4,0,4,1,9,0,4,6,0,7,1,0,6,0
"192","healthy",70,5,2,10,1,3,5,3,2,0,0,4,6,0,3,4,5,0,2,1,2,3,1,1,7,0
"193","amazing",67,0,7,1,1,5,3,3,1,1,1,2,5,5,5,3,1,2,0,9,0,0,1,1,10,0
"194","responsible",67,4,1,12,0,3,3,0,1,0,5,0,10,0,2,4,7,0,1,7,2,1,0,0,4,0
"195","compassionate",66,7,2,6,0,8,2,4,3,0,3,5,2,1,4,0,1,0,0,3,1,3,2,5,4,0
"196","shy",65,1,1,9,2,8,3,0,2,0,1,0,7,3,6,3,0,1,0,8,2,0,2,3,3,0
"197","punctual",64,0,1,6,0,5,5,1,0,0,2,2,2,3,7,1,9,1,1,8,0,5,3,1,1,0
"198","secure",63,0,5,0,9,1,2,5,2,3,2,0,1,5,3,0,1,7,1,1,2,0,5,5,3,0
"199","thorough",61,2,6,2,1,1,3,12,0,0,0,1,3,4,2,0,4,1,1,4,2,1,3,5,0,3
"200","dependent",59,0,3,6,0,1,3,3,4,2,3,2,7,2,3,0,6,0,2,0,2,3,1,4,2,0
"201","observant",59,4,1,7,0,6,9,2,0,0,2,1,5,0,2,1,0,0,2,10,3,1,0,2,1,0
"202","playful",58,0,1,5,0,2,1,2,0,0,3,0,3,5,9,0,6,1,2,8,1,4,2,1,2,0
"203","crazy",55,2,3,9,1,2,2,0,2,0,1,2,3,0,4,1,5,0,5,4,0,3,0,0,6,0
"204","encouraging",55,3,2,10,1,1,2,3,0,1,3,0,5,2,6,1,2,0,1,0,3,2,2,3,2,0
"205","consistent",53,0,3,2,1,4,3,1,0,1,5,1,2,5,5,1,0,1,2,5,2,1,3,1,4,0
"206","loving",53,2,3,10,2,12,6,0,0,0,0,4,4,0,3,0,0,0,0,5,0,0,0,0,2,0
"207","depressed",52,3,1,3,1,5,5,5,0,3,2,1,8,0,4,1,2,0,0,4,0,1,1,0,2,0
"208","prosperous",52,5,2,5,3,4,3,4,0,1,3,1,5,3,1,0,2,0,0,3,2,1,2,1,1,0
"209","religious",52,2,10,2,9,5,4,0,0,0,1,1,2,1,3,0,4,1,2,1,1,2,0,0,1,0
"210","lazy",51,1,6,0,0,11,1,1,0,0,1,1,1,2,4,1,5,1,3,2,0,6,0,0,4,0
"211","artificial",50,0,1,2,0,2,11,0,1,0,1,1,5,2,3,0,4,0,1,6,4,2,1,1,2,0
"212","accomplished",49,0,1,6,0,1,10,4,1,0,0,1,5,2,1,1,6,0,3,0,2,1,3,1,0,0
"213","offensive",49,2,6,5,1,2,2,0,2,0,1,1,1,4,4,2,5,0,1,5,2,1,1,0,1,0
"214","pathetic",49,1,1,3,0,4,5,0,1,1,1,4,2,1,4,3,3,0,0,6,1,4,1,0,3,0
"215","terrific",49,1,1,4,0,4,4,0,1,5,1,1,3,1,1,1,4,2,4,3,0,7,1,0,0,0
"216","thoughtless",49,0,1,1,1,7,2,4,2,0,0,0,0,3,6,0,8,1,1,2,1,1,1,1,6,0
"217","intelligent",46,1,0,7,0,0,1,4,1,0,2,2,1,1,5,0,1,2,2,3,3,4,4,1,1,0
"218","tiny",44,1,1,5,0,7,7,0,0,0,0,0,4,0,4,1,5,0,0,3,0,3,0,0,3,0
"219","greedy",43,3,2,4,0,2,2,0,0,0,4,3,1,0,4,1,4,2,1,7,0,2,0,0,1,0
"220","negative",43,1,2,1,1,1,5,1,1,0,2,0,5,3,4,1,0,0,2,3,2,2,1,1,4,0
"221","reckless",43,2,10,0,0,0,7,0,0,0,4,0,3,0,2,0,3,0,1,7,0,3,0,0,1,0
"222","tough",43,0,2,3,1,1,18,0,0,0,1,1,4,1,4,0,2,0,0,2,0,1,0,0,1,1
"223","complicated",42,1,2,2,1,3,1,0,0,0,1,1,2,0,3,2,6,0,1,3,0,11,0,1,1,0
"224","enthusiastic",42,0,2,1,0,1,3,0,0,4,1,1,1,0,2,1,3,0,1,3,0,16,0,2,0,0
"225","intellectual",42,0,1,5,0,2,6,3,0,1,3,2,2,1,5,0,2,1,2,3,0,3,0,0,0,0
"226","respected",42,0,2,2,0,0,2,0,2,0,2,3,3,1,5,4,0,0,2,8,0,2,1,2,1,0
"227","sleepy",42,1,4,2,0,8,1,0,0,0,3,1,5,0,0,0,2,0,4,2,0,6,0,0,3,0
"228","sentimental",41,1,3,1,0,3,1,0,1,0,0,5,4,0,3,0,3,1,1,4,1,6,0,0,3,0
"229","clumsy",39,3,6,2,3,1,1,0,0,0,4,0,5,0,3,0,2,0,0,7,1,1,0,0,0,0
"230","critical",39,0,2,1,0,1,1,2,1,1,2,0,0,3,1,2,2,1,3,3,1,6,1,2,3,0
