"terms";"clusters"
"#-agreeable";2
"#-bright";19
"#-certain";2
"#-comfortable";19
"#-dangerous";10
"#-direct";10
"#-expressive";18
"#-good";61
"#-handsome";101
"#-little";133
"#-open";13
"#-patient";41
"#-polite";109
"#-poor";41
"#-sleepy";9
"#-sweet";109
"#-young";2
"#-youthful";113
"accomplished";91
"active";48
"admirable";40
"adventurous";111
"affectionate";94
"afraid";37
"aggressive";105
"agreeable";14
"alert";101
"alone";62
"amazing";3
"ambitious";4
"angry";5
"anxious";14
"argumentative";123
"arrogant";49
"artificial";27
"ashamed";44
"athletic";9
"attentive";59
"attractive";101
"awake";94
"awful";50
"awkward";120
"bad";86
"bashful";131
"beautiful";37
"big";115
"bitter";27
"blind";110
"bold";122
"bored";101
"brave";51
"bright";37
"brilliant";27
"businesslike";113
"busy";139
"calm";110
"capable";70
"careful";38
"careless";81
"casual";60
"cautious";111
"certain";62
"charming";67
"cheap";138
"cheerful";43
"childish";52
"chubby";106
"clean";84
"clever";58
"clumsy";13
"cold";37
"comfortable";144
"compassionate";121
"compatible";10
"competent";20
"complicated";60
"concerned";2
"confident";63
"confused";28
"confusing";20
"conscientious";2
"considerate";140
"consistent";7
"cool";48
"courageous";76
"courteous";75
"cranky";18
"crazy";16
"critical";95
"cruel";46
"curious";52
"dangerous";24
"decent";90
"defensive";1
"delighted";30
"delightful";91
"dependent";129
"depressed";53
"desirable";128
"determined";80
"devoted";126
"difficult";117
"direct";140
"disabled";55
"disappointed";29
"dishonest";101
"distinguished";38
"disturbed";72
"dominant";118
"dumb";126
"eager";24
"elderly";31
"embarrassed";78
"encouraging";93
"energetic";90
"enthusiastic";66
"evil";34
"excellent";89
"excited";133
"exhausted";73
"experienced";118
"expressive";21
"extraordinary";42
"fair";86
"faithful";98
"familiar";68
"famous";102
"fascinating";85
"fat";6
"feminine";95
"fine";89
"firm";29
"flexible";104
"foolish";32
"forgetful";140
"fortunate";81
"forward";18
"friendly";21
"furious";15
"generous";84
"gentle";42
"genuine";4
"glad";96
"gorgeous";69
"graceful";65
"gracious";52
"grateful";125
"greedy";13
"handsome";86
"happy";119
"hard";36
"harmless";53
"healthy";3
"heartbroken";41
"helpless";106
"homeless";134
"honest";43
"hopeful";124
"hostile";105
"humorous";93
"ignorant";47
"impatient";78
"important";144
"impressive";33
"impulsive";26
"indecisive";121
"independent";128
"inexperienced";82
"influential";143
"innocent";36
"insulting";112
"intellectual";138
"intelligent";113
"interested";51
"interesting";126
"irritable";60
"irritated";1
"jealous";146
"joyful";128
"kind";36
"lazy";64
"liberal";111
"lively";46
"logical";41
"lonely";130
"lonesome";20
"loud";84
"lovely";98
"loving";115
"lucky";132
"mature";107
"mean";79
"modest";124
"moody";83
"motherly";74
"muscular";118
"natural";36
"neat";81
"negative";54
"neglected";72
"nervous";116
"nice";94
"noisy";99
"normal";123
"obnoxious";13
"observant";70
"offensive";26
"open";37
"ordinary";146
"original";124
"passionate";140
"pathetic";23
"patient";124
"peaceful";137
"persuasive";13
"plain";57
"pleasant";130
"pleased";46
"pleasing";75
"polite";38
"popular";99
"positive";108
"powerful";114
"practical";59
"presentable";76
"pretty";130
"private";139
"professional";82
"prominent";2
"prompt";142
"proper";65
"prosperous";92
"protective";8
"proud";96
"punctual";102
"quiet";62
"reasonable";56
"rebellious";106
"reckless";79
"relaxed";18
"reliable";18
"religious";134
"remarkable";136
"respectable";80
"respected";35
"respectful";73
"responsible";145
"rich";86
"ridiculous";32
"romantic";69
"rough";5
"rude";22
"sad";77
"sarcastic";53
"satisfied";68
"scared";111
"secure";143
"selfish";135
"sensible";45
"sensitive";34
"sentimental";61
"serious";147
"short";119
"shy";99
"sincere";115
"skinny";100
"sleepy";26
"slender";141
"slim";9
"smart";44
"sociable";39
"social";65
"spoiled";71
"spontaneous";55
"stable";99
"straightforward";105
"strange";62
"strict";101
"strong";62
"stubborn";6
"stupid";129
"successful";103
"surprised";43
"suspicious";135
"sweet";62
"sympathetic";90
"talkative";131
"tall";52
"terrible";125
"terrific";82
"thankful";48
"thin";81
"thorough";71
"thoughtful";97
"thoughtless";145
"tiny";88
"tired";117
"tolerant";141
"tough";25
"troubled";12
"trustworthy";72
"uncomfortable";94
"unhappy";67
"unlucky";29
"unreasonable";102
"unusual";127
"useful";80
"valuable";87
"violent";52
"warm";97
"weak";139
"wealthy";17
"well";11
"wise";48
"wonderful";84
"worthy";11
"youthful";98
"playful";118
