"terms";"clusters"
"#-agreeable";87
"#-fair";73
"#-good";26
"#-handsome";21
"#-reasonable";21
"#-satisfied";49
"active";28
"affectionate";72
"afraid";18
"agreeable";52
"alone";4
"amazing";13
"amusing";15
"angry";4
"anxious";88
"ashamed";14
"attentive";5
"attractive";87
"awake";91
"awful";8
"awkward";9
"bad";83
"beautiful";14
"bitter";61
"bold";77
"bright";51
"brilliant";16
"busy";86
"calm";39
"capable";64
"careless";66
"certain";6
"charming";75
"cheap";15
"cheerful";32
"clean";43
"clever";37
"cold";36
"comfortable";32
"concerned";38
"confident";61
"conscientious";5
"consistent";79
"cool";28
"critical";16
"cruel";81
"curious";40
"dangerous";3
"decent";20
"delighted";62
"delightful";18
"desirable";74
"determined";52
"difficult";46
"direct";67
"disappointed";22
"disgusting";67
"disrespectful";31
"distinguished";37
"eager";72
"embarrassed";23
"embarrassing";44
"entertaining";73
"excellent";30
"experienced";3
"extraordinary";54
"fair";22
"faithful";64
"familiar";3
"famous";84
"firm";81
"foolish";69
"fortunate";65
"friendly";55
"frightening";16
"furious";45
"generous";70
"gentle";89
"genuine";55
"glad";24
"graceful";42
"gracious";13
"grateful";7
"greedy";74
"handsome";92
"hard";37
"harmless";79
"helpless";26
"honest";63
"hopeful";12
"ignorant";90
"impatient";70
"important";79
"independent";20
"innocent";33
"intellectual";3
"intelligent";27
"interested";64
"interesting";72
"irritable";82
"irritated";81
"jealous";35
"joyful";89
"kind";88
"lazy";87
"liberal";85
"lively";10
"lonely";82
"loud";84
"lovely";86
"lucky";27
"mature";12
"modest";29
"natural";68
"neat";23
"nice";34
"noisy";9
"open";24
"ordinary";77
"original";87
"patient";53
"plain";54
"playful";33
"pleasant";88
"pleased";59
"pleasing";68
"polite";66
"positive";76
"pretty";71
"private";50
"productive";17
"proper";59
"proud";26
"punctual";49
"quiet";11
"reasonable";69
"religious";56
"remarkable";72
"respectable";43
"respectful";56
"rich";50
"ridiculous";2
"romantic";17
"rude";47
"sad";60
"satisfied";57
"secure";4
"selfish";7
"sensible";90
"sentimental";29
"serious";19
"shallow";67
"shy";87
"sincere";10
"smart";43
"social";42
"stable";61
"strange";48
"strict";3
"strong";75
"stubborn";43
"stupid";68
"successful";7
"surprised";18
"sweet";70
"sympathetic";53
"tall";21
"terrific";79
"thankful";93
"thin";43
"thorough";40
"thoughtless";3
"tired";75
"traditional";40
"uncomfortable";1
"unfriendly";45
"ungraceful";25
"unhappy";19
"unreasonable";49
"unusual";39
"useful";58
"valuable";5
"violent";80
"warm";72
"wealthy";85
"well";41
"wise";27
"wonderful";35
"worthy";78
"youthful";60
