"terms";"clusters"
"#-foolish";100
"#-good";88
"#-great";35
"#-handsome";106
"#-happy";88
"#-irritated";79
"#-little";111
"#-open";86
"#-pleased";107
"#-pleasing";48
"#-pretty";100
"#-satisfied";100
"#-shy";7
"#-talkative";87
"#-tall";9
"#-thin";112
"#-tired";54
"#-well";87
"#-wise";100
"accomplished";33
"active";18
"admirable";65
"adventurous";19
"affectionate";89
"afraid";71
"agreeable";95
"alert";3
"alone";72
"amazing";39
"amusing";58
"angry";80
"anxious";1
"argumentative";55
"ashamed";34
"attentive";61
"attractive";75
"awake";73
"awkward";74
"bad";25
"beautiful";92
"bitter";111
"blind";72
"bright";39
"brilliant";44
"busy";81
"calm";75
"capable";42
"careful";89
"careless";47
"cautious";23
"certain";34
"charming";78
"cheap";76
"cheerful";2
"clean";64
"clever";59
"cold";25
"comfortable";15
"compassionate";116
"compatible";103
"competent";38
"conceited";7
"concerned";90
"confident";58
"confused";37
"considerate";107
"consistent";3
"cool";94
"courageous";70
"critical";20
"cruel";4
"curious";66
"dangerous";28
"decent";63
"delighted";17
"delightful";15
"dependent";47
"depressed";57
"desirable";81
"determined";99
"devoted";40
"difficult";41
"direct";61
"disappointed";80
"disgusting";45
"distinguished";107
"eager";22
"elderly";69
"embarrassed";3
"embarrassing";106
"encouraged";86
"encouraging";47
"energetic";16
"entertaining";93
"evil";28
"excellent";2
"excited";86
"exciting";89
"exhausted";19
"expressive";85
"extraordinary";60
"fair";62
"faithful";84
"familiar";5
"famous";4
"feminine";111
"fine";25
"firm";69
"foolish";97
"forgiving";106
"fortunate";1
"friendly";17
"generous";104
"gentle";81
"genuine";49
"glad";95
"graceful";58
"gracious";98
"grateful";114
"handsome";2
"hard";29
"harmless";98
"healthy";102
"helpless";24
"honest";102
"ignorant";46
"impatient";80
"impolite";45
"important";78
"inconsiderate";112
"independent";36
"innocent";35
"insane";3
"intellectual";102
"intelligent";38
"interested";114
"interesting";15
"irrational";19
"irritable";16
"jealous";115
"joyful";43
"kind";95
"lazy";63
"liberal";109
"lively";22
"lonely";111
"loud";20
"lovely";108
"lucky";110
"modest";93
"natural";71
"neat";101
"negative";54
"nervous";108
"nice";30
"noisy";83
"observant";79
"open";113
"ordinary";86
"original";68
"patient";27
"plain";14
"playful";77
"pleasant";15
"pleased";52
"pleasing";92
"polite";37
"popular";12
"positive";76
"powerful";96
"prejudiced";82
"pretty";31
"private";29
"productive";16
"professional";77
"prominent";27
"prompt";69
"proper";52
"prosperous";43
"proud";6
"punctual";70
"quiet";113
"reasonable";17
"remarkable";5
"respectable";92
"respectful";102
"rich";81
"ridiculous";104
"romantic";3
"rude";44
"sad";62
"sarcastic";112
"satisfied";52
"secure";49
"selfish";11
"sensible";62
"serious";34
"sincere";21
"social";10
"spoiled";20
"spontaneous";45
"stable";84
"straightforward";67
"strange";53
"strict";85
"strong";25
"stupid";13
"successful";76
"suspicious";75
"sweet";59
"talkative";32
"tall";89
"thankful";10
"thin";26
"thorough";105
"thoughtful";50
"thoughtless";26
"tired";105
"uncomfortable";56
"unfair";67
"unfriendly";55
"unhappy";22
"unlucky";5
"unreasonable";21
"unusual";18
"useful";59
"valuable";8
"warm";113
"weak";51
"well";22
"wise";96
"witty";100
"wonderful";53
"worthy";60
"rough";63
"violent";107
"unemployed";91
"youthful";84
