"terms";"clusters"
"#-bold";10
"#-clever";19
"#-good";10
"#-handsome";26
"#-mean";31
"#-offensive";72
"#-plain";76
"#-pleased";31
"#-tired";55
"abusive";30
"accomplished";35
"active";12
"admirable";6
"affectionate";9
"afraid";27
"agreeable";27
"alone";17
"amazing";81
"amusing";15
"angry";85
"annoyed";40
"anxious";37
"arrogant";7
"artificial";49
"ashamed";58
"attentive";39
"awake";62
"awful";76
"awkward";85
"bad";24
"bashful";77
"beautiful";8
"bitter";43
"blind";70
"bold";20
"bright";45
"busy";1
"calm";78
"capable";5
"careful";51
"careless";83
"casual";40
"cautious";61
"charming";4
"cheap";26
"cheerful";82
"clever";70
"cold";2
"comfortable";34
"compassionate";81
"compatible";33
"conceited";13
"concerned";29
"confident";56
"confused";40
"conscientious";80
"consistent";51
"cool";78
"courteous";19
"creative";11
"critical";40
"cruel";22
"curious";82
"dangerous";80
"daring";83
"decent";1
"delighted";85
"delightful";54
"dependent";40
"depressed";40
"desirable";74
"determined";39
"difficult";41
"direct";6
"disappointed";36
"disgusting";40
"disrespectful";80
"distinguished";55
"disturbed";20
"eager";28
"elderly";49
"embarrassed";21
"encouraged";87
"encouraging";44
"energetic";55
"evil";65
"excellent";37
"excited";80
"exciting";46
"exhausted";76
"expressive";15
"extraordinary";24
"fair";58
"faithful";42
"familiar";82
"fine";59
"firm";63
"foolish";82
"fortunate";79
"friendly";36
"generous";53
"gentle";60
"genuine";77
"glad";66
"graceful";56
"gracious";18
"grateful";73
"handsome";38
"hard";14
"healthy";65
"honest";11
"ignorant";68
"impatient";73
"important";67
"impressive";40
"independent";23
"innocent";33
"intelligent";12
"interested";69
"interesting";5
"irritable";26
"jealous";49
"joyful";6
"kind";5
"liberal";51
"lively";8
"lovely";60
"lucky";70
"mature";19
"mean";50
"modest";83
"natural";54
"neat";13
"negative";83
"nervous";12
"nice";84
"noisy";10
"offensive";40
"old";85
"open";86
"ordinary";62
"original";53
"plain";36
"playful";47
"pleasant";4
"pleased";27
"pleasing";48
"polite";84
"poor";37
"popular";35
"positive";57
"powerful";32
"pretty";79
"private";67
"productive";81
"prompt";15
"proper";17
"prosperous";32
"proud";48
"punctual";56
"quiet";73
"reasonable";68
"remarkable";67
"respectable";24
"respected";31
"respectful";80
"rich";9
"ridiculous";44
"romantic";42
"rough";7
"rude";25
"sad";25
"sarcastic";49
"satisfied";37
"secure";61
"selfish";50
"sensible";27
"serious";5
"short";27
"shy";18
"sincere";75
"smart";57
"social";40
"strange";22
"strong";74
"stupid";20
"successful";47
"surprised";66
"suspicious";40
"sweet";14
"tall";21
"terrific";46
"thankful";86
"thin";84
"thorough";25
"thoughtful";87
"tired";16
"uncomfortable";64
"unhappy";74
"unlucky";52
"unreasonable";29
"unusual";26
"useful";12
"valuable";53
"violent";39
"warm";22
"weak";75
"well";86
"wise";71
"witty";30
"wonderful";3
"worthy";1
"thoughtless";11
"pathetic";40
