"MR4";"MR10";"MR1";"MR3";"MR7";"MR12";"MR9";"MR6";"MR2";"MR5";"MR8";"MR11"
"accustomed";0.402837335135811;0.483976630266631;0.169237735480028;-0.139190937458431;0.0748989087724513;0.305000218919845;0.170723883562971;0.125137017041013;0.0964452362753016;-0.133853355716141;-0.202893806417197;0.123854632894077
"beautiful";0.387526806086647;0.289673803423605;0.271023982508157;0.341634856251321;0.145039103811671;0.00333143640199827;0.244916300016191;0.0528734931547612;-0.00816391093116746;0.23910241127933;0.376071200532472;0.0863681304996431
"best";0.063257424618946;0.126469949933713;0.0745174370924385;0.0163486860154072;0.129259660021049;0.0306556375832174;0.0911569954835186;0.00136070146447973;-0.0287019203499389;0.961923847733197;0.0733304278844122;0.109944312187952
"calm";0.132790752066617;0.0772552305059401;0.78847040517642;0.0816476518547326;0.054927178775489;0.114283886570803;0.235789827500756;0.205546198124405;-0.242802083768312;0.142865369163743;0.0576763301817856;0.210889338534565
"capable";0.338068286179818;0.421522714916374;0.51641706122408;0.451890326318683;0.176820014460761;0.222947817556992;0.215903247695939;0.107253286312092;0.15209459104064;-0.11063356229438;-0.0869055956158918;0.0879236518113013
"cheerful";0.322559389599541;0.452908491963538;0.477248063451915;0.262682947577567;0.127350640595495;0.139858343558789;0.177621500637015;0.0463075485977795;-0.169718860997932;0.133469117469463;0.379459213529434;0.10624105252408
"delighted";0.814028335781784;0.233742875463325;-0.190750113412212;0.216648010996162;-0.105849290584845;-0.0762718366583465;0.0369394710110971;0.2279156232891;0.0707444612823836;0.0884088938851322;0.0975501177734389;0.186749544139336
"different";0.697104887109204;0.093905948368632;0.278385238142757;0.219303483921846;0.0744494082632337;0.00181783596333498;0.0963222458917967;0.137017105899614;0.287377678848422;-0.0208796636258865;0.335567232330182;-0.0960902455917963
"extreme";0.187101591068877;0.901292266304367;0.141946254618258;0.0524436553412818;-0.0481771823832077;0.0921842470417508;0.162190580875967;-0.0204044847074547;0.112301415407478;0.126909310913465;0.0757587079928489;0.131367571280007
"fair";0.100503480369844;0.67095087113029;0.0103332855065787;0.337997421942789;0.207784443289988;-0.19348396924917;0.0798361413018594;0.215757276281991;0.230175414328913;0.169058735817044;0.149949149945538;-0.0214696207432204
"familiar";0.0698282872684518;0.139328844056894;0.672669892591706;0.17173902959979;0.509887651179237;0.142023851451409;-0.0640783631269513;0.181016500069047;0.221015701953192;-0.0210457483599659;0.00459253532171719;0.0175413189863738
"free";0.0328839260123284;0.33999949788781;0.00728260028742942;0.119666919365359;0.513830909923188;0.440420417011603;0.403489148790092;0.0509268923958913;-0.0752659854333911;0.0619670704627134;0.435826730472488;0.210608904306958
"generous";0.827441755052504;0.131962500668779;0.339511752271234;-0.0282208641197278;0.302954525238695;0.106004780411303;0.0730391456391747;-0.0531492300326276;-0.0281668576785422;0.0592545272540199;-0.122844679404134;0.0476574148325366
"gentle";0.0813711256061191;0.0785418279192555;0.153820370784931;0.926943249463238;0.061467917571322;-0.0288879832616117;0.139719537341441;-0.0312756040901246;-0.00189968219122223;-0.0109408955131007;0.0820574148102034;0.116161589029229
"greatest";0.220695780892113;0.0421450944332043;-0.00401718213534913;0.503918191848139;0.160171859767992;0.0382223385767068;-0.0581978824685541;0.448788768400853;-0.0970275020604092;0.293923333913996;0.518955133193539;0.176068413817721
"happy";0.177325432999865;0.219178642744887;-0.0803856293863897;-0.00562835235456636;-0.107366929081058;-0.088889226263044;0.137126876498931;0.0567271899060946;0.929533465047017;-0.0418577076404905;-0.042543689444901;-0.0191439441631883
"interesting";0.0469396567597391;0.0340598871862352;0.149728752807714;-0.0105048447213546;0.0495527340895604;0.963433114548799;0.0218694462908238;0.0429724417571707;-0.0730482485971456;0.033332615077482;0.0279132808799156;0.0677887882305779
"mighty";0.204711866834632;0.185413377752224;0.339834314343257;0.317053636579632;0.11815412526063;0.16903253021533;0.127979976926815;0.165493171809479;-0.0444329089234937;0.231149585671957;0.0926454860965522;0.745575628262362
"natural";0.118884118657273;0.268345337408521;0.189182026329844;0.219523443711377;0.0890184765710992;0.0277411294622396;0.870736854133364;0.12920283593032;0.157576865973515;0.125397593833452;0.0514360730489712;0.0880430762098894
"peaceful";0.132626940231804;0.0645342661235691;0.231464618841343;-0.00513329135833002;0.0760250606549573;0.0591811340143985;0.0937108961045316;0.939585176642749;0.0756688249557011;-0.0179068831693725;0.0481735996420012;0.0783548329164289
"pleasant";0.454996345299574;0.536963825205226;0.10786312850329;-0.044639788633764;0.214446415356083;0.106007067690359;0.460130264975642;-0.0971847390599912;0.166833654553999;0.0026516760432132;-0.00484479668699839;-0.0281398947147398
"safe";0.157211967683469;0.0416500372937621;0.16181549171993;0.0739685843267692;0.818652120761946;0.0210550082669579;0.0923660593308078;0.0596273815891309;-0.111315889403919;0.141442957518115;0.0563359350520864;0.0477349914062577
"superior";0.540694506541524;0.344684378563528;0.0629541008877912;0.00732862737273398;0.228954377998828;0.272443235400644;0.0849315408496961;0.167553650957032;0.329587893747871;0.156596421151806;0.255777703992953;0.32517142317672
