"MR1";"MR2"
"accustomed";0.481079384158816;0.595747887948743
"afraid";0.741248389691094;0.383654999006074
"beautiful";0.576951483875455;0.584238978955021
"best";0.662605714291899;0.396715917431542
"calm";0.677477096565036;0.266889689320837
"cheerful";0.677395798582713;0.300798949519063
"clean";0.422475834864449;0.67043048464
"comfortable";0.0861185214151701;0.527086055040232
"cruel";0.672555715611043;0.377566683832892
"curious";0.631305589753564;0.466685920525519
"delicate";0.82252099472926;0.118618721579643
"delighted";0.259630157699259;0.681317200669388
"different";0.62156714436231;0.516886726650787
"extraordinary";0.50676796628693;0.608676206868533
"fair";0.457704341421379;0.447653746720397
"faithful";0.500498614208678;0.513495045095354
"familiar";0.363079129839464;0.660194163218255
"free";0.666867069520174;0.493506158199739
"friendly";0.3102717671428;0.699956699301948
"generous";0.316445481100909;0.672594562548693
"gentle";0.820227484688789;0.337014445521187
"graceful";0.829928070738122;0.206900289998872
"greatest";0.267455688236458;0.568068381670667
"happy";0.612077631847623;0.388505133679104
"honest";0.620370185156858;0.473090166998521
"humble";0.653320364965848;0.466354833295142
"loose";0.217977385581775;0.552905297951668
"married";0.692777253095016;0.459680235978441
"mighty";0.675512625107372;0.249939170713966
"modest";0.675848586191036;0.313410713752528
"moral";0.107512675177949;0.565297215857241
"mysterious";0.536190631031778;0.117522420573688
"natural";0.634480178097069;0.505618595473939
"original";0.21123313026854;0.382801763712832
"pleasant";0.688677172668938;0.405302127785999
"powerful";0.35203832262965;0.419910984715126
"proud";0.649004330242734;0.320491957258149
"quiet";0.630283446054216;0.489064672235929
"rich";0.722845490811651;0.41483502449808
"sacred";0.644661229130769;0.235948207747047
"safe";0.578590286082851;0.32113875006937
"social";0.197930164611779;0.54535170087727
"strong";0.645549760271566;0.42550318984777
"superior";0.242885083036196;0.535817667311314
"thoughtful";0.77651121983284;0.375069191923088
"weak";0.702604356455851;0.292246644045562
"worth";0.342050360801031;0.700512464092954
