"MR1";"MR2"
"accustomed";0.420209398622428;0.493009873707327
"afraid";0.528101593392797;0.266058800270872
"beautiful";0.820362701123278;0.292628947783462
"best";0.136781918191283;0.661195889625881
"brave";0.488149335319631;0.591101507065164
"careful";0.490173449885688;0.454010410070749
"cheerful";0.498088728816652;0.525592969107062
"comfortable";0.561402570286584;0.464000188950917
"cruel";0.723846759595111;0.426527361235757
"curious";0.520348188768201;0.19200409514637
"dangerous";0.622287618916779;0.367861529267045
"different";0.535508855604675;0.575297948471927
"extraordinary";0.495703012433739;0.560363702212718
"extreme";0.493936625161179;0.390887206071706
"fair";0.521970072478526;0.532640542057743
"familiar";0.473898229425979;0.525740787903454
"free";0.585710828100208;0.542135356816719
"friendly";0.205261420230685;0.762668857875393
"gentle";0.58497487794772;0.491287097926699
"greatest";0.411406055077348;0.633951960413116
"happy";0.568522230523225;0.558682459462531
"honest";0.629949689245046;0.391486399710867
"humble";0.527052972960638;0.613972123591618
"loose";0.543589502431829;0.480283213826141
"mighty";0.00460478276530677;0.808620877944072
"moral";0.63186112101616;0.213918147238085
"mysterious";0.648772543577438;0.451543818917163
"natural";0.53825485820447;0.329956897023359
"original";0.290756027086796;0.710584183325451
"pleasant";0.742919635141069;0.284477392388336
"protestant";0.410557685159915;0.617332220231848
"proud";0.65287078387965;0.287949226807782
"quiet";0.267667057731366;0.721868186829986
"religious";0.178643373839699;0.521697276211907
"rich";0.58745863337173;0.340674189535854
"safe";0.64106507298954;0.598737690594287
"stable";0.420912274074951;0.774512085851227
"strong";0.784740967279488;0.0231881916331553
"surprising";0.163374601642713;0.67107179380905
"thoughtful";0.432414956882161;0.363950078403774
"weak";0.393780916357776;0.590208839464927
"wise";0.456253470590949;0.505495199969677
"worth";0.80761506577899;-0.0374537626625755
