"MR1";"MR7";"MR2";"MR11";"MR6";"MR3";"MR4";"MR5";"MR8";"MR9";"MR10"
"afraid";0.231503003757949;0.57055543625649;0.234065460786673;0.235265450048068;0.0158397979043246;0.342139899361477;0.185545380682894;0.105895027232379;0.34023149279625;0.0699591454943445;-0.0921195549764252
"beautiful";0.41828247427522;0.240407249095826;0.127857345676835;0.227262233721277;0.536381389718375;0.389439595929629;0.322246741381238;0.141547303252858;0.154196530821071;0.0951163483645462;-0.064641963889392
"best";0.420936344443001;0.194613636155334;0.126231385730406;0.689218640088902;0.230511454198834;-0.106631790221108;0.285963632209382;0.123798012683272;0.0201217172568789;0.124978743478722;0.140951821028377
"calm";0.364229324583798;0.522971739921283;0.441626945960197;0.243106023924525;0.176109044575374;0.296193625939085;0.215960939727944;-0.077029922268874;0.107004782681934;0.147660792428221;-0.0330272563566108
"cheerful";0.422182043925609;0.681122223091909;0.226207950024546;0.295081339225755;0.285614289559645;0.123055800171879;0.148564104911677;0.156721657921121;0.0459480706683679;-0.100125497450888;0.0210371468025557
"comfortable";0.316000529215107;0.0406222640622816;0.233997059838454;0.678094066139704;0.135086616171629;0.0897522802964655;0.117594934598641;0.108978314337112;0.212456286014867;-0.0389877801250626;-0.0955478236362271
"cruel";0.289036742420008;0.239513505120092;0.398528105681771;0.303728824976061;0.256653666247249;0.0861679715865691;0.15609768177832;0.126384397490604;0.70090686848031;-0.00358079574415456;0.0362938977789484
"curious";0.318471527092663;0.116049472569053;0.151504292274571;0.185940082226655;0.76464810052308;0.186630101175587;0.0803280866243355;-0.0187893419974116;0.0940798720683894;0.00891298665444163;0.00799253676018298
"delicate";0.54984629467975;0.449088777820051;0.181168151745481;0.260245779578136;0.238623921677626;0.28605245071707;-0.00936262177146271;0.236427706643774;0.114847624949554;-0.160155957911453;0.07568185636112
"delighted";0.76296346813512;0.178163174068817;0.0805012696472717;0.154487937914064;0.185930144776265;0.323560029106042;0.154724667140014;0.256532849416394;0.109296080125911;0.144098751350749;-0.0321720957421301
"delightful";0.763454540629139;0.255042630942094;0.0807963580266138;0.26612061825751;0.0599919880731822;0.0657588575529852;0.283266439036465;0.0832881320710313;0.202967083217794;0.0645332607829335;-0.0405456112906794
"different";0.641342916858573;0.217627658708123;0.476097388172579;0.240171614432833;0.273179815610567;0.237305325871942;0.204118880002328;0.0292023326559954;-0.00922276867787613;0.0788048509451102;-0.0374268656392543
"extraordinary";0.407361716546285;0.336497163362137;0.442284230409762;0.25036022631078;0.369286539201048;0.114614139184374;0.393722143381627;0.0159975528156965;0.0621896327995514;0.0507099728969511;-0.113297392883752
"fair";0.209239512764226;0.310004938054255;0.785607549198832;0.27546246943486;-0.0115041152591688;0.159075291384849;0.0222008992605218;0.302134004796431;0.0244398874674345;-0.00535281757077754;-0.16187413517776
"familiar";0.197547818204655;0.263883020323433;0.316739678992773;0.534573429740067;0.268286379046401;0.338035105910911;0.154969203397684;0.345462530573159;0.25569843226082;0.128395764582384;0.143367593847922
"famous";0.180313718480824;0.107411212375167;0.319749765407089;0.198799727414008;0.0140584241384917;0.11829757872657;0.224027300430863;0.779540056682426;0.0759053387079007;-0.000430769819918012;-0.0297397654983259
"free";0.490602358464506;0.340291634668314;0.146532637499869;0.487393125008686;0.234705600540027;0.0910764680249812;0.254212012057051;0.109189058875389;0.226770130857386;-0.0327959506897358;-0.314543466909376
"friendly";0.660125942000604;0.228505938527488;0.293529896930605;0.260835639772665;0.423977338400833;0.197156526790086;0.170175124156835;0.0434174334625326;0.131245242219972;-0.0843144604914637;-0.00320242635707666
"gentle";0.414182275555033;0.389665866048829;0.293134163770368;0.266606753882602;0.414398489787649;0.243809709528473;0.112792636523069;0.182908532360335;0.168265373439414;0.295940150719774;0.123902198705221
"happier";0.470016186920605;0.0565504926544882;0.27841363141565;0.456144259293886;0.184783614108747;0.432868938228344;0.138337397671933;0.186691994213211;-0.0395192903523675;-0.0706621392367947;0.0507568434010076
"happy";0.0703293026472748;0.172280276998563;0.807808074466167;0.0914905358642253;0.22830940443005;0.0961316817273618;0.0856446740093578;0.210340354920928;0.227998296947503;-0.0374529836119046;0.141651972299842
"honest";0.464003662325801;0.236837777747694;0.0989483080096761;0.324778343228591;0.317351602270909;0.183681191676004;0.216367259939544;0.144954737920946;0.277946533131151;-0.341281232489014;0.0404394978014052
"married";0.405782027742777;0.26000283466852;0.0745734710967593;0.177895188464796;0.0728721078385851;0.320706570287411;0.58342897579056;0.253046907044977;0.218571847639356;0.119070485127395;0.098957813024046
"natural";0.344180996979069;0.300564319492307;0.218418033672662;0.283525752580265;0.469047548736405;0.525718490725568;0.230743568678303;0.0632942708373664;0.0938035578045698;-0.10908011945756;0.0530597287803359
"neat";0.0326618057671042;0.646626952071398;0.342292998679387;-0.0861918544930955;0.0860668822529998;0.132888731794822;0.340039080176053;0.027666741179792;0.0495202316030047;0.0353266591019422;0.0245700017751384
"pleasant";0.500323279908658;0.416109299534644;0.181810043455334;0.451279866719257;0.220748065130219;0.179178261824803;0.093667331609166;0.0630856535355436;0.0221472854272015;0.0552922989142725;0.275490462873892
"professional";0.425170743032988;0.291566720148763;0.0561286250647727;-0.0205164680101876;0.226357346764867;0.590694685139686;0.254632164829383;0.0814970501274431;0.143603433248448;-0.0261373869340151;-0.0318594655761533
"proud";0.325309465901754;0.570457439331913;0.136649064103226;0.488184785781976;0.120651028331464;0.39320246120013;0.0833635832361184;0.128517881820018;0.134131800102965;-0.130301496535755;0.0911245963392355
"quiet";0.708252490808804;0.0332097268540174;0.313574688188844;0.301326960367751;0.263005368209714;0.293237362491624;0.113498234654954;0.116551969242534;0.0264800135621029;-0.0914061599110787;-0.0954304672838574
"sacred";0.259053186817663;0.337088524246072;0.335309145599512;0.0199980019149887;0.236506229565996;0.612878274501819;0.177386229692986;0.107289625153648;-0.00402225191211139;0.0994925007777033;0.0309933182520252
"strong";0.542241842366761;0.501656777867335;0.0643775940783999;0.169747544479983;0.28574868649403;0.200587077532495;0.186171362843908;0.127434889548766;0.139908117442908;0.338769718400997;0.0388663692811473
"thoughtful";0.4294407300348;0.271913553939266;0.448595533608828;0.334418688146415;0.25120521150793;0.323050981581765;0.0286441965230041;0.0682341630106189;0.00486702583179607;0.272679100054156;0.0465880617670661
"weak";0.521520938565719;0.162498690725567;0.460822872623118;0.224848757433687;0.0110533003318433;0.0969286728084431;0.058182537910286;-0.168142940893803;0.234825377866199;0.00701059552158347;0.370405239114465
"welcome";0.174047138738464;0.186027561380497;0.0761904940623467;0.178169144209427;0.122546229545417;0.137102932259607;0.738492153048362;0.119966703837327;0.0364740638004271;-0.0381017872202442;-0.0139421770599406
"worth";0.709112896958617;0.185027332185445;0.105467160001755;0.263007545423639;0.279649044142523;0.198452885125835;0.139984560626061;0.0630267014766203;0.0783864398946216;-0.024789300761305;0.15703973543758
