"MR2";"MR1";"MR8";"MR6";"MR10";"MR3";"MR4";"MR9";"MR12";"MR5";"MR7";"MR11"
"accustomed";0.17604624853998;0.259198465600204;-0.0294222741598325;-0.0740682937485383;0.205903132913309;0.659757818693545;0.0827805830231556;0.155216020956818;0.0109924366384037;0.213211918007821;0.106022343615666;0.0507213255345587
"afraid";0.365767158187888;0.401613161931614;0.155816370805319;0.241297992880828;0.0192013436357908;0.0639094411313596;0.0592912251972128;0.57370281378928;0.327330029567179;0.158244366940082;-0.0514789999581378;0.0823481925376363
"beautiful";0.321993980055158;0.46058566406438;0.205565894276651;0.392610548607777;0.0355307689267262;0.218850942144874;0.0870264094130978;0.324445065067346;0.335498117004122;-0.119130655658322;0.213926901679339;0.160826112702633
"best";0.236518039714991;0.137967444020521;0.179672070890465;0.0616445822099556;0.0940241803381671;0.0155563426874782;0.845236439965778;0.161673286053806;0.0941270382233784;0.0956841783851218;0.200513935809471;0.0731779156396719
"calm";0.254291365808427;0.560566800572085;0.262832086515355;0.205040264247046;0.134045886041841;0.0784954237755762;0.234770109711507;0.0172516954204209;0.334366914768796;0.0441984911046163;0.0347719144105251;0.12613578967343
"careful";0.224764696046746;-0.0225241264681845;0.677944728944496;0.269027479978784;0.0475356049025583;0.074153683111288;0.0647062848120885;0.265090636166185;0.139922529318916;0.147337641744382;0.0414703027401536;0.149717110925064
"cheerful";0.384192872611618;0.258969294503327;0.0989157564220754;0.275001158968337;0.291460933251142;0.356617304525659;0.167631975441109;0.170907546219858;0.141569892388754;0.336637427473405;0.0649812215372397;-0.0561745267921831
"clever";0.391581865280387;0.0516884904292443;-0.0558350567908076;0.148776112215666;0.10142080681678;0.0936198975153927;0.143190730633388;0.128125935045327;0.119247320174684;0.0188207962977638;0.528957246896926;-0.112417723891839
"comfortable";0.168069546543554;0.459521397435427;0.171137330523805;0.0135586699399595;0.415785537716306;0.18069111883967;0.272912402118099;0.0471188483885145;0.184542524070586;0.0116197113819293;0.0346482194868103;0.415902689008002
"cruel";0.760769749734368;0.210182236342388;0.0617137164825848;0.0805769874547313;0.117337274284015;0.146398184410551;0.193221977256374;0.124621894691802;0.128485351114967;-0.0682404091257962;0.20175196646759;0.0649682522170755
"curious";0.321798200074399;0.285086191074671;0.416423064988827;-0.0439744338080513;0.118873625572455;0.101464158878775;0.275713585720829;0.095304266112403;0.0540220448109793;0.044121310299519;0.582428102660443;0.241493447254508
"delicate";0.392215815420575;0.38493107302253;0.200010623296358;0.0965738654840731;0.161556084988605;0.155763631694608;0.0756429940947188;0.53669666989177;0.0218040142486106;-0.133322461720211;0.367665470873879;0.111213170895362
"different";0.321464745933827;0.350179773472599;0.447947576937139;0.353946129155844;-0.017582696231419;0.149694920349905;0.101608491357863;0.503114769706664;0.133889323526184;0.0728854459693754;-0.00560854011389187;0.00801965327535683
"expensive";0.0993416545465116;0.521365471671203;0.0763106135278017;0.323588529150583;0.10149037200198;0.277343439058331;0.0658048930154356;0.113140668598269;0.0511944312200555;-0.0698089958885462;0.164352171685308;-0.0557338202784712
"fair";0.355481306499457;0.328807328878377;0.20571378321317;0.421823440728755;0.179550406803743;0.112680793332159;-0.0111824061774012;0.327410121627327;0.0187392482300654;0.3177162126115;-0.0320792790120452;0.254584101183303
