"MR1";"MR2";"MR4";"MR3"
"afraid";0.600009595463683;0.456023923766865;0.364772985692582;0.291883777286324
"beautiful";0.305946622794075;0.162552081889691;0.193324709166785;0.34795624289233
"best";0.0271871884198708;0.765661797643848;0.352383259812542;0.0300570270080175
"capable";0.540702865325721;0.43574658038209;0.179368563977075;0.429948607557287
"cheerful";0.328735641432417;0.153130410634459;0.650064884087535;0.202663957951522
"clever";0.43960582263178;0.516630580498352;0.452521252001213;0.245329601224503
"comfortable";0.625815934852889;0.460042297362833;0.295695642438785;0.202508301453439
"delighted";0.254298298079763;0.284957175202744;0.649512711996223;0.131468619689907
"delightful";0.384098212958567;0.61483208561815;0.177660771725603;0.344931005034906
"determined";0.409831646251435;0.572034702897698;0.344430660631456;0.320271380325915
"different";0.736914338135154;0.451967171036717;0.246512670842899;0.0425833402566992
"fair";0.674691390772334;0.131961826615388;0.098222887949489;0.226317515427976
"friendly";0.384645130821298;0.351050838871151;0.348379412961084;0.563257880731687
"gentle";0.403403450230188;0.542889915545268;0.262168565803195;0.434974882696007
"greatest";0.454258581180609;0.510659242558697;0.359378126410486;0.246094208921717
"happier";0.359162649927529;0.56800401250333;0.344897359275094;0.137702130453273
"happy";0.155038458352261;0.0481116790182217;0.139932495447317;0.896742469946058
"interesting";0.759809738174389;0.240396122486096;0.338659626720052;0.142271076840799
"modest";0.368054596633525;0.679580863185796;0.289966733935634;0.0727821313892579
"natural";0.463599239115057;0.687489321397357;0.249760051363492;0.177598718672676
"pleasant";0.51515811394715;0.561736962521358;0.409366603004958;0.0691656918585389
"quiet";0.534342879477048;0.565108849665809;0.303611221816199;0.327864095548718
"reasonable";0.509127405243673;0.77025625458385;-0.245536806333912;0.205302797402317
"safe";0.717312864826779;0.290231070692018;0.117983326018958;0.129783073872436
"strong";0.70020320863039;0.281292038918696;0.168751401071129;0.421709734437561
"unpleasant";0.0492355611323416;0.355303147552268;0.521930746053981;0.34540286292438
"welcome";0.731821962967319;0.231586281162751;0.247667128568616;0.198150447242683
"worth";0.302018644714659;0.572867007248762;0.425773748317624;0.336000727133284
