"MR1";"MR8";"MR4";"MR7";"MR2";"MR3";"MR9";"MR5";"MR6"
"accustomed";0.262758327510455;0.17041648166441;0.291901347925258;0.150681671044534;0.279590538256388;0.178491900537687;0.105842226860258;0.0340614107830065;0.155112100505106
"afraid";0.340314784396287;0.0636895941391799;0.277566303110164;0.169998212350593;0.0452884088332198;0.291813468808005;0.336183522224853;0.525994752392527;0.211436475956504
"beautiful";0.430476519675572;0.228642946958294;0.282028420048147;0.263556705717997;0.101342851986754;0.21771016352225;0.52743657872627;0.0873396723065295;-0.0523516871270589
"best";0.686060763312181;-0.00440906668524764;0.210543585914556;0.36073464644536;0.224287996256885;0.253280362107218;-0.0747276627249656;0.270331832835517;-0.0255724985148949
"calm";0.545000730981669;0.266636765634441;0.357814239645134;-0.0514277358535804;0.209861689058481;0.424592316359101;0.282545359504404;-0.0609071261067147;0.0156257246251562
"careful";0.444246636105053;0.378151728201294;0.436272853383408;0.0832990881626391;0.229688943545545;0.240180656360499;0.0208472515677349;0.131731806787713;0.16808805665472
"cautious";0.0360796991515143;0.137633242252126;0.339131886830954;0.345001486394112;0.180367251229614;0.140664713772257;0.347879355818533;0.0422049976373519;0.0686606572500914
"cheerful";0.541946464187574;0.247972815692327;0.114068736112004;0.296403453482197;0.178709922600659;0.0566376780332132;0.425376883588171;0.176505650057685;0.077492809186388
"clean";0.0890502702395688;0.157006564271567;0.218874407276245;0.163279054620009;0.0454258958471188;0.204404273196465;-0.0274771312186517;0.08198587648281;0.820001857103318
"comfortable";0.35463283157024;0.267182654690142;0.130580669344004;0.172861246140764;0.521570661267873;0.142047966627357;0.144215856774139;0.152816586325492;0.251627247935212
"curious";0.225812936265929;-0.0176945336899362;0.534675953262876;0.0156621130370394;-0.00146458526096292;0.11123331415238;0.131226644376555;0.035815213340232;0.290560807905097
"delicious";0.612829876729227;0.171310303085623;0.106365995259384;0.35462564784126;0.122647958410813;0.0754294750794126;0.0855064727515953;0.12410112272836;0.161880013981935
"different";0.413631151193576;0.30707451971276;0.0871043538715437;0.243262245293786;0.33199202310529;0.160350448920824;0.528749889149731;0.109503244695271;0.0788614558046686
"extraordinary";0.21677065572476;0.11000711673779;0.116064350427269;0.404450074896426;0.589695020798855;0.0650326786721627;0.185754037306787;0.0579564299461296;0.153622692552594
"extreme";0.322415862925811;0.308796914232424;0.367708992427745;0.0666203615891164;0.384604847655144;-0.0764247186833603;0.442746007244336;0.32835523241584;-0.140155214492601
"fair";0.366267877932926;0.0456184772667764;0.490456078579929;0.243155132601302;0.292477366858115;0.104959092898723;0.202839007336774;0.296309311924183;-0.0118967458101722
"faithful";0.512338918572407;0.279446995348452;0.00327826613352666;0.128710697821428;0.246588771549992;0.265000497662958;0.419710932135248;0.0834207074160472;0.21595729499465
"familiar";0.692774949850015;0.147051504811537;0.327791633548723;0.25561410340464;0.196725128993593;-0.0182227731028711;0.11965149342043;0.034057944038875;-0.0677259620144701
"free";0.432629702400802;0.397546866551239;0.218443367563643;0.0223312994812559;0.48922332503281;0.100173028828179;0.174627192167441;0.0940304796836229;0.0356537708424286
"friendly";0.332576621743036;-0.0176450250104235;0.277458393451598;0.304906069975138;0.636722801323538;0.174159362438333;0.0282815789069347;0.317335602767461;-0.0429612262408787
"gentle";0.438210400985337;0.315299692085541;0.371230054659334;0.407507759164228;0.126662217367073;0.0820719724229156;0.249909321493244;0.0414386113065976;0.279621593536384
"greatest";0.164460699349499;0.173944177811965;0.286877143430581;0.057435815624268;0.195463445397761;0.159020899120067;0.410015512772058;0.0873057136534971;0.39573252948312
"happier";0.400995084114608;0.287988728696416;0.561742191631187;0.0336753026545524;0.054485352697143;-0.0640265035498437;0.0918617402740792;-0.0928682481310026;0.13123988466973
"happy";0.404298647563391;0.318671299603956;0.238491840290077;-0.16228361742446;0.298976684758432;0.522160912395502;0.0640709411014501;0.260726930866902;-0.0855150430467405
"honest";0.144053121960275;0.4886120194103;0.271307109404741;0.21802464987403;0.424440334359268;0.258817685720986;0.0805723821575818;0.0691572628067672;0.31293163803227
"humble";0.414582671943646;0.457748409446673;0.257562525909014;0.225594669240173;-0.0279843902550599;0.43074734386091;0.295044655046141;0.0805298955692047;0.00296025320440724
"legal";0.155755059351639;0.156266834533566;0.571849297633396;0.192332172671932;0.152312899530012;0.323131316101589;0.0331684934530323;0.117183062133717;-0.0271609155303131
"mighty";0.55762880297737;0.114595052733831;0.125394080287096;0.045734587370036;0.138409317848343;0.0763891151381144;0.0924575128913233;0.0261915775248354;0.18999426267699
"moral";0.475105754837513;0.287683259627326;0.310516453137315;0.220079123988886;0.338929791061868;-0.0588459090760231;0.23599400948325;0.116235134279699;-0.0807277381399881
"mysterious";0.0599781893459607;0.419909746207813;0.511814251531191;0.353539257010893;0.115754168065862;0.0888550788813476;0.0459986570234352;0.203539994657523;0.0337728243808471
"natural";0.0795767182648037;0.288461897163869;0.355990353871019;0.374432910833732;0.450328472694359;0.364184744146552;0.332383370994511;0.109233593833298;0.0466292974080893
"original";0.395754357457284;0.292577048427802;0.435084813671033;0.288360669303173;0.271910298199133;0.171985837958472;0.211690803170823;0.208866478727178;0.199449321770219
"peaceful";0.620702946963959;0.363969765436565;0.0369857808173999;-0.057055600595485;-0.00690596096041507;0.256197430664217;0.142148621983287;-0.0829157474887755;0.05005548558379
"pleasant";0.455272343040275;0.420479947254787;0.24202606695926;0.447284764025359;0.116545547421811;0.173087437948956;-0.0288068175823096;0.11766625223716;-0.0441646870956175
"popular";-0.00952818762120017;0.339543688027752;0.137379836299338;0.159170281772595;0.184296262304648;-0.0326439878707842;0.0397833808742471;0.785403363027465;0.093247278793178
"professional";-0.0288014988768553;-0.101790308605377;0.359544448914974;0.0902865360084591;0.189265200211796;0.111911283798882;0.0235908274097364;0.151097378051145;0.148899857856953
"prudent";0.0872877272702005;0.0192857808758716;0.261300007722437;-0.019861362057094;0.0220589318944546;0.484333885373683;0.023295176100842;0.15984751135209;0.145768886000434
"quiet";0.500477158690741;0.208787197543192;0.135377846828464;0.377829344240109;0.406762719456264;-0.203436623799535;0.222404529371959;-0.00973368052288112;0.404486815305652
"rich";0.405348146266698;0.386632713420885;0.176751795199539;0.159018633827524;0.196153705236126;0.0887512128713319;0.232718931458764;0.437950218506898;0.0797380854575299
"safe";0.0573188374436252;0.080891560453608;0.0743579052420299;0.237185168600059;0.142118736956453;0.658165904174654;0.0926176375227905;-0.168184402654623;0.158265923623946
"smart";0.184791805898365;0.135249300169098;0.120050373474104;0.694859154750668;0.223259865074234;0.080706348073032;0.162253556184115;0.217882403593584;0.22328805081165
"strong";0.191377053959489;0.697841334019678;0.0684679079383457;0.207397994203835;0.0675193151188078;0.187562516002213;0.358336496095363;0.16160914905314;0.171855979808096
"surprising";0.25500230669853;-0.0489745876484679;0.119218554156689;0.281965685200072;0.309479252048644;0.283852266395338;0.247762055197927;0.367951847835082;0.441907639354649
"thoughtful";0.40820265562291;0.724325734217217;0.118890215253007;0.0745838904197825;0.292922079515692;0.057045832282587;0.0401934573128801;0.149759475974868;0.0696993052449371
"uncertain";0.303165914630505;0.249657139812682;-0.0626147583518745;0.324095705410774;-0.0171521774749818;0.513779873294569;0.341029847426399;0.227465495582832;0.196517864542691
"weak";0.575383540002632;0.103750889904248;0.0909760109735989;0.120376434973241;0.229181171694815;0.214231497931902;0.285527703399362;0.230872252442538;0.248518254359862
"worth";0.34349103104025;0.535336697959957;0.00411213991949223;0.244482329882189;0.00243859759688984;0.0579720181285284;0.247550683460086;0.196497792792176;0.103134159046012
"welcome";0.214923683712757;0.141814976603319;0.162817294134916;0.612049975037945;0.195157734467746;0.117070464252434;0.119123716929994;0.0642375060141979;0.0878911612682332
