"MR1";"MR3";"MR2"
"afraid";0.306291442523621;0.582275547615566;0.445524668583542
"beautiful";0.625364688208045;0.608795436459347;0.201386913803669
"best";0.732006024756608;0.119089088728539;0.336596365811808
"calm";0.404760296139283;0.603478038013727;0.502719316068629
"cheerful";0.526142014828855;0.558136693313315;0.414879083775935
"comfortable";0.660942848046866;-0.00154654015788158;0.433290095732053
"cruel";0.496707178015951;0.302638455274151;0.55825366069183
"curious";0.549290910539155;0.366166759757277;0.158816229864529
"delicate";0.61810893822031;0.463531334875636;0.336135564193817
"delighted";0.72597650645445;0.46735845130446;0.136492312006171
"delightful";0.74456281752553;0.354101495568556;0.170978641966892
"different";0.658390301276327;0.43170804411006;0.425178674148282
"extraordinary";0.528262566845258;0.491021823572677;0.455430419758863
"fair";0.242071964343079;0.236833375381683;0.861397658908047
"familiar";0.538854810654699;0.361952360341143;0.577002117547254
"famous";0.298474723882165;0.210946620434379;0.47858555320153
"free";0.696327612996404;0.344863263848973;0.33551662275052
"friendly";0.766257997089974;0.41737271696243;0.302180904684291
"gentle";0.555674207397065;0.528167884407414;0.424721376625048
"happier";0.664727675362987;0.288708404650014;0.349092770876808
"happy";0.155511526418191;0.231570276737875;0.802122596826801
"honest";0.665319647459109;0.335841756079005;0.244529282383105
"married";0.491945987933328;0.568541977162273;0.220172092035921
"natural";0.572450413686091;0.608848015876869;0.290512873992454
"neat";-0.0326162066813025;0.643192922102591;0.403416371772339
"pleasant";0.658992844168996;0.381825153483588;0.3386277276291
"professional";0.410771938011506;0.715474012907217;0.0629126443185766
"proud";0.53970505369857;0.499685211078435;0.400060193036283
"quiet";0.773940627170601;0.286799819285818;0.288142114268976
"sacred";0.267312688951324;0.691794940729745;0.330506866223328
"strong";0.56119416635699;0.617101869044701;0.200688535454642
"thoughtful";0.526137203483432;0.40566991075944;0.491230047368933
"weak";0.4876117663894;0.210500480008745;0.412443380706855
"welcome";0.329643656125939;0.422644604259172;0.160833828082976
"worth";0.781006761301005;0.353527578984641;0.132622039290938
