"MR1";"MR2";"MR3"
"accustomed";0.436012576522956;0.363131934421068;0.312446987420651
"afraid";0.143001948733799;0.525293671813244;0.345118013224767
"beautiful";0.316725518925229;0.783930070102222;0.219998618421885
"best";0.266607769191558;0.0975151944266878;0.80308090589885
"brave";0.697206935039624;0.381956649921456;0.152345037020359
"careful";0.400566873331415;0.440020156763409;0.308236842158522
"cheerful";0.452943391834689;0.439081988799041;0.360873402019925
"comfortable";0.516441551375929;0.489177059581465;0.187212762026313
"cruel";0.404549044864131;0.676736677182494;0.301348213382731
"curious";0.307194220668622;0.474223100375031;0.0137214099086768
"dangerous";0.419680515449975;0.565057364667128;0.169796499520339
"different";0.638130559938377;0.443807700268205;0.205723922907361
"extraordinary";0.434706901972387;0.444300281513851;0.438851159474741
"extreme";0.534601241243527;0.414870153664799;0.0327084888368647
"fair";0.560241859180111;0.440500645465868;0.23892404405794
"familiar";0.525394384823244;0.397987580754583;0.264240638580102
"free";0.596863648834024;0.499871825754851;0.217034798874385
"friendly";0.677958683722363;0.107543961519155;0.395851552283936
"gentle";0.422243468318814;0.533096987227231;0.360539932634139
"greatest";0.568238573899023;0.334435864616984;0.366723057342268
"happy";0.587787646964696;0.484553795886211;0.252618781242847
"honest";0.360690430308717;0.584567245986904;0.289721467666792
"humble";0.572992779393659;0.450323159070061;0.349769416349455
"loose";0.388371230175308;0.501825336103222;0.372342862113076
"mighty";0.648930466099881;-0.0861500792442995;0.465905017490145
"moral";0.434743650882459;0.57046783049134;-0.103098091613151
"mysterious";0.382930366588049;0.605811646879847;0.357277252346338
"natural";0.539067670048151;0.456885548831813;-0.0621673698739245
"original";0.655585257259336;0.196604324200079;0.356521147202923
"pleasant";0.358649491147617;0.692935535641146;0.141367407415901
"protestant";0.662103293393029;0.31233789991142;0.221905169844173
"proud";0.446746763112437;0.58925171916259;0.00896216785472121
"quiet";0.732517236284096;0.152721528110771;0.281429744700827
"religious";0.426825863057101;0.123378836471224;0.320593044154383
"rich";0.227098233154929;0.574070833877469;0.364638926096962
"safe";0.452358045115246;0.591406204027865;0.50712219958542
"stable";0.716778043379968;0.320220654369629;0.404418770169851
"strong";0.00772266988640582;0.809273001200463;0.164117927995561
"surprising";0.260626423575257;0.124712287806165;0.838092255613184
"thoughtful";0.187888661360267;0.423539742825069;0.428684807403799
"weak";0.624087308328775;0.301824872282087;0.223036929232344
"wise";0.449180052548387;0.397794822259577;0.32226655714941
"worth";0.0562625303133038;0.805423308671289;0.0238883882958608
