"MR1";"MR2";"MR3"
"afraid";0.791607114867019;0.172210100759641;-0.065163954168689
"best";0.167498324220322;0.413336019727991;0.381324439427615
"calm";0.538391019757982;0.0475886813248746;0.566509372188769
"capable";0.559491817799064;0.206010212055854;0.0851373527149593
"charitable";0.116541060670832;0.8700564910619;-0.0677666870455898
"cheerful";-0.0939634762477356;0.0415940322401589;0.631990745433728
"comfortable";0.318487167271506;0.27186775689763;0.458489673930713
"different";0.554582587332179;0.209571486629943;0.160708658893746
"extraordinary";0.680841371838747;0.267363698383238;0.352984530041883
"fair";0.0578545836976309;0.595072004993803;0.117714832472386
"faithful";0.234483537248074;0.739769762404171;0.0679452653487545
"free";0.788164916440816;0.327412613912366;0.152493038984256
"greatest";0.257792292501581;0.248881374097578;-0.014815179133422
"happy";0.75553616936593;0.372191708889708;0.178277534534197
"honest";0.268286596178674;0.650501180435681;0.135227248401595
"pleasant";0.61999695636851;0.0578828721245014;0.585201719018985
"quiet";0.301471231743427;0.67983310304223;0.274066273433467
"religious";-0.0525802346227102;0.503403492054498;-0.295520991617173
"rich";0.296511047270351;0.559355612929623;0.364656392617059
"safe";0.056566282898494;0.043767070615764;0.677497044056635
"secure";0.417336076574644;0.174919620060852;0.631286028485886
"sincere";0.146593658693778;0.649079138203744;0.175631050040024
"strong";0.648464769077362;0.221452015835838;-0.04387773485948
"surprising";0.536922914886607;0.0876962680039638;0.383237324804265
"wise";0.496147942293065;-0.0961447237979088;0.126586592480035
"worth";0.190538229249151;0.732234244468135;0.106846264575617
