"MR1";"MR2";"MR3"
"afraid";0.250135311349702;0.197189291511888;0.652006132497549
"best";0.622936505812559;0.333283369680527;-0.0147612000046706
"capable";0.636319953368158;0.180017119529678;0.419103876382617
"careful";0.0896557273754809;0.708851631717867;0.228577001524516
"cheerful";0.438015690861279;0.683803348106795;0.323260969844081
"comfortable";0.418123562442052;0.420905548949655;0.504764651370071
"dangerous";0.639680167694848;0.198552766812514;0.613779037361712
"delighted";0.550712436195959;0.489406040568001;0.492565575076405
"determined";0.74165530320671;0.522072725165959;0.242993341954277
"different";0.226128484325434;0.149891531577548;0.668770167261272
"extraordinary";0.433206486148215;0.439361404414029;0.335005728315577
"fair";0.311603262429244;0.656030534080171;0.307762811608308
"gentle";0.588956112234907;0.34241426973356;0.155111094214472
"greatest";0.130637197120557;0.375151707709159;0.410820983868441
"happy";-0.00398135120576197;0.211954904125399;0.278715866566966
"interesting";0.444142236204055;0.520308861164354;0.486380297669413
"married";0.577330397814669;0.10706037590095;0.346257860857036
"natural";0.634574716772931;0.334446137321791;0.0490632506137021
"pleasant";0.522059985787648;0.418222738066318;0.520449208256298
"quiet";0.524834072905972;0.410478768360933;0.313119637615094
"rich";0.439059237419562;-0.0533245728435506;0.240588250855823
"safe";-0.1106872745877;0.532191173889699;0.473258479461121
"strong";0.420914044149874;0.334238472423038;0.467050623799284
"superior";0.298589807796349;0.799697728216013;0.186991342010554
"uncertain";0.523169074053779;0.0367803330914865;0.0655943410842172
"worth";0.492428368343843;0.691658055860598;0.137787175987566
