"MR1";"MR2"
"afraid";-0.122249039398561;0.438803304474585
"best";0.245747404864889;0.488103423345388
"curious";-0.349473454012514;0.673728989248537
"delighted";0.789176635389449;-0.0689019377447041
"determined";0.847846910441626;-0.226910208853418
"familiar";0.190720263896635;0.126020960266165
"famous";0.698745608632341;0.00506843009269979
"free";0.7307177463526;0.405579717128001
"gentle";0.229235821019402;0.420894356504083
"greatest";0.69432868947943;-0.0479233161251185
"holy";-0.220412165055214;-0.126154287009726
"honest";-0.109014314940699;0.470043500977242
"pleasant";0.791354242252681;-0.11183334047983
"quiet";0.180602748147798;0.206411384884462
"reasonable";0.58231251432064;0.0704457338192169
"rich";0.333821523433179;-0.277399715537324
"strong";0.159130628323725;0.431489539850158
"wise";0.663075689572411;-0.0962028389711922
"worth";-0.35814590062786;0.62801079731979
