"MR1";"MR2"
"accustomed";0.687695154924645;0.238834634980958
"afraid";0.69169907493977;0.493972575414065
"beautiful";0.680985050921113;0.370718653039358
"best";0.644156289843554;0.234564360687469
"careful";0.588548244294539;0.131955256604556
"cheerful";0.661529733848855;0.394000671000914
"comfortable";0.709700975715116;0.427690754910676
"curious";0.806651714654238;0.334477227873636
"delicate";0.39953841673225;0.690201103951381
"delighted";0.678320600308549;0.381168583103481
"delightful";0.413661932284019;0.535045383206931
"different";0.633779366952001;0.541661614171283
"extraordinary";0.750811014672167;0.368816019720743
"fair";0.513266102641683;0.316165683431039
"faithful";0.580389098408776;0.4318186222849
"familiar";0.385846768112165;0.434306600922153
"free";0.672619335724355;0.56077069784328
"friendly";0.144453100611487;0.743166653590196
"generous";0.308015118911385;0.374098299147878
"gentle";0.677383787495848;0.262604895282179
"greatest";0.700009793367363;0.433926422687459
"happy";0.257742299347202;0.735487652581451
"honest";0.572416285972783;0.589339172122627
"legal";0.32036584017503;0.401835155688016
"loose";0.205469059589576;0.467583644837086
"married";0.402205424245814;0.37039605965124
"mysterious";0.633379788656606;0.14847724319644
"natural";0.594513620996673;0.572279325715942
"neat";0.682929005889692;0.302230274104122
"pleasant";0.718051670267094;0.395051834690064
"powerful";0.157483075947983;0.662766575403109
"professional";0.60391429676628;0.26833073894071
"proud";0.725394800641812;0.342763391319615
"quiet";0.327679658730393;0.807317993075023
"rich";0.6091244849922;0.383310435326525
"safe";0.677325264296649;0.359686175541675
"strong";0.346621328154147;0.785737585678745
"superior";0.564605014816994;0.463754757827665
"weak";0.65555417491963;0.590594401971939
"welcome";0.372277689669374;0.309263680899062
"worth";0.472588530526899;0.561514341777729
