"MR1";"MR2"
"accustomed";0.46051378406089;0.241272941147188
"afraid";0.569194204196934;0.47983529614011
"beautiful";0.630917175879671;0.514317795970752
"best";0.38740096458299;0.472805080222084
"calm";0.64104110483767;0.378208646561806
"careful";0.493978986879734;0.3134477426535
"cheerful";0.59499531561414;0.481870273349101
"clever";0.119131921668251;0.57831273214578
"comfortable";0.608317734264173;0.300308670878976
"cruel";0.213391798997311;0.846938959584635
"curious";0.44013628961136;0.518301197760647
"delicate";0.487918571917302;0.553036079332284
"different";0.664203327521235;0.425337059068906
"expensive";0.563194356253496;0.211904844261786
"fair";0.611130473659518;0.400916777773517
"faithful";0.261318680070986;0.757862870977905
"familiar";0.461774005545484;0.582987243072205
"famous";0.319388947633506;0.0953637693046842
"free";0.465993199845953;0.562745001100831
"friendly";0.565517764285395;0.393992133846511
"generous";0.56042390516383;0.544584563968257
"gentle";0.580722772878923;0.356458420721735
"graceful";0.441429030342355;0.51733638541053
"greatest";0.640571539421993;0.444479271711622
"happy";0.68054348483451;0.456927030428553
"honest";0.809387599397818;0.217492459970216
"humble";0.470835968153624;0.523491958952256
"married";0.585711155171728;0.412872564386465
"modest";0.545116612331909;0.228381309718668
"moral";0.546117845173494;0.310036465610287
"mysterious";0.239541831802462;0.7070950960687
"natural";0.60821598612156;0.562826385762229
"neat";0.77904620629558;0.140577581635926
"official";0.487315064187184;0.329290562452694
"original";0.590707663014245;0.408239320722673
"pleasant";0.577509093311104;0.449499310732613
"polite";0.566457371168742;0.251550672047325
"professional";0.158575847796466;0.648248491397978
"proud";0.635396414964813;0.356643945697993
"quiet";0.460270853492855;0.628974700817648
"rich";0.651008298879018;0.400904064482636
"safe";0.424908594968206;0.626138588247736
"social";0.34984133659763;0.290464107698202
"strong";0.604882737491549;0.273652692592347
"superior";0.614796425246402;0.180557373500816
"uncertain";0.635016857830789;0.289518415007779
"weak";0.428091839766626;0.65076010393866
"wise";0.461339723970185;0.247395372528828
"worth";0.456774203474118;0.496381321255136
