"MR1";"MR2"
"accustomed";0.177820171565547;0.607883535907724
"beautiful";0.627427832957126;0.463881777595447
"best";0.383356446875801;0.108173908217073
"calm";0.731467970020287;0.0943808872761081
"capable";0.588660204509313;0.594235358800523
"cheerful";0.754974363112798;0.423024712206812
"delighted";0.178841401300621;0.622539734885367
"different";0.340719768124499;0.621719117813137
"extreme";0.263664572867474;0.692471734907984
"fair";0.29121007489966;0.571559616309706
"familiar";0.568081335028982;0.242305144069772
"free";0.626347946330557;0.305321304314412
"generous";0.384051465753969;0.532663504468799
"gentle";0.473195070689211;0.171293347008592
"greatest";0.628233657953147;0.143590668385407
"happy";-0.310233608352734;0.654372163694206
"interesting";0.351871432215498;0.0534701059664099
"mighty";0.74133397320905;0.267727248848084
"natural";0.410408494659547;0.512992278897437
"peaceful";0.363637401586135;0.229247907564464
"pleasant";0.203575563231858;0.781066541764275
"safe";0.524470500521465;0.110003697604422
"superior";0.40983371413008;0.70712455433296
