"MR1";"MR4";"MR5";"MR9";"MR2";"MR3";"MR7";"MR8";"MR6";"MR10"
"afraid";0.395785491273449;0.126606487019554;0.272007800669566;0.332953678796562;-0.221826101300415;0.199647739068624;0.567294417768632;0.140453634482085;0.273869518281114;0.285291195504811
"beautiful";0.189658145182222;0.20808578166775;0.219710547287217;0.331911686911047;0.333106467678744;0.503255942291979;0.431926457710589;0.319502811492727;0.0193365043260994;0.0791973377816264
"best";0.201602600177672;0.530630014137555;0.397786912235007;0.382932424416061;-0.287235383228883;0.244462490288524;0.0551120103579445;0.221443504694502;0.159791303952607;0.234845683118254
"cheerful";0.534306946369505;0.183176769122461;0.454420867426324;0.210586756511857;0.177309815303415;0.300788780332375;0.0855971315901963;0.179216472456261;-0.063701370449333;0.355395377589799
"clever";0.387728721675886;0.528597977685806;0.142868644650982;0.0551490880343693;0.258303426767557;0.279872319096277;0.158638183776255;0.279889121814894;0.145027430281437;0.460893705719069
"comfortable";0.647855308707695;0.160383519711117;0.118883850071809;0.0671403263364452;0.0926394868817046;0.263340703203023;0.388470928853525;0.372176562081917;0.176124646234239;-0.0309670005217028
"delighted";0.161052244815096;0.523622136787741;0.424046778175641;0.21597930617936;-0.0919683811525446;0.427901937785186;0.359231528921365;0.113372323724118;0.157917285378317;0.282053198568093
"delightful";0.228905318236259;0.400672355296964;0.358775864870707;0.359585884059416;0.106312688500576;0.572700846699826;0.295219422746812;0.0846261519758259;0.044526325840041;0.173933569102345
"determined";0.368301855068116;0.153573888024491;0.265818139370852;0.214265526475147;0.291386436728813;0.601313178875892;0.0566439440230948;0.151551327650229;0.287382117283593;0.116087986559094
"different";0.314646541151999;0.232948031789223;0.220265367904098;0.291866320111407;0.205083449296585;0.541493007960687;0.0651360968066355;0.154991906837507;0.326849996960758;0.151341370525907
"extraordinary";0.646893629933537;0.221452778390349;0.0882201159613326;0.182025044464251;0.171962778820863;0.175493143123232;0.294848215602521;-0.0627424149408429;0.0279999296418443;0.0911494149302577
"fair";0.497677066648647;0.265151505280716;0.0968656049720542;0.36306486069567;0.51566373818998;0.233361404796887;0.169615342393037;0.0280103670238462;-0.0495265614988713;-0.00343664763796145
"friendly";0.136892192149094;0.23900786407937;0.342802509528536;0.264330873621809;0.242588980389274;0.242126751230447;0.155939310643913;0.161520223205306;0.746943219168835;0.0289530579000881
"gentle";0.210605121316813;0.254993549912409;0.332345228649385;0.241436372486485;0.0812406535988793;0.217663060349616;0.169656931358511;0.774320087779066;0.141114900398473;0.10869309971662
"greatest";0.486419493822814;0.306823382662276;0.441936671727894;0.195188326452287;0.355094052662536;0.129923566326649;0.306472494231088;0.223590013651726;0.0266745280656664;0.0573116219893357
"happy";0.128822390890972;0.0916643685308567;0.00824738121201888;-0.0354831082034491;0.807799320387561;0.0542138680609779;-0.00452977342949033;0.045083573211508;0.133753029654691;-0.0181413205361418
"interesting";0.543304769084787;0.431509276574886;0.150183990425412;0.306612809499439;0.203019294539512;0.269537532844383;0.192238191327929;0.229262747253062;0.176288202451198;0.0868960139979188
"married";0.3865219953525;0.138986152573419;0.127002658124009;0.594691639413097;0.382654380821412;0.0824182496396537;0.293194027116258;0.235867767574629;0.185778702508054;0.125222546532098
"natural";0.166908179811983;0.324068984670985;0.195888417309121;0.650163086302999;-0.0396467545327276;0.318698495635134;0.138279808980827;0.0865468256767183;0.104423106581652;-0.00426032537661956
"pleasant";0.328395691494329;-0.0188795678942273;0.331902564309068;0.484587229490057;0.0764308185662279;0.22520328777969;0.498731114704164;0.114990426783844;0.242711591531854;0.112186039397081
"pleasing";0.292329520351467;0.228566673887217;0.100148529565489;0.497706724654035;0.0902730716554564;0.199193437905256;0.261545251417277;0.302687317790362;0.235011695173104;0.307649750980305
"quiet";0.715319919627338;0.324728939938326;0.329734964880985;0.258782108957924;0.0876482979491736;0.087080809050285;0.00202206649302921;0.221438634460809;0.181964238619317;0.168603142903071
"reasonable";0.444579012142827;0.613971392546108;-0.0146626862080328;0.100784283631485;0.115384501920247;0.316041394558796;0.178545286853821;0.174071515222156;0.0592760696389616;-0.00672064632578271
"rich";0.0812340860701033;0.131407145957567;0.159370288099802;0.157899884566035;0.659263634123105;0.218106063758132;0.203726722289824;0.0415234415883143;0.00363349496379312;0.515386977530391
"safe";0.105243588832677;0.143299243065246;0.783841990144209;0.13845650118914;0.0776863624975066;0.277638610295055;0.147050244714982;0.113588948347698;0.215568876695936;0.0586893850469857
"strong";0.316021945197344;0.403745143239576;0.150449669144369;0.191657407527259;0.320555839181578;0.0593269627697437;0.679253645225541;0.16648285386673;0.0156849085400526;0.0392422143375436
"superior";0.453450541551161;0.169381683128318;0.599096241764707;0.138511619692725;0.0845303236957413;-0.020782068525874;0.169717538079366;0.429601514329827;0.122652560530474;0.0446742481741284
"unpleasant";0.182768318654707;0.751901067512735;0.161888529494217;0.155016006902237;0.239872441095128;0.0484583112320138;0.0946127603436458;0.0730050578815788;0.0970985170814268;0.0560876517418466
"worth";0.431526543712997;0.4496908167734;0.334406623878306;0.374706088743862;0.279979385063195;0.118582299681722;0.137388795693312;0.16942552939555;0.210174152690034;0.000698037534243825
