"MR1";"MR2";"MR4";"MR7";"MR3";"MR6";"MR9";"MR5";"MR8"
"accustomed";0.458355724783144;0.196838298345649;0.0477688069085329;0.196767855903437;0.0590289109430119;0.291836127495486;0.530710534136966;0.0511022227185223;0.0446297153170184
"afraid";0.0210290084111807;0.437620152726675;0.29932580026789;0.0202156721135698;0.492124140069584;0.225177821321764;0.046290837106068;0.152047186496593;-0.0204659315540209
"beautiful";0.209199758348356;0.638041966022221;0.461180865368553;0.124448806439922;0.219959651358887;0.111833298823497;0.115747735801731;0.333297847632363;0.0114621633559147
"best";0.200426834794008;0.064322703837141;0.0542681088235448;0.199281675391648;0.897615718633098;0.00707250129908851;0.212957688689267;0.120331787351729;0.0524075839317041
"brave";0.647852175764145;0.229691483670037;0.227741019884243;0.251956615385858;0.0465389239077262;0.273560327528808;0.11723599327678;0.0960214825003636;0.141078240428218
"careful";0.17854995891971;0.347882312048504;0.492557504506286;0.282593424189645;0.31337552853765;0.131771598849321;0.0351619397129583;-0.00478187432857015;0.114284308101824
"cheerful";0.340065078292948;0.282529351374874;0.136509588176191;0.194153056001958;0.482728049824042;0.385418464716772;-0.00505329923299328;0.247880057315823;0.0376056380451798
"comfortable";0.336969325320451;0.281653018054775;0.145183950402409;0.414053924156757;0.138735384149095;0.345844923543483;0.0775440820770525;0.328278937201255;0.0675871857444946
"cruel";0.255070836346812;0.554194659483574;0.246409531909055;0.41278042392856;0.217462628097662;0.293683943777927;0.077917123462866;0.148321080108442;0.113233210240525
"curious";0.175881985512995;0.241337941238255;0.123515902790235;0.139800130805881;0.0815779664285082;0.177004135166225;0.0267394015985468;0.724375397811069;0.00895265434057135
"dangerous";0.475958545509077;0.493131017365619;0.217267766041159;0.230039682976916;0.00147318212837002;0.05940359390961;0.117447348387591;0.170788945300834;-0.244174209456821
"different";0.590563880656467;0.343382371941676;0.194156140472041;0.40406626255714;0.0326992844224029;0.31176507396515;0.0694933910571016;-0.0617096834578224;0.0343939027003828
"extraordinary";0.280247467738;0.31060692928296;0.434483602925765;0.252791265588784;0.264644516653105;0.196308532645349;0.443089179520563;-0.115024586631245;0.134821147825867
"extreme";0.287537773819549;0.279177810407628;0.485334269762619;0.292106807836271;0.0588848637099903;0.282143054937222;-0.118574761123187;-0.0190565694775266;0.179180632366823
"fair";0.681886033269018;0.371104383155395;0.290382495175354;0.0286889045787328;0.139807647471749;-0.0382084597150001;0.123629284527491;0.203423913791392;0.136881005136823
