"MR1";"MR2"
"afraid";0.450614253869213;0.630134313988077
"beautiful";0.77694151925814;0.398737075476051
"best";0.683020840125842;0.302801299556384
"calm";0.54559944996821;0.682145117641924
"cheerful";0.65086743043002;0.573651494542052
"comfortable";0.563508679129761;0.340860839033756
"cruel";0.517020223795398;0.595101589793902
"curious";0.627887070448014;0.257444212383609
"delicate";0.71115860066968;0.453022831263246
"delighted";0.832328362649926;0.264673883077529
"delightful";0.806937734553278;0.243730812478313
"different";0.729501647407;0.51511054306447
"extraordinary";0.625959930564296;0.58011996247237
"fair";0.243487244607443;0.83603757277612
"familiar";0.573701639087875;0.637595113557258
"famous";0.30776187065346;0.499455588123211
"free";0.738791595817776;0.397194039776115
"friendly";0.836982267589473;0.38841547639715
"gentle";0.665547126767628;0.569114250594073
"happier";0.688008282299348;0.386900571780407
"happy";0.16055342665526;0.798124060806918
"honest";0.716751333792877;0.312281999078369
"married";0.637853516209133;0.407501994644536
"natural";0.720682931738571;0.482271566777947
"neat";0.180385327568003;0.614816279318022
"pleasant";0.717650591133199;0.418808484805083
"professional";0.621446703302679;0.339397725774483
"proud";0.642091571630334;0.536713929930839
"quiet";0.796381540321369;0.319671884012308
"sacred";0.468973216964845;0.565903570843514
"strong";0.72111139678561;0.405160393730966
"thoughtful";0.588322411348787;0.577631652195659
"weak";0.491712264070942;0.420916085810916
"welcome";0.441384491870747;0.303282715834187
"worth";0.845576199401463;0.204330078896256
