"MR1";"MR2"
"afraid";0.834566206626623;0.264974398930081
"beautiful";0.447993489176807;0.482048636650373
"best";0.578606812740133;0.462041395120599
"calm";0.215490495908173;0.532314342249272
"capable";0.469547282810993;0.394578998459445
"cheerful";0.331760824497481;0.60701689917537
"comfortable";0.694793650959769;0.306391237804245
"delicate";0.437969136029863;0.657841837011517
"delighted";0.490612724454492;0.589592633934234
"delightful";0.639565371928777;0.39347760958348
"determined";0.396818799957278;0.806213506640625
"different";0.321301099658462;0.762609338701822
"extraordinary";0.519233870294983;0.529095003253798
"fair";0.123773444085821;0.537764708615132
"greatest";0.545076554617027;0.576058451023876
"happy";0.284587221614399;-0.270653453425559
"interesting";0.277511994174959;0.310675787330577
"married";0.596359068297481;0.503536393015221
"natural";0.40233154911991;0.701389052781393
"pleasant";0.529284597052452;0.417466866176283
"quiet";0.571098241907431;0.150824859194048
"reasonable";0.442142858422319;0.523357204765378
"rich";0.14540572398375;0.700065637281023
"safe";0.47896368789576;0.256311009232867
"selfish";0.710859436240684;0.60535081768805
"sincere";0.702366604035122;0.442702227939058
"smart";0.523570644427518;0.451938572600348
"strong";0.807836255599524;0.149587312769656
"uncertain";0.606412701661395;0.582304983646784
"welcome";0.431189620248928;0.300024785866034
"worth";0.61518797586995;0.300419242533209
