"MR1";"MR2";"MR3"
"afraid";-0.276012701839389;0.171747653785301;0.590938319306087
"best";0.22055325063123;0.637434876683608;0.00213080543764644
"curious";-0.429849128335041;0.616660153611324;0.123941575961841
"delighted";0.799498732167438;0.0532481325031371;0.0413923349406986
"determined";0.879625350944042;-0.0879167617646663;-0.0111045518245403
"familiar";0.121038790106878;-0.0237423385425241;0.335513038501327
"famous";0.665733718458449;0.0065182899501518;0.221394908590888
"free";0.654992368296667;0.422508300281778;0.267873936294468
"gentle";0.0985901040688845;0.213701038434822;0.574670216367987
"greatest";0.695668133101881;0.0401071060304427;0.0595576531054727
"holy";-0.239083591890088;-0.254245127856014;0.124252314650728
"honest";-0.1346030592812;0.581140501878347;-0.0705205257580699
"pleasant";0.81340697641182;0.0257710866947137;-0.000287961422231256
"quiet";0.0233826990294549;-0.177971991643917;0.905753774432197
"reasonable";0.510392369935608;-0.0873398611136139;0.490215936882449
"rich";0.366120353052914;-0.227604250740038;-0.0424715324668214
"strong";0.116661405702941;0.489405567071722;0.0762303469071497
"wise";0.665599698411996;-0.0230517695209433;0.0634287863034632
"worth";-0.433483378470445;0.562635124233446;0.128159317933697
