"MR2";"MR1";"MR7";"MR4";"MR3";"MR8";"MR5";"MR6"
"afraid";0.0254117389425262;0.862092090142336;0.202520066377505;0.296189919739554;-0.160746658313871;0.149081604571628;-0.0507527455395347;0.0593228093512725
"best";0.287536306125426;0.127049772354056;-0.120875352612744;0.711926653333218;0.0765103119388773;0.00572103884892429;0.0696330372988947;0.216448186711045
"calm";0.00928056623371326;0.482981008998513;0.17715241876067;0.617949477398683;0.293440069374408;-0.199962510568038;-0.0508887961081156;0.090809625461967
"capable";0.0664813479656406;0.483755002997712;0.182226724066664;0.168279118801523;-0.019270128568015;0.0501063476562145;0.206570207905703;0.520626515085274
"charitable";0.831079881605233;0.203086208069828;-0.0883155349912103;0.00811973185160676;0.0197948764340031;0.319226256054699;0.123425381237816;0.0938922333223748
"cheerful";0.0442179439663922;0.00563661679718576;-0.067087274950181;0.202817177862273;0.708281003783899;-0.0467815768828862;-0.0773642361697384;-0.0702555869785269
"comfortable";0.131197447029001;0.179367471483723;0.194193499164841;0.621604412135863;0.176300366061582;0.0297831486616879;0.0887239029032776;0.0432354131724229
"different";0.183062574247691;0.194105552171189;0.751587351204285;0.189138959400274;-0.0685710038643534;0.0696654603964099;-0.0640275138495797;0.162362522608336
"extraordinary";0.179528025324548;0.368154071951904;0.67699034893729;0.243099461669918;0.235805116396934;0.0946283108618131;0.23718812031504;0.0254333656876344
"fair";0.312394698341452;0.0538659422663442;-0.0529162498201572;0.308661454744083;0.0770240071623585;0.505303030294452;-0.0318792062568403;0.570244480077457
"faithful";0.494698066203129;0.228162468792981;0.215962867485287;0.103654406916106;0.21332369422101;0.626305787457785;0.110281458973952;-0.0176140909842413
"free";0.309509052163397;0.639320154125184;0.304902379073884;0.28075233075511;0.00734332516376631;-0.0636382647735445;0.25657208217388;0.144807900814171
"greatest";0.127975687082883;0.123681504796041;0.0621101196975202;0.0731154045489915;-0.0820310063625396;0.0374684498282576;0.769235041470656;0.0856729990278181
"happy";0.319709202654814;0.607535553975929;0.520906317964737;0.24837223793184;0.099737707364467;0.158395146082777;-0.0324718856310487;-0.0427516019594738
"honest";0.788668480925663;0.0908496458122275;0.224597824500901;0.313237479407416;-0.155527803743093;-0.0357042683584157;-0.0545153815870584;0.131051313108769
"pleasant";0.0700509819783403;0.362010567029663;0.376309946280538;0.386969803913811;0.319020721159085;-0.328223366796816;0.302224610143128;0.409753238653397
"quiet";0.724091794133785;0.246270656875888;0.142847369588806;0.0457706055594233;0.283051779938626;0.0852103536585498;0.165278447872216;0.316026693834988
"religious";0.237343176188576;0.00627326925266708;-0.0238119640871991;-0.0594874274914505;-0.132516433393161;0.595011853885438;0.042990281155962;0.0722445321119003
"rich";0.273787057031588;0.203725240351221;0.114243807754486;0.556036715056354;0.277133454758489;0.343002728237127;0.461908943710375;-0.0911648025568491
"safe";-0.0445767175721207;-0.183216827616363;0.394044785740603;0.140499491844203;0.76093741212644;0.0296627208734546;0.082076500647346;0.271289866932615
"secure";0.379490149623556;0.27270960381497;0.253173412394924;0.385795607789632;0.373595474834116;-0.41910702768108;0.0232738319740226;0.0442600290715779
"sincere";0.643638060004631;-0.0857885066750158;0.358907190628981;0.337899442859287;-0.0453895284905738;0.206287259359354;-0.0466527535667043;-0.0579059801677932
"strong";0.180813239840265;0.638620484896818;0.138325627869196;0.0348841632763288;-0.00241103507287839;0.0234433950346198;0.289725765441794;0.0994214740799459
"surprising";0.271125650914023;0.49508014886374;0.426136552737699;-0.00257670796460606;0.438714263608598;-0.182575144815733;-0.126809632978902;-0.161123988981577
"wise";0.00151882768756447;0.254135975176952;0.59269394088484;-0.172267693813345;0.141048181373657;-0.135566723265482;0.14593971494931;-0.0371404350280082
"worth";0.686122324449599;0.169264756407672;0.0643929338944315;0.150740856968785;0.112267962074192;0.234483983661207;0.306407708138096;-0.14044227623273
