"MR1";"MR3";"MR2"
"afraid";0.815235625567461;0.313861922877363;0.0670324485389877
"beautiful";0.507296595008148;0.237998763156418;0.428312687221752
"best";0.542922691097161;0.467777096349402;0.19318138127354
"calm";0.0733403573352107;0.70400624349046;0.12751891758564
"capable";0.394457368372449;0.502307908009893;0.0815325352293852
"cheerful";0.281058433794801;0.569931473227886;0.307178205123422
"comfortable";0.657172991120351;0.377467079071066;0.0642803415466938
"delicate";0.400093335248187;0.587871656658489;0.353184562062625
"delighted";0.413416386521305;0.654940187871022;0.199864907034795
"delightful";0.663025406997436;0.284812425093091;0.262938678060006
"determined";0.410670668254135;0.56001296506181;0.574129818709819
"different";0.319490478428256;0.564377690809583;0.509202781283119
"extraordinary";0.540142929973329;0.363088348557459;0.381694019790378
"fair";0.178070441737458;0.244207313100137;0.504849974280805
"greatest";0.472301454745807;0.630608643944157;0.208250962884998
"happy";0.200096287049834;0.0846351455340373;-0.462939882029447
"interesting";0.342560529708875;0.086931312086371;0.334258082598714
"married";0.612062154242888;0.372742552992205;0.332783184739684
"natural";0.387588240897581;0.564445467070618;0.425411985908978
"pleasant";0.546225326294811;0.297292572177045;0.290350293585187
"quiet";0.515867891532686;0.300159046232498;-0.071291138675178
"reasonable";0.361665414749764;0.597983421791143;0.17276036644991
"rich";0.141376538831928;0.510770091424315;0.473802071409414
"safe";0.45119010502314;0.29130620094489;0.0796317598510433
"selfish";0.687096151168107;0.542633679596231;0.321152372558789
"sincere";0.610445827244674;0.60788628233271;0.0482073065487904
"smart";0.651583648506632;0.0897053601266565;0.512209319845217
"strong";0.807239132224197;0.186216054134099;0.0274044410210862
"uncertain";0.665460249818684;0.336444524360609;0.465432143786501
"welcome";0.302673179148498;0.573718768383442;-0.102942104792567
"worth";0.591778094144792;0.317076415531234;0.119775123293654
