"MR8";"MR1";"MR2";"MR7";"MR4";"MR6";"MR3";"MR5"
"afraid";0.700166162526481;0.289116213824231;0.0781699307823761;0.128087314019522;-0.0257637523307134;0.28596563021659;-0.245811625475534;0.136415475798651
"beautiful";0.294137247100328;0.217058006974479;0.354187585776254;0.265426268758579;0.154784217252175;0.0148726483681837;0.123104052686445;0.412746467211397
"best";0.239914780688683;0.33986622761615;0.0483365734935278;0.335828405392712;0.653022048730078;0.0108907578193884;-0.00719642579424719;0.159079987665417
"capable";0.160626286320213;0.648164740447394;0.389268370487563;0.238170557695511;0.00436421507683464;-0.0543233460380659;0.142962846356501;0.165205619890516
"comfortable";0.427147225190874;0.603205887069476;0.0459990845578622;0.162994536325775;0.228771284446329;0.0494496247693296;-0.166428372761191;-0.00333296279015008
"delighted";0.150549298524441;0.282545615968193;0.375384662412941;0.629884357711481;0.180680195765993;0.0370810959211961;-0.110754054896809;0.0116649214828459
"delightful";0.210101200163392;0.610715929004568;0.0709168640568115;0.0111978216627516;0.20483784519431;0.120173224128478;0.153988459839304;0.167733110696299
"determined";0.15308347849481;0.1706802109294;0.222415176965697;0.126808135788146;0.0489027732824744;0.767982718303617;0.0412068805195514;0.104497974804357
"different";0.0189207727547499;0.048322403729462;-0.00390240344626622;0.0573897284787968;0.0701181289415105;0.0525703082628987;-0.083140692692603;0.76151030720934
"extraordinary";0.141064473253885;0.355687831160423;0.316715217966698;0.113451715042573;0.258721422717976;0.217625776026678;0.221308435512133;0.0472581670034741
"fair";0.438457701467822;0.440674204988883;-0.0607210959873827;0.47639854054993;0.364326248029813;0.203643038196932;-0.189042028302183;-0.0968798697872338
"friendly";0.00527615792193544;0.252067637971296;0.729895595932773;0.125605552606664;0.18461472580209;0.064160355960708;0.0195853193117488;-0.0332868091489393
"generous";0.482596543875733;0.505698327435157;0.231211014557395;0.278871409764109;0.284371328485452;0.371520572595419;-0.219282112895368;-0.0143861174455499
"greatest";0.469566618503151;0.245566985047904;0.628930677607866;0.157459315153183;0.00897244074364688;-0.00520636626965926;-0.00541389709717036;0.100547708953234
"happy";-0.0918256503789883;0.192382659741061;0.0541961877313503;0.0299815868483893;-0.0726320630775253;0.0752013762650507;0.977371115600785;-0.0765266820718242
"interesting";0.394603668384507;0.207711093770473;0.309264021341723;0.25742776641564;-0.0583518068940183;0.10457812828811;0.10012122958063;0.242591127127523
"married";0.571279187453346;0.300146714790985;0.290707608917146;0.164627257576569;0.373027820786405;-0.0310030510608546;0.162311566116092;0.170531829846077
"natural";0.405671083126046;0.537250407634867;0.240944688923676;0.0744363382136324;0.0627267735038634;0.245942796411462;0.0694874707753412;0.0903941807748814
"pleasant";0.0715420724109374;0.267049777384735;0.147265060101336;0.484800664295581;0.357460680862746;0.0244918171159959;0.242778141249814;0.0644553899331827
"pleasing";0.118231288515635;0.210337561970316;0.46225858194565;0.492724356676015;0.0916448098862988;0.0992589999656981;-0.047938255044812;0.0865461988272443
"proud";0.143233453847303;-0.0754797463205359;0.192761818887429;0.745431412878163;0.0308460079727348;0.0909461956087349;0.0356860453840609;0.112632205928932
"reasonable";0.232704158261251;0.136225918763339;0.242203987047148;0.061916771032216;0.647677311950375;0.0923955611156468;-0.212041387518932;0.0898453867477613
"rich";0.490319769810329;0.265125806099761;0.158925745106934;0.164402164653855;0.212844847738992;0.340922757212258;-0.434089400383645;0.411095121596908
"sincere";0.469930827230215;-0.0276343062188664;0.570781468701944;0.174542218018781;0.359654381617366;0.349419211402452;0.00896655306194164;-0.00777800229161334
"strong";0.679143801242533;0.290807657247352;0.0647824416801388;0.101892535523004;0.225518215414987;-0.135834790614991;-0.0337164777861159;-0.107782939260276
"superior";0.297249058632178;0.306790900311646;0.478743979327971;0.372235097228621;0.0846742139007263;0.182739734666787;-0.094227851495262;0.299361230955165
"unpleasant";0.103851740146667;0.369190818122791;0.30103963650481;-0.01532067230934;0.33923631219545;0.377766852276529;0.114946607871994;-0.0156021570138202
"welcome";0.395919459905066;0.626239958064514;0.189561236844717;0.132994568832141;0.420747949450857;0.258795654012194;0.175424492409594;-0.0321998159692322
"worth";-0.121411934625865;-0.08011179120172;0.696172300282242;0.303117449577201;0.0489135963647745;0.322599074200208;0.0436087615518592;0.0250303895337833
"weak";0.70894074395518;0.14527389580296;-0.0326644218065761;0.108635311699411;0.363899949969654;0.251166894815253;-0.00525604856436013;0.139827779010051
