"MR1";"MR2"
"afraid";0.560727701355243;0.564126100697788
"beautiful";0.514388603832706;0.531385898594656
"best";-0.308049349925146;0.826437040394204
"cheerful";0.438917053825042;0.298214698261616
"clean";0.500751580829059;0.0336287134313649
"comfortable";0.540287190243052;0.182676739427079
"curious";0.491579823014393;0.442097833678531
"delighted";0.560799701311181;0.442862620173117
"determined";0.697980477510447;-0.0325572237417107
"different";0.361379120758236;0.465581383886552
"extraordinary";0.254336833859792;0.371866713631187
"extreme";0.442476953650067;0.0392738707224586
"familiar";0.404561626508518;0.202497017350176
"free";0.430344808238878;0.407614333978574
"friendly";0.618425168128107;0.22079620791047
"gentle";-0.0343731474541006;0.585657431663093
"greatest";0.303816485278353;0.407125134365171
"happy";0.564573457644981;0.534285409188599
"honest";0.451545160737191;0.577222183372654
"humble";0.596656439070171;0.447949864793737
"married";0.367211275748386;0.371422765050454
"mysterious";0.0847611751433014;0.775526072131662
"natural";0.332058166772627;0.637379597053071
"neat";0.562760455873126;-0.0333367977265935
"pleasant";0.700751490806366;0.460121769052803
"polite";0.494760644716127;0.238986407004569
"proud";0.207452856632991;0.571733375416741
"quiet";0.532770616976677;0.457385216722539
"rich";0.219616916586577;0.57355208984671
"safe";0.653230970508223;0.471548716527146
"strong";0.609989843393884;0.523494946881221
"weak";0.56021276997407;0.412433105219042
"worth";0.424836908697025;0.339498313983212
