"MR1";"MR2";"MR3"
"afraid";0.640312878217401;0.452716090386018;0.234307708060592
"beautiful";0.461129830264545;0.336860540164975;0.490394977124511
"best";0.609516878120481;-0.569327269018914;0.474698187019737
"cheerful";0.168482049823779;0.283331833055186;0.524058569330898
"clean";0.00019584219221336;0.426515358669585;0.31942900158936
"comfortable";0.237204741755996;0.479713227834124;0.19841529940352
"curious";0.525016581183816;0.411892595818994;0.166687601649489
"delighted";0.410055837036191;0.412302760551226;0.423067302271942
"determined";0.138767337114883;0.724713055135022;0.00746546316921449
"different";0.519651208213368;0.277284125754887;0.159698709508368
"extraordinary";0.123647290641972;0.0284940037553244;0.70658687505834
"extreme";0.0728679486682011;0.404441052116523;0.164276235113611
"familiar";0.0685069388835891;0.267031847815542;0.496309969754155
"free";0.429228184143594;0.330323863762801;0.244939583070909
"friendly";0.240732737917655;0.523643551899448;0.31256586476169
"gentle";0.575691299512891;-0.129593285237357;0.107446409002289
"greatest";0.616236845037594;0.304749770146354;-0.149616592653657
"happy";0.647034794668772;0.477780862125769;0.167013655195555
"honest";0.581428527393885;0.313551496803024;0.319378698998952
"humble";0.491972464242674;0.483295789437827;0.292937330092349
"married";0.353155140160807;0.258702557155312;0.28487595511081
"mysterious";0.73074928839614;-0.066346902256873;0.260992401685596
"natural";0.742426192854255;0.239839900770081;0.0974421384489133
"neat";0.0229938857455472;0.531787364148125;0.171305577695184
"pleasant";0.4840886079479;0.565135152329991;0.383249846223041
"polite";0.257814389188542;0.410731839283173;0.255155152939396
"proud";0.461749397168663;0.0360133719764354;0.420116223999799
"quiet";0.478158416013147;0.413610267033161;0.306016907873857
"rich";0.556224665609501;0.0962733224874552;0.244003393368159
"safe";0.524930341101767;0.535572331774295;0.307033291546033
"strong";0.431584405640059;0.414462604170075;0.580107300910308
"weak";0.263174857824148;0.363762740148413;0.649604297304568
"worth";0.261731639446259;0.284891267568507;0.42517947255933
