"MR1";"MR2";"MR3";"MR4"
"accustomed";-0.16930788367177;0.536604738725477;0.411788366679157;0.354342032566995
"beautiful";0.610928665660017;0.317780407801801;0.286250793863005;0.323389053250942
"best";0.394010833660688;0.118676267383058;0.162831756320136;0.00468850689484914
"calm";0.311893723970989;0.0301958854081001;0.715023038583306;0.113298650926687
"capable";0.311849013520775;0.470705709919661;0.531175835569678;0.347717481032477
"cheerful";0.531517014145105;0.343568189613117;0.535288351809557;0.233162338223755
"delighted";0.296960611446019;0.254052594776724;-0.106741866745201;0.766717119786113
"different";0.28149919479549;0.236994246990133;0.164284458340508;0.740691601537137
"extreme";0.247738924164576;0.786962274155092;0.175295191684062;0.124893394922031
"fair";0.534177260560173;0.597117853461574;-0.0727205124449134;0.160760146401364
"familiar";0.224060331131537;0.148277514869288;0.582793126676125;0.193105963469803
"free";0.430973360392035;0.383841813498277;0.514079247585819;-0.0347238715208334
"generous";-0.0130538473191783;0.2118508400658;0.50510562786605;0.673657968020251
"gentle";0.585837231787153;0.105112559227025;0.109446086638128;0.108784655424971
"greatest";0.879314958841142;-0.133063740281162;0.098278304296803;0.312618562044656
"happy";-0.078974688529235;0.524697170054857;-0.307230421879854;0.341808834866058
"interesting";-0.0270758108623521;0.0624232546453477;0.544196138596387;-0.00237503933502538
"mighty";0.540378697356989;0.165700287757466;0.497331789629169;0.208867263773365
"natural";0.36145695097555;0.564550242873566;0.271953685760464;0.0823789222379846
"peaceful";0.25951223734199;0.0468579578863854;0.245162748984764;0.300561070143398
"pleasant";0.0332558843243283;0.762995147186877;0.282304922566934;0.304685511704332
"safe";0.274334138835227;0.0616012272068399;0.457885897930165;0.098245133890796
"superior";0.281523361655069;0.453776277454508;0.301606652907863;0.545982560209452
