"MR1";"MR3";"MR2"
"accustomed";0.0513606952067346;0.120406054611952;0.853843541264352
"afraid";0.274851652163282;0.662186394172319;-0.204398777607073
"appropriate";0.0637517944708998;-0.15778826065505;0.723566716485128
"beautiful";0.57159844419725;-0.122265117241568;0.230844395257292
"best";0.425843834982556;0.118661226276528;0.0804535492642094
"cheerful";0.38179314244659;0.0932453958042296;0.25422740215923
"clean";0.290154586324756;0.077575959775921;0.00129416322379782
"comfortable";0.249547666148452;0.662005075224792;0.138798841026863
"compassionate";0.086641344340856;-0.0857587293665504;0.578280890870383
"curious";0.630961328638556;-0.0236459994522515;0.326819053218969
"dangerous";0.499380277746881;-0.260082460881118;0.300161337507848
"delicate";0.314583780773174;-0.135707773738202;0.569837289014556
"different";0.531912849056694;0.38860692448855;-0.181773385483224
"extraordinary";0.347269073537732;0.185567449114598;-0.00439159534541621
"fair";0.0398373732187111;0.414380414656806;-0.0830082920571934
"faithful";0.674476659596126;0.315303651754244;0.0117628708699165
"familiar";0.388914823150831;0.0188749510604014;0.156062889321061
"free";0.67178062492063;0.050386837711682;0.0299334814661641
"gentle";0.686779000147467;0.152740962840412;-0.14776456501544
"graceful";0.432860189078786;-0.1168589113549;0.235569474441601
"greatest";0.593436088123349;0.426448478511185;-0.0325738234916741
"happy";0.359981802905139;0.215637505771206;0.372926630799366
"holy";0.188447201869803;-0.0930315647464074;0.526687086736257
"honest";0.617166478758211;0.0452933648969696;0.0748789958048673
"humble";0.743731206736762;0.0555825587432392;-0.109750770858606
"independent";-0.0326885697907253;-0.0577926947380147;0.457801736005797
"interesting";0.498273377161979;0.163083540289205;0.202362481338195
"loose";0.436721030498872;0.238717374057574;0.452585079852853
"modest";0.161806811043309;0.719064604402236;-0.17001171168848
"moral";0.390394294393601;0.462333359584527;0.122933670568093
"mysterious";0.224776354201728;0.283878042916847;-0.226556164798688
"natural";0.583420202371641;0.158516668713408;0.00224965689749648
"pleasant";0.573129777187846;0.486144268171938;0.0571905986575273
"polite";0.0512152143821844;-0.0953777016646736;0.745956064885175
"popular";0.0785790897430054;0.243372822855312;0.707022129188212
"proud";0.747723384304481;0.094331461138657;-0.0683837156264082
"quiet";0.509116928093759;0.28938691365614;0.132849023512539
"respected";0.0905572636125335;0.503540542792406;-0.187938866026098
"rich";0.530702717659937;0.115498085860384;0.113793584330989
"safe";0.429109325727631;0.0502735657041589;0.237942913959546
"social";-0.0655206624378229;0.280549759470624;0.322938316958714
"strong";0.515615608991241;0.387066506161623;0.142224334019716
"surprising";-0.229615629044279;0.671642346675249;0.241039058780479
"thoughtful";0.102184648949239;0.517052859870836;0.160290539740093
"uncertain";0.35505913684564;0.398058696086856;0.0727200722470523
"united";0.199970158062201;0.331298258746035;0.19948790848272
"weak";0.413840957690253;0.417344488712764;-0.0814304773110549
"worth";-0.0312769139096583;0.49894058528464;-0.11178353147667
