"MR1";"MR2";"MR3";"MR4";"MR5"
"accustomed";-0.00310358795186167;0.846219436345841;0.116469059534066;0.0506441746922016;-0.0665153414051712
"afraid";0.748188712036479;-0.0374155495117403;0.247902532066492;0.0110696322744108;-0.054625114494338
"appropriate";-0.1967373393816;-0.0107389272646874;0.251256690187081;0.50023273026523;-0.0642812000535339
"beautiful";0.644931787338961;0.102944994869093;-0.0401689798881019;-0.0104184153240579;0.0749824372746456
"best";0.262911662062532;0.126603074395658;0.107120002062776;-0.0464084435338464;0.0137268678693641
"cheerful";0.699184170230377;0.0862415736912878;-0.176649564178033;0.167715712899528;-0.0874461627168753
"clean";0.107702005297887;0.10463113199958;-0.0380370132425312;0.614451884926447;-0.0356710280338034
"confident";-0.00787555249545181;-0.00821070377174271;-0.0136282151292909;0.202137506933305;0.699023029535408
"cruel";0.45816573750728;0.0734050847877714;0.180898523886546;-0.00224778403205385;0.118137805186518
"curious";0.37360970091005;0.421531035270385;0.0245249135921006;-0.0100347993121864;0.531692695268802
"dangerous";0.724546564118059;-0.0724397374282836;0.157710144049277;-0.0540830167823046;0.00270066501939839
"delicate";0.296883234709803;0.104278828200184;0.380466974646369;0.165238531183728;0.302091942787714
"delicious";0.0511085514896601;-0.138292081882883;0.412690403535187;0.126168419342569;-0.00234838509551934
"different";0.119500389380422;0.0347522492383746;0.0941099223897078;-0.160023442757961;0.287424357139154
"extraordinary";0.185844061243809;0.0915092474971823;0.211701110180559;-0.210055745582855;0.382232973013541
"extreme";0.374132294567067;0.516721993459644;0.411673007827609;-0.180571010419308;0.20450902171887
"fair";0.469713249278682;0.132495727609608;-0.196795265210689;0.279339262395628;0.103888588239137
"familiar";0.501734076591573;0.0650575171300557;0.167645722607468;0.221315448897769;-0.223496090351376
"free";0.182305979729103;0.150534430851458;-0.140049763764577;0.213737054936224;0.177434261482486
"friendly";0.38580588201949;0.156894544182783;0.00443714095116002;0.228742341053987;-0.0147498256667973
"generous";0.51719636579719;0.606226643748364;0.053943895896524;-0.176878210537782;0.0631518460521575
"gentle";0.435666973318333;0.651669197164379;-0.187454549321827;0.0526884751425697;-0.061611275208012
"genuine";0.0605582335305568;0.119661077596863;0.0163552355989941;0.622669809274884;0.146319690328282
"graceful";-0.204294712189318;0.138800178741853;0.238980716149012;0.39564411116037;0.00815601363987608
"happy";0.064071932236184;0.687561782357117;-0.0602000427022828;0.163590280849646;0.0170482769770603
"honest";0.150182086448686;-0.251623069518267;0.646088083748266;0.0416575644225177;-0.16172565192994
"liberal";0.0865821615728583;0.362010872807646;0.625814666111366;-0.0873792853833787;0.175173958988201
"loose";0.219994327211677;-0.199164892473569;0.67168421201343;0.0111466796473552;0.0515464362571195
"modest";0.00590116105193631;0.535962609817438;-0.0179992014657262;0.535794006266548;0.183280417939405
"moral";0.082555680846024;0.468547813860058;0.31880921156373;-0.302739842992434;0.268960273887623
"mysterious";0.249030109512687;0.215337959947369;0.105215528439573;0.306689491134965;-0.0203763516960796
"natural";0.0799106529734447;0.633978825876595;-0.116140318162868;0.114987546892349;0.117174904068545
"neat";-0.0505169081878143;-0.109482598469278;0.252659639466349;0.401075058350848;0.236092919252316
"official";0.135467630875481;0.55334951904574;-0.0691163751339768;0.0503655931555574;-0.0153284428344444
"original";0.0242023749668759;0.195543997055049;0.261752519414394;0.00535581042113972;0.196701151077982
"passionate";0.675473761280554;0.044341067458836;0.0119108666835395;-0.152158200635374;-0.00666763325972411
"pleasant";0.399744369114609;0.123754012563612;-0.0738599996274472;0.185217313380563;0.439837565511722
"polite";0.00196909997617436;0.347963740097098;0.531432016979967;0.0443237896616206;0.117834985670024
"popular";-0.0954113884268598;0.0441170459053597;0.0352563083881617;0.227242053687887;0.595312452149187
"powerful";0.6699695568041;0.15785486079147;-0.212348980099987;0.118035276276401;0.0874598227288339
"proud";0.110204510777763;0.572334939035299;-0.194087923660031;0.255949467420436;0.0409220403396185
"quiet";0.468132671873099;0.313405191086486;-0.0125558294201536;0.0591477419229201;-0.0148396279909941
"reasonable";0.152682608361758;0.0868274515506264;0.563821079596713;0.242745912719327;-0.0970717642137046
"respected";-0.0634379017252683;-0.0632487836614084;0.418795925587547;0.102523050735819;0.122016522140518
"responsible";-0.152960803443107;0.064428120928443;0.150098785737454;0.00755315093720799;0.360823754170539
"rich";0.0534387263965025;0.200079236996582;0.0328809670701708;0.376291171353056;0.263452555846515
"sacred";0.236855166042535;0.0461761147243981;0.20241718167253;-0.024594574066122;0.103532545175787
"safe";0.51866093720304;0.00636922532093772;0.42586205066961;0.14257387566834;-0.134122711146573
"smart";-0.0105756265131675;0.552382338797288;0.441811116844767;-0.20100809639636;0.242473380290949
"social";-0.0113025362233163;-0.0939117069298402;0.167024160693705;0.547900436826647;0.325016817467077
"strong";0.529751123098635;0.032784295194548;0.110382454053015;-0.154453917386357;0.194195187310025
"sympathetic";0.687124858807515;0.0317997785580009;0.232972234998052;-0.17726212946208;0.256842762518099
"weak";0.0388945768254529;-0.0126917570755934;-0.269393595447298;0.0976826799463834;0.469265883991138
"wise";0.109524056909958;0.673284625326288;0.124282819862691;0.274436615063623;0.100107450498391
"worth";0.453586044200591;0.365588734885586;0.17409662415585;-0.186602549732989;0.0786066833879352
"welcome";0.189424750509596;0.019161463982599;0.212014384469948;0.266645666612281;0.470192918788655
