"MR1";"MR3";"MR2"
"accustomed";0.428932405094284;0.607880641872805;0.284224662885531
"afraid";0.730327658827277;0.236439011723368;0.354419221581642
"beautiful";0.529265066736806;0.571402607624776;0.3084566741572
"best";0.652098595628876;0.231111963423256;0.371199889407053
"calm";0.667249306800899;0.172500157747752;0.255620793134271
"cheerful";0.640842201304517;0.427507921597774;0.0651243202660938
"clean";0.354452827316698;0.707924810121549;0.301283868429374
"comfortable";0.0735880828434047;-0.0148335176619348;0.792805886187475
"cruel";0.62635408142827;0.563096088274934;0.0416935977701963
"curious";0.627896749559084;0.185643390202805;0.508772465295929
"delicate";0.822535006980596;0.0566057799135958;0.174312783511944
"delighted";0.240929963853169;0.261514225475711;0.718153486473647
"different";0.598690782263798;0.372797974133088;0.396423407841799
"extraordinary";0.474408865971208;0.424368049018023;0.472856646692689
"fair";0.450520703767712;0.224457483842021;0.426423142757311
"faithful";0.478986918873579;0.32101056663258;0.437308794680922
"familiar";0.291104428471164;0.729215110245369;0.266285559053836
"free";0.619891022089785;0.513644390010608;0.252851020854388
"friendly";0.283699274676386;0.436976727496037;0.559120239836921
"generous";0.271711096199195;0.538067206434235;0.439614591523916
"gentle";0.801011243969924;0.264509100608543;0.277630407842338
"graceful";0.822903363310209;0.143139003126249;0.21269687945351
"greatest";0.218552849025937;0.526573330924493;0.310739872280203
"happy";0.563176644147752;0.529642489204015;0.0907114714593408
"honest";0.60217101331503;0.294827962446454;0.415351789330342
"humble";0.61649164982286;0.470126265762442;0.244657482851758
"loose";0.200017516032915;0.260784080291927;0.530477524386126
"married";0.676506504505386;0.281570882718835;0.41483766015332
"mighty";0.651356981619486;0.302183596614979;0.110439270001608
"modest";0.655172454317558;0.270286820193281;0.228106401369361
"moral";0.0420419998761997;0.605100482780414;0.235551534948069
"mysterious";0.520744312432096;0.185748561650777;0.0288489671577145
"natural";0.602513073138282;0.407506021940328;0.358118926555057
"original";0.162125296298792;0.496490567952758;0.0834327908252557
"pleasant";0.690947142986962;0.153006503119326;0.45493069145193
"powerful";0.302031071088011;0.527390056120418;0.115139235697598
"proud";0.626283902470746;0.251700550352449;0.25982909388881
"quiet";0.609736415724781;0.339860853337913;0.391451697139644
"rich";0.694997937266715;0.380810617053405;0.262333129439898
"sacred";0.627627014981157;0.217053627867123;0.170629345382542
"safe";0.562551985186594;0.213958941306812;0.285929558502415
"social";0.177715981660084;0.316231329794771;0.45846702885032
"strong";0.619765700317402;0.341202445963284;0.311156011073203
"superior";0.235698963635834;0.191529502634556;0.569552022633284
"thoughtful";0.741557659542711;0.387915040214519;0.215621212699381
"weak";0.676061088105528;0.305666645071204;0.171285402456208
"worth";0.311906301549684;0.445438119759738;0.559482963332716
