"MR2";"MR1";"MR3"
"accustomed";0.463893227728838;0.247537060071482;0.403077071610364
"afraid";0.629938419800237;0.557600647281004;0.22014566745171
"beautiful";0.39186091447033;0.545075820946014;0.463762098384252
"best";0.442816227698207;0.282672353895934;0.184323041685696
"careful";0.181533738020927;0.475003993020714;0.23260779034025
"cheerful";0.421908065736599;0.685050712404506;0.327289402068187
"comfortable";0.576095045185978;0.528531712213252;0.0323071598446899
"cruel";0.454458817674819;0.293221642116538;0.269975773045201
"curious";0.552137393416985;0.39391443970268;0.312801737415926
"delicate";0.344955482579438;0.486636572852609;0.521798545065119
"delighted";0.196424362476444;0.558930561518317;0.548051809454134
"different";0.573083686134836;0.338983655947383;0.400671192649916
"extraordinary";0.591914639295211;0.35241019578672;0.597351676471286
"extreme";0.51109732715304;0.194285249318673;0.582602194381997
"fair";0.485716442033792;0.530584491373122;0.381268178437251
"familiar";0.661611560545242;0.0795972046592259;0.283930336061578
"free";0.622551476833019;0.227206647150525;0.483087624327441
"friendly";0.161089153344383;0.195820927847191;0.621775495894342
"gentle";0.563316189367815;0.384847646441099;0.475759503494878
"happy";0.39995875052652;0.346108937564827;0.565395768779433
"honest";0.543437238741199;0.288509851186114;0.505908139459775
"humble";0.473222954757504;0.432845090931706;0.270289450742467
"independent";0.617310946917723;0.0550577368515244;0.169767979608629
"interesting";0.528921999365222;0.347728783705193;0.0685939862884046
"married";0.324615500148753;0.408933460499951;0.531881757425673
"mighty";0.480438600237413;0.271179429488899;0.440343153367875
"minded";0.686694524794861;0.214896928155479;0.133083796103426
"moral";0.626324153210466;0.357593208277339;0.376315514491045
"mysterious";0.31502607050474;0.636175928318658;0.403965720238497
"natural";0.576820576337336;0.391443264393816;0.284276354499672
"pleasant";0.271632071702866;0.200656617024326;0.798276443602853
"professional";0.218161955807333;0.528319527924814;0.347764000169323
"proud";0.434613439874958;0.672552068498494;0.227003561284146
"quiet";0.335901233211505;0.773354500368224;0.177239647065641
"rich";0.315746299717426;0.361077028933327;0.576794406125426
"safe";0.268756888943919;0.689681625975339;0.370224628532257
"strong";-0.0705708628618887;0.620857226616675;0.496652154888896
"thoughtful";0.504645303042423;0.514168502530078;0.375202046611333
"worth";0.25319100437694;0.450479422014724;0.695017264821201
