"MR1";"MR3";"MR2"
"afraid";0.480800961810276;0.508443179549942;0.330270816960127
"beautiful";0.675341976946903;0.371677884837157;0.353243215667827
"best";0.391312611516152;0.180448992179573;0.27220367819567
"careful";0.210986030700058;0.0638871436036791;0.680593811856667
"cheerful";0.766710499491824;0.270889032262667;-0.0920511829087126
"clean";0.473626980998055;0.110015057336098;0.453299444582031
"comfortable";0.365097891239635;0.529061891590293;0.448661160114617
"curious";0.500535421867629;-0.10576800423742;0.568232580948174
"delicate";0.422749035869097;0.562815887883155;0.0719552317558968
"delighted";0.0974267999178108;0.532714618206186;0.00859832063425301
"different";0.588315908446156;0.251148406850704;0.426134369453673
"extraordinary";0.347982814605853;0.573235493717698;0.344125464648611
"fair";0.67046056644031;0.191151040578479;0.160641399178047
"faithful";0.56407553398621;0.130396185188331;0.346116582248531
"familiar";0.163191320265586;0.546255494408771;0.229844012392802
"free";0.413854749536603;0.429267397378247;0.258072873988661
"friendly";0.207375761637174;0.302744142275985;0.311927537836657
"generous";0.617376456928014;0.310532474888066;0.250179891109444
"gentle";0.349233262835829;0.445485401718848;-0.0423520827454158
"greatest";0.135755004857543;0.123506165351691;0.801556420689097
"happy";0.522557561961672;0.376786030519036;0.345191869226455
"harmless";0.0378141382446189;0.517036558021804;0.158677608023284
"honest";0.47325727175503;0.304795159192767;0.38196125965273
"interesting";0.426575802776681;0.373795082615825;0.148598311814639
"legal";-0.070472294561277;0.00803409662695594;0.480910934047687
"loose";0.376418169924556;0.481830662101062;0.43356508733232
"married";0.590688806971887;0.58058524181744;0.0389826732541593
"modest";0.325306089427813;0.267878245353364;0.472609015195529
"moral";0.231438981529289;0.385537340756346;0.265618778228063
"mysterious";0.372207264595516;0.546036869349417;0.188241740535179
"natural";0.613580988129226;0.260899967724606;0.153638173340814
"original";0.658924383224152;0.295738584780865;0.258019929744194
"pleasant";0.700738326023758;0.282734995600597;0.256950188314051
"polite";0.0681161016171862;0.503101427694158;-0.0430994249912825
"powerful";0.377837906893167;0.107431185476186;0.447735155844273
"professional";0.494474237034312;0.194069757430753;0.00103836076648755
"proud";0.549171485793435;0.268644908057511;0.334670933311638
"quiet";0.653277232934744;0.293611890691444;0.296410471288164
"rich";0.682586233899588;0.275618056540981;0.158506658181174
"safe";0.461144256533943;0.476432008880248;0.293972440930091
"social";0.209881669106272;0.406771455444959;-0.0631959693030743
"special";0.37239973005107;0.372439107177314;0.473068661358737
"strong";0.666294082049589;0.227420011476798;0.270599662198843
"weak";0.28881161647705;0.534677351678814;0.281966047213693
"wise";0.490764003542107;0.124427077057919;0.416304543837981
"worth";0.567486170641034;0.339175686441276;0.31664803917129
