"MR1";"MR2"
"accustomed";0.374350792269193;0.255422728731775
"afraid";0.427522703404284;0.448070817899854
"beautiful";0.707601592403419;0.301834915255316
"best";0.380491786872371;0.262428891908248
"calm";0.740309247671606;0.27156030699473
"careful";0.174403201316011;0.637798166141318
"cheerful";0.707637709104836;0.406964583784237
"clean";0.748134998742539;-0.0502388741906106
"clever";0.423528394555164;0.414019652040513
"comfortable";0.654466738252433;0.0369907321899578
"curious";0.245709153661184;0.644005776624871
"delicate";0.495255210366505;0.303755758162756
"different";0.431890522628293;0.40979153210514
"extraordinary";0.443037098729574;0.448794972407101
"fair";0.2175894205561;0.324211378813722
"faithful";0.131349676537978;0.466780359292622
"familiar";0.36422348289573;0.364304462813021
"free";0.170827207895156;0.6633293349981
"gentle";0.690443816082598;0.293510938819275
"genuine";0.0283537633722645;0.339286904549026
"greatest";0.0810555349791297;0.653895166120553
"happy";0.552473360819648;0.308477969228114
"honest";0.229292180152048;0.66657207318087
"humble";0.304714033886278;0.00826933851607153
"mighty";0.507323881495986;0.340597540332397
"natural";0.382633330051531;0.492484158949496
"neat";0.797093110121668;-0.0782053090686283
"official";-0.0794127162163652;0.481007339680762
"peaceful";0.770073697378601;-0.00315496157977897
"pleasant";0.613959713609212;0.417350847581326
"powerful";0.0683368507739727;0.300650034648706
"professional";0.0799048171002182;0.633562702510099
"proud";0.414804578332114;0.294871099704373
"quiet";0.665914973808241;0.344221382217443
"rich";0.626675582794169;0.288574410806813
"safe";0.307997643376885;0.609355661386063
"smart";0.46666057077648;0.647156529543766
"special";0.422072682771846;0.179429435956893
"strong";0.609330791516559;0.4397915677353
"top";0.190381373308759;0.504787671665809
"weak";0.81882720871702;0.168207415182534
"wise";0.245472833586949;0.602646284456594
"worth";0.258299145912958;0.696933413441618
