"MR1";"MR2";"MR4";"MR7";"MR3";"MR5";"MR8";"MR6";"MR9"
"accustomed";0.317986946884525;0.526904295092238;0.284801082861162;0.40750522436718;0.253096795961852;0.0494866587095307;-0.0173864899821104;0.114563298172738;0.05937435551473
"afraid";0.515032421502679;0.290868217889101;0.486041175853172;0.20613057832941;-0.00501542678132831;0.15345413943754;0.199609085328421;0.14937633259475;0.344025938328891
"beautiful";0.284768033638602;0.477007381113671;0.366788150456195;0.257111233284953;0.296112197846586;0.144281396695235;0.305844407462272;0.202903144333583;-0.0931470620369244
"best";0.424402226818722;0.0586374930085902;0.325395405639927;0.171054626785017;0.338104816016679;0.230087391696076;0.589226051082388;0.0157173047331227;0.246009219605972
"calm";0.659401035404445;0.260403086016983;0.159467188161319;0.170075805313914;-0.01057494803374;0.115771326506208;0.185444390066409;0.140946281846258;-0.0245284410673415
"cheerful";0.472817134079961;0.266351787983397;0.175177374698295;0.306234197371179;0.328747775375006;-0.208589402193255;0.327327256373166;0.179962345248298;0.075091927826082
"clean";0.314811263771688;0.644849237842146;0.152491295917136;0.350755390182385;0.321484679454977;0.0827824391396268;-0.0114873130270367;0.164827380239261;-0.105951309241339
"comfortable";0.141262085891538;0.196928380000018;-0.0837392144332523;0.0748209527189091;-0.0513907120530153;0.859728401454185;0.0822350767430735;0.147897754465238;0.0640061366307364
"cruel";0.340613962276851;0.477977578197006;0.57820037254413;0.0588752438850375;0.203465322095503;-0.0767229268896493;0.259571271808122;0.164302202457169;-0.0857831255848496
"curious";0.470071383161106;0.143984923700166;0.281983120098348;0.319212995134735;0.154666341634276;0.419305974295764;0.33887743682683;0.122421658863962;-0.00910552272264079
"delicate";0.756166818726273;-0.0123819779631059;0.324938256788172;0.080175545175577;0.0903985275988714;0.115670429303195;0.149240595594647;0.184938915772536;0.228668781400717
"delighted";0.255370316223095;0.463505629756869;-0.0895693811674359;0.301901448442277;0.0538883430425314;0.469735530364411;0.246983205955033;0.100206878932301;0.0757215932073398
"different";0.246303167745029;0.379114486316754;0.568056145648924;0.329609906914238;0.0752589674997058;0.154447683965536;0.336813852483136;0.0685884163316078;0.263499876707531
"extraordinary";0.403338496981479;0.483280759619872;0.143614467674819;0.144779828638866;0.194721184379327;0.27937800254461;0.161953534715868;0.279884475423609;0.144362462948623
"fair";0.202597546360242;0.133811049843944;0.288338041577284;0.70737712538947;0.0842640797742345;0.216991082450708;0.123201881894012;0.104582582741578;0.0972888962989419
"faithful";0.510819170613578;0.513948413657221;0.081460789193429;0.115295904373565;0.0206844070705699;0.174853013426377;0.161256702568742;0.0762901050566121;0.269104457424054
"familiar";0.219489976907329;0.694434080037936;0.256278278415359;0.112607015228546;0.328616243414153;0.0391195223808004;0.15233067656302;-0.0243363097797853;0.0704060498734718
"free";0.532537872881542;0.382845783112447;0.237744551142811;0.161584828222437;0.354919439460239;0.178617645869548;0.234561977655361;0.238912029156578;-0.212183619499003
"friendly";0.136689689207299;0.394608296686629;0.130187879350407;0.423869605293412;0.279836490357936;0.314730505151135;0.259760548622771;0.0657481584181193;0.112815653056466
"generous";0.238713497774599;0.676820503097201;0.135360424295378;0.0995534133801336;0.13011081083894;0.249587261444501;0.0885675592569398;0.168332906734155;0.0171744482995775
"gentle";0.616070375205599;0.244074606678191;0.28783875296324;0.07225345069755;0.187572608194329;0.115002634396313;0.51271436865983;0.214685448916012;0.0752555647434471
"graceful";0.777170227045456;0.255483525562279;0.369026284051142;0.170444595347835;-0.130593777019755;0.0727186182360113;0.12776541186739;0.0941286725906138;0.0724502883791055
"greatest";0.445794646850428;0.406063703803046;-0.0201300608684654;-0.0544874617685498;0.535234713499139;0.245320415563657;0.0220893897028727;-0.24012881700685;0.175758180018394
"happy";0.618739006194242;0.236180129123193;0.431014511156367;0.11835815562378;0.45395035990057;0.130014586779874;-0.125385516014383;-0.0914268739057815;-0.0769830477071617
"honest";0.463311664594164;0.250701619793896;0.0747915945032682;0.344212067345529;0.247074491886498;0.195150412672409;0.46168914858499;0.192510668065368;-0.0230934611630527
"humble";0.353062144901176;0.330262211711866;0.50791600369601;0.236861613244926;0.26007023346497;0.139806081219483;0.302732523843224;0.0906678592998065;-0.0587704944453107
"loose";0.117819821020772;0.128059132693967;0.339890312253709;0.107180877397757;0.285698741616431;0.662070450368359;0.0297001815550092;-0.047851242244456;0.129191576982814
"married";0.378826827449386;0.148327804701441;0.26196939730882;0.395429028285381;0.272549792348674;0.231338744560964;0.284298408702293;0.503717507359733;0.154001975434798
"mighty";0.362512375610518;0.0641909557607793;0.575561309202248;0.199479244597353;0.264108368381311;0.0461650781554407;0.171034776437829;0.139564413303243;0.187156196675404
"modest";0.483401488033875;0.0561221738645818;0.477545308328133;0.226782570058709;0.263435175165713;0.22334353444561;0.223117000590113;0.00461508403230443;0.00658023272338951
"moral";0.0187597312568388;0.505462916668597;-0.000486845663761003;-0.0637836150977786;0.487626480611742;0.103645523663693;-0.00495083382236856;0.244192964524233;0.188350342105416
"mysterious";0.16164850691606;0.120515309823955;0.545595552510786;0.158726647213883;-0.0199025588509154;-0.0132458026077844;0.0529652472340318;0.434105272416749;-0.019305642904765
"natural";0.584129796410523;0.397590336652221;0.0401573378543449;0.49794060730187;0.188800137354388;0.046198672413513;0.0476750705042729;0.247302647709306;0.128818609890771
"original";0.0545036330911101;0.164788628653869;0.113668848449415;0.17630121394755;0.577674165362829;0.00922264377896439;0.168399405823749;0.0246220803675543;-0.00926393798666957
"pleasant";0.420019477918961;0.281719187641592;0.286174548438447;0.254132674130805;-0.0265822018076288;0.21231411443203;0.592145166146908;0.160462099440511;0.0923638318674348
"powerful";0.0913290237951253;0.219177170912111;0.461674587523244;0.101743683608035;0.470305915813848;0.131954133774838;-0.0138558694484904;0.145681827652472;0.0628607998955336
"proud";0.802062475198405;0.177595324456551;-0.0488202978632694;0.139070014428652;0.258321353971068;0.179263275410219;0.10267428931631;0.145928352557165;-0.0429567868400917
"quiet";0.33160441140719;0.283601454946433;0.310189662939815;0.53318984269254;0.160918633822413;0.0891834994119257;0.351980536188;0.12162238032412;0.167260840847843
"rich";0.441797318853403;0.385169960892236;0.438037985555079;0.389505878067335;0.0569645844733006;-0.0177653128366727;0.155384117578846;0.208161440469583;0.208829634903379
"sacred";0.417165639945321;0.337835175781564;0.301093989327361;-0.0290602182743126;-0.0316842551574709;-0.00245948747326941;0.271745296805451;0.390393221656869;0.156537519353178
"safe";0.395906135700939;0.317443419855165;0.150654285680705;0.0903895977676652;-0.000561416568895854;0.148682990444743;0.0721772387271008;0.687592163917407;0.0783657641051439
"social";0.0228680051034984;0.463378778716009;0.162802989208518;0.110261789131451;0.0468187843855419;0.233871651276792;0.153730837311617;0.174184832080575;0.316108407433343
"strong";0.533215064972323;0.443731288485574;0.285081462193692;0.232166746856663;0.00352564762855176;0.112626930857793;0.200517818140143;0.0762673189959037;0.00822902445325926
"superior";0.107239790687182;0.210698729792248;0.109515381955057;0.350161621995645;0.141134901687467;0.337362023899418;0.103415505500627;0.0902521550229177;0.527155126763616
"thoughtful";0.672534417899955;0.279198857628322;0.245281850994077;0.158838876763268;0.274376534696483;0.10373117313342;0.136005763469486;0.301340682787354;0.0231265839606922
"weak";0.459053043859852;0.0673209862337185;0.290058426017446;0.249375005593401;0.344910755356231;0.103124507387443;0.120066397513835;0.506098570755599;0.0255716166850559
"worth";0.206516210795343;0.499796791758328;0.284155048504215;0.383206808657406;0.10958911893792;0.380997899381199;0.116250836219575;-0.0363592290916188;0.0241196985167549
