"MR1";"MR2"
"afraid";0.738039121761478;0.121127635788463
"beautiful";0.388308655068827;0.503014236201059
"best";0.62395379997516;0.287056631813896
"capable";0.396033859128405;0.539985436681609
"comfortable";0.745101001266355;0.147944196918746
"delighted";0.377682956418313;0.595727651849934
"delightful";0.513473998424491;0.243890730075374
"determined";0.333372794400556;0.402857071019133
"different";0.178281822462923;0.105566925314231
"extraordinary";0.343877277996345;0.476658533910408
"fair";0.772867466409487;0.20906694490199
"friendly";0.149086088201347;0.692794011594862
"generous";0.819123124027362;0.379214030196907
"greatest";0.428326634295993;0.565082602105422
"happy";-0.161224466264037;0.277431218108796
"interesting";0.377188699874571;0.434399857705771
"married";0.655645200822288;0.388707622258751
"natural";0.593661575272047;0.357591367652565
"pleasant";0.310755362219607;0.464125826719147
"pleasing";0.263046566898274;0.644301226164165
"proud";0.168796560894455;0.474050008575269
"reasonable";0.525930304996613;0.236611889835543
"rich";0.742154642400152;0.223368752210675
"sincere";0.479365230444684;0.56143272729739
"strong";0.670163992661004;0.0662089755853384
"superior";0.474945336167124;0.62283609293317
"unpleasant";0.387010957302324;0.403535379141635
"welcome";0.730861607708862;0.405143518630455
"worth";-0.0873945739324412;0.761265726216932
"weak";0.778510898754135;0.0809098357673409
