"MR1";"MR3";"MR4";"MR5";"MR2";"MR7";"MR8";"MR6"
"afraid";0.486676201311711;0.0451187942774863;0.173140006820631;0.337274367488737;-0.0711248310415863;0.407507393464931;0.248926013365128;0.281758356529343
"beautiful";0.244764391373586;-0.0875988360877939;-0.0612432967256884;0.161945113201238;0.448052553347614;0.501635570062065;-0.00676998869120058;-0.022124062437197
"best";0.137810857442941;0.00427566143177337;0.310727035760642;0.0525350832552209;0.164963823473266;0.177841054481895;0.171542152148899;0.729748904226419
"capable";0.237039510424248;0.591653190186804;-0.0590150077483288;0.176833629294252;0.0164919992618498;0.314770522607359;0.331755695698614;0.0257576377784025
"cheerful";0.33176187724875;0.156800580924143;0.148512718696269;0.766204482154487;0.099320974361436;0.147603188071879;0.149203653112986;0.0261700804752203
"cruel";0.514152893853053;0.0504445581192057;0.048452454071276;0.393200610490939;0.15252930430299;-0.0644368674672212;0.356059478193741;0.00383322247715947
"delicate";0.530322423113126;0.273812410567244;-0.067370074940346;0.129881343818524;0.163075029959292;0.0213111971610224;0.213063497104796;0.385284435494987
"delighted";0.117754188775987;0.195965153884177;0.335353532983045;0.145207869439783;0.685203792120143;0.130302571787391;0.0246153248092596;0.109470812145985
"delightful";0.301662570604766;0.121805966612462;0.0463951459162684;0.646546804146294;0.386671578570589;0.188691208144193;-0.128254812894869;0.0463868639944762
"determined";0.234156897887317;0.711304484347127;0.102871430788755;-0.194687640770622;0.348931342273972;0.0119576576497548;0.0723310942114876;0.0586528517474387
"different";0.363676942969104;0.528299348376149;0.474014498435104;0.268617332492296;-0.126112514903592;0.113516833930344;0.00596200422268868;-0.0825241149985045
"extraordinary";0.0277218361220577;0.113064414881558;0.130235623785885;0.179871109249306;0.733560734413953;0.0469656631672366;-0.0692515137875862;0.154092793435871
"extreme";0.37032073660046;0.36491798933231;0.355182599579752;0.287755490509655;-0.0490327434576312;-0.337111897554262;0.342913577341366;-0.00116021882293678
"fair";0.380830832056736;0.2231526480681;0.223082723686441;0.117745931149281;0.0133156460415017;0.380484965085329;0.203456778126553;-0.461203619441726
"free";0.449832355818169;0.129253428114289;0.142336056437658;0.19056838735195;0.428483010347287;0.312387509600747;0.239559439629726;0.0401021058469963
"generous";0.513980180705599;0.335380948153793;0.0958776273310958;0.350175559495838;0.139910578546672;0.144195987736768;0.0346794568749681;-0.185997855213768
"gentle";0.705779897342287;0.281851280284605;0.0569950562926358;0.165413037741009;0.158495915493842;0.0562962635946439;-0.0168241078138185;0.24946883319659
"greatest";0.561735224655078;-0.0868461237893214;0.330880736252269;0.208142869423565;0.0728961491478319;0.398934559065414;0.267857885782066;0.137647449290685
"happy";0.256795797916609;0.695560307526333;0.121100350981508;0.378139122033875;0.179855969373014;-0.0668114126562975;0.0847463604343298;-0.143458222859628
"humble";0.783933584158902;0.145461057602568;0.0830266440317515;0.122358232647628;0.201587832999283;0.294216026789183;0.0683957665261769;-0.0767958853274373
"improper";0.252309145431711;0.518360576360641;0.31904109794716;0.450725780568004;0.264969696733351;-0.0155835304540695;0.0578300320533914;0.175597790978961
"modest";0.0559781700006659;0.130885905518337;0.189185889476753;0.0820948434587089;0.151671722178625;0.676224608656925;-0.0871972268342756;0.0724493915160199
"natural";0.71098451345946;0.217906126263982;0.144002676029979;0.0958340871046952;0.298199406203852;0.0474895080360609;0.08108243924889;0.0186668700302765
"polite";0.229902389149363;-0.115232125774761;0.636942896796398;-0.170453639359302;0.298123399470084;0.178076810342385;0.0108870512212489;0.211657857554804
"productive";0.0937813540128609;0.163939190388448;0.463242453075677;0.0914990775189009;0.174397653730467;0.0560086845713104;0.122431556176584;0.141938971307178
"proud";0.228243490033595;0.250888572868275;0.270938825174676;0.0444343286940023;0.00497902869685451;-0.0594229478400051;0.878589231159718;0.172580427402785
"quiet";0.118630357335439;0.1655829595307;0.434694450874341;0.436908245659317;0.285857690027076;0.202527090430273;0.0769662363488391;0.0243117396272451
"safe";0.759156112990626;0.257122264368362;0.435013053479373;0.265191210475756;-0.0861074665501864;-0.0741591345990371;0.00518188574841557;-0.0748948415349384
"smart";0.595449626562979;0.149917998698039;0.291470635663979;0.0596488625056056;-0.0225486660900803;0.0794832307050501;0.14430662012802;-0.0330430020760582
"strong";0.214906413642016;0.484299683580533;0.488528704110216;0.381582147217665;-0.047986512586942;0.240130096992824;0.195831261837557;0.0564939180271326
"superior";0.303174788880621;0.133632553270623;0.664189965964254;0.327024637464188;0.259030568155304;0.0232513632674232;0.219032567629197;-0.171847574592041
"weak";0.606003586494443;0.166686389512443;0.358768786927139;0.299723549954197;0.223246697035897;0.0806228008421575;0.235998355471481;0.0876047391176642
"worth";0.345390856445927;0.105734816920529;0.142254084098206;-0.0252684457985224;0.575343165330028;0.140220383190258;0.388109255174776;-0.272731715231726
