"MR1";"MR2";"MR3"
"afraid";0.792888569705942;0.210648901360818;0.210064924250384
"beautiful";0.489522485922823;0.334202963611752;0.41919574865145
"best";0.141439231930131;0.289667663660233;0.552061237192217
"compassionate";0.566542720947374;0.42229835622043;-0.0848779932665107
"cruel";0.0871332248526244;0.519651604990932;0.066191869776853
"curious";0.715840782116834;0.177568280507998;0.368724879140989
"dangerous";0.227658161913705;0.50012013237894;0.579776625909655
"delicate";0.225553918058647;-0.0474866419520006;0.799304176470433
"different";0.147209482087725;0.525195682789602;0.274290556658822
"extraordinary";0.511238945223494;0.341466304661057;0.157242655712896
"fair";0.591727567307565;-0.0450337545146284;0.339419835486421
"free";0.491124334475165;0.430959474520142;0.332359033338554
"gentle";0.482114360717497;0.528055616695558;0.0365117603575332
"greatest";0.345063073642869;0.448633838146278;0.300420903177737
"happy";0.308537254183134;0.558425871816489;0.168224545969748
"honest";0.23199797450127;0.130106719831252;0.666710536080364
"loose";0.683904698607851;0.554340609996796;-0.0499308238197288
"natural";0.663410102551902;0.173298725305961;0.313739445819088
"pleasant";0.639848360642325;0.0844144559356989;0.244169670399263
"polite";0.0742012013019927;0.626640636212212;0.0353892926964371
"popular";0.56854512048315;-0.122752702754592;0.203206104677048
"quiet";0.641943566711703;0.410028730494949;0.0805368067551911
"rich";0.0659243185017269;0.73033775638978;0.398362419899143
"sacred";-0.048708034970095;0.63683557599693;0.0274495187808947
"safe";0.633436290386993;0.0907995848766246;0.0807384051126709
"strong";0.189689345044211;0.0229590764707307;0.118703046889603
"weak";0.40675214987698;0.197758321715549;0.388947336297996
"worth";0.430103373921697;0.29989051673997;0.399804651349495
