"","Words","count.present","A Tale of Two Cities","Barnaby Rudge","Bleak House","David Copperfield","Dombey and Son","Great Expectations","Hard Times","Little Dorrit","Martin Chuzzlewit","Mystery of Edwin Drood","Nicholas Nickleby","Oliver Twist","Our Mutual Friend","Pickwick","The Old Curiosity Shop"
"60","tight",131,4,6,16,6,13,6,3,10,13,2,10,9,10,12,11
"61","lonely",130,6,10,8,10,25,7,2,5,6,2,6,13,10,11,9
"62","lively",127,2,5,6,13,15,6,0,13,22,3,8,5,10,17,2
"63","earnest",125,4,14,10,18,14,0,3,7,8,2,9,9,7,8,12
"64","merry",125,1,16,9,11,5,0,0,2,22,2,18,8,5,13,13
"65","sad",125,5,13,8,9,17,4,2,6,12,2,12,10,6,3,16
"66","rusty",119,5,7,16,13,5,6,1,10,7,4,9,3,12,9,12
"67","restless",117,9,12,12,10,8,4,2,5,12,4,9,3,8,12,7
"68","ugly",116,3,7,10,7,9,4,3,15,11,5,9,8,7,7,11
"69","fierce",115,10,12,3,7,12,10,1,5,8,1,5,10,8,19,4
"70","loving",115,7,5,15,26,18,1,5,14,4,2,4,1,11,0,2
"71","simple",111,4,5,12,12,13,4,3,7,24,0,7,5,5,3,7
"72","uncertain",111,5,11,4,8,9,4,4,13,5,4,7,3,6,13,15
"73","thankful",106,6,6,12,19,7,3,2,12,6,1,5,2,16,0,9
"74","calm",104,4,2,7,17,14,5,1,14,11,1,3,6,4,9,6
"75","indifferent",104,4,10,11,8,17,7,2,9,10,2,5,0,11,1,7
"76","jolly",99,0,3,3,1,1,17,0,1,18,4,5,5,17,14,10
"77","mild",99,0,11,6,11,16,2,3,7,21,3,3,1,5,0,10
"78","active",96,3,13,19,5,8,1,1,11,6,2,9,4,4,4,6
"79","bitter",96,4,9,5,8,11,6,1,4,11,4,14,7,4,3,5
"80","confidential",96,3,3,16,12,15,4,2,5,4,2,8,1,10,6,5
"81","generous",95,2,2,8,10,10,3,1,18,6,7,6,3,16,1,2
"82","genteel",94,1,4,7,14,12,1,1,13,8,3,16,2,4,2,6
"83","impatient",94,2,7,4,7,7,8,5,12,8,1,11,6,6,0,10
"84","hasty",93,1,10,11,8,5,1,2,5,11,2,14,6,3,8,6
"85","wise",93,4,14,6,11,4,2,2,10,5,4,4,4,9,11,3
"86","stern",92,3,9,8,11,12,3,3,9,3,2,7,3,9,8,2
"87","hopeless",91,6,4,9,5,11,5,5,7,8,2,12,3,5,6,3
"88","practical",91,2,4,13,11,5,1,13,20,7,0,2,2,4,2,5
"89","stately",90,2,2,12,7,23,2,4,3,5,2,9,3,12,3,1
"90","willing",90,1,5,13,12,4,7,2,4,4,4,8,2,16,4,4
"91","fearful",89,6,9,5,6,5,6,1,5,5,3,7,6,5,10,10
"92","cunning",88,1,7,3,5,2,2,3,0,9,1,15,8,8,10,14
"93","hearty",88,0,15,7,5,1,1,0,3,8,1,17,7,5,15,3
"94","exact",87,2,4,8,6,11,7,4,6,5,2,4,4,13,3,8
"95","timid",87,5,9,6,10,11,1,2,7,7,2,5,1,9,2,10
"96","kind",86,0,1,4,16,12,1,3,7,11,1,13,2,5,0,10
"97","neat",85,3,2,7,12,6,6,2,10,12,3,3,2,7,7,3
"98","severe",84,1,2,8,8,12,4,1,8,13,1,12,0,8,5,1
"99","nervous",83,2,3,3,10,7,7,2,4,7,3,13,4,6,11,1
"100","jealous",82,0,1,4,10,10,3,0,8,8,0,16,1,11,4,6
"101","polite",81,4,1,9,8,10,4,1,10,5,4,5,1,13,2,4
"102","rapid",81,6,9,3,1,5,0,5,7,11,3,7,10,1,7,6
"103","straight",81,11,11,5,4,3,2,2,9,8,0,3,8,7,4,4
"104","vague",81,2,6,6,5,13,5,3,8,5,3,4,0,6,6,9
"105","social",79,2,4,5,5,12,4,4,10,11,2,3,0,10,3,4
"106","awkward",78,1,5,5,5,4,1,1,5,10,4,17,1,4,12,3
"107","modest",78,1,2,5,12,8,2,3,8,8,5,4,2,13,2,3
"108","gay",75,1,8,9,8,7,3,1,13,4,1,5,1,4,4,6
"109","stiff",75,5,1,6,12,8,5,3,8,8,2,2,4,6,3,2
"110","faithful",74,3,2,19,4,4,3,3,12,3,0,7,4,5,2,3
"111","careless",73,5,8,6,2,6,2,2,6,9,2,9,2,7,3,4
"112","military",73,2,16,16,5,8,0,0,3,5,2,3,1,2,5,5
"113","graceful",72,1,5,6,0,10,3,4,11,6,2,9,1,4,5,5
"114","worldly",72,2,1,10,11,10,4,0,11,6,0,5,1,6,5,0
"115","suspicious",70,1,2,6,4,4,10,3,3,4,1,5,3,11,9,4
"116","hopeful",69,1,1,10,9,8,4,2,12,3,2,3,0,10,2,2
"117","sloppy",67,0,0,0,1,0,0,0,0,0,0,1,0,64,0,1
"118","mute",66,0,9,1,4,9,1,2,2,5,0,4,9,4,10,6
"119","christian",65,4,5,2,5,5,7,1,4,7,2,3,1,11,7,1
"120","lofty",65,3,4,2,6,11,1,2,6,6,1,6,1,4,8,4
"121","selfish",65,1,1,8,9,5,0,2,5,13,1,7,1,9,1,2
"122","sober",64,3,8,2,7,5,3,2,2,10,3,6,2,2,3,6
"123","sensitive",62,2,2,6,10,11,4,0,6,4,1,1,2,7,3,3
"124","sorrowful",62,2,2,10,7,13,3,2,4,3,0,4,2,2,3,5
"125","direct",61,7,3,5,2,6,5,3,9,5,2,3,0,6,3,2
"126","stable",61,3,17,3,4,4,1,2,2,3,0,6,0,3,6,7
"127","virtuous",61,2,5,2,4,5,3,0,3,5,0,12,3,5,6,6
"128","respectful",60,0,3,3,9,4,2,4,1,6,2,9,5,3,6,3
"129","immovable",59,1,0,6,8,5,3,1,9,6,5,8,0,0,7,0
"130","independent",59,1,3,2,1,3,2,5,3,11,1,4,3,13,6,1
"131","smooth",59,0,2,5,7,13,4,1,8,5,1,1,0,5,2,5
"132","helpless",58,3,3,3,6,1,6,2,3,0,1,9,5,7,3,6
"133","emphatic",57,3,1,5,1,10,3,0,4,0,0,4,1,14,9,2
"134","intense",57,1,4,7,2,0,0,1,3,7,1,6,7,2,16,0
"135","giddy",56,0,4,5,9,4,2,3,5,10,2,4,0,5,1,2
"136","sullen",56,3,10,3,7,6,1,1,5,4,2,4,3,4,2,1
"137","intimate",54,4,2,3,3,7,2,1,6,2,0,3,3,8,6,4
"138","keen",54,1,7,6,3,4,2,0,4,7,2,7,1,1,2,7
"139","peaceful",54,3,3,7,3,4,1,1,5,7,0,6,3,4,3,4
"140","tranquil",54,3,8,3,5,6,1,1,5,8,0,2,2,3,2,5
"141","watchful",54,5,1,6,4,7,2,1,4,6,2,1,0,7,1,7
"142","brisk",52,2,8,1,3,3,0,0,3,7,4,4,1,8,6,2
"143","haughty",52,1,3,6,1,20,2,0,5,3,0,2,3,1,5,0
"144","strict",52,3,3,3,2,1,5,1,3,6,2,6,2,8,4,3
"145","fiery",50,0,4,4,4,3,1,3,3,13,2,2,0,4,3,4
"146","majestic",49,0,2,4,0,6,3,1,7,0,1,3,1,12,8,1
"147","responsible",49,2,1,9,3,1,3,0,8,3,4,6,1,5,0,3
"148","airy",48,2,1,9,4,3,2,1,8,4,2,1,1,5,2,3
"149","gallant",48,1,6,1,6,7,1,1,5,5,1,3,1,8,1,1
"150","good-humoured",48,2,1,6,4,2,0,1,8,5,1,5,1,1,10,1
"151","mournful",48,2,4,1,2,4,1,2,1,3,2,5,1,0,5,15
"152","confident",47,5,3,2,8,4,1,0,4,3,2,6,1,3,3,2
"153","benevolent",46,1,1,4,3,2,3,0,11,1,1,4,4,3,7,1
"154","joyful",46,0,0,14,5,5,0,0,3,7,1,3,2,3,1,2
"155","noisy",46,0,7,2,0,2,2,1,4,5,1,5,5,1,2,9
"156","passionate",46,3,1,3,6,2,3,0,7,3,3,2,2,7,3,1
"157","musical",45,2,4,12,2,3,3,0,3,1,4,3,1,2,2,3
"158","obstinate",44,1,3,1,5,2,1,3,3,6,0,6,2,6,2,3
"159","prudent",44,0,5,6,3,2,2,0,5,6,2,3,3,0,2,5
"160","romantic",44,0,0,5,8,4,2,0,2,1,5,3,0,6,8,0
"161","brute",43,2,5,2,3,5,3,1,2,5,0,0,6,3,4,2
"162","gentlemanly",43,0,0,5,5,7,1,0,7,8,1,4,0,0,4,1
"163","placid",43,1,2,3,6,2,6,0,4,3,0,1,0,2,10,3
"164","good-natured",42,2,4,3,4,4,1,0,4,5,4,6,0,2,2,1
"165","punctual",42,0,1,4,5,5,2,1,1,3,1,7,1,6,5,0
"166","sanguine",42,1,2,7,6,3,1,1,2,5,2,6,3,2,1,0
"167","cordial",41,1,1,5,7,4,1,1,3,7,2,3,0,1,3,2
"168","complimentary",40,1,4,2,1,4,3,2,2,6,1,5,1,4,2,2
"169","ferocious",40,2,3,4,6,3,1,0,5,1,2,2,2,1,7,1
"170","literary",40,0,0,0,0,1,0,0,0,5,0,11,1,20,1,1
"171","ungrateful",40,0,2,5,5,4,1,1,3,2,0,4,5,6,0,2
"172","discreet",39,2,1,3,3,4,1,2,0,3,0,4,2,11,1,2
"173","shy",39,0,1,7,5,2,1,1,5,4,1,0,0,9,0,3
"174","steep",39,3,5,3,2,4,0,1,6,4,1,0,2,1,4,3
"175","hospitable",38,0,2,6,2,6,0,2,2,3,1,0,0,5,8,1
"176","leisurely",38,1,3,8,0,2,1,0,5,4,0,3,0,3,7,1
"177","playful",38,0,1,5,1,1,2,0,1,9,0,5,2,7,3,1
"178","resolute",38,1,1,2,8,8,0,1,2,4,0,2,2,3,2,2
"179","rigid",38,0,1,3,4,7,0,2,5,1,1,4,4,4,1,1
"180","surly",38,0,4,1,1,0,1,0,2,4,0,0,5,6,12,2
"181","abrupt",37,3,2,2,5,2,1,1,2,1,2,3,2,3,2,6
"182","compassionate",37,6,2,4,5,1,2,4,1,3,1,2,0,2,2,2
"183","dependent",37,0,2,6,0,3,2,2,7,2,0,5,2,1,3,2
"184","dignified",37,0,3,4,1,4,1,0,2,0,0,4,2,6,9,1
"185","serene",37,2,1,3,4,8,2,1,5,3,2,0,0,2,2,2
"186","daring",36,1,9,1,2,5,2,1,5,1,2,0,0,3,2,2
"187","gruff",36,3,4,3,2,6,3,0,1,4,1,4,1,0,2,2
"188","lazy",36,1,3,0,10,1,1,0,1,4,1,3,2,2,5,2
"189","political",36,1,2,2,1,1,1,6,9,4,0,1,1,4,3,0
"190","sunny",36,4,2,5,5,3,1,3,3,1,1,1,1,4,1,1
"191","greedy",35,3,1,4,2,2,4,3,0,3,1,3,0,7,1,1
"192","mercenary",35,0,1,4,4,4,0,2,5,1,0,0,0,14,0,0
"193","shrewd",35,3,1,3,0,4,0,0,3,10,1,1,2,3,2,2
"194","sprightly",35,0,0,6,2,3,1,1,8,0,1,4,1,7,1,0
"195","frank",34,0,5,1,3,7,2,1,3,4,2,2,1,1,2,0
"196","reproachful",34,3,0,2,9,3,3,1,3,3,0,0,0,3,3,1
"197","submissive",34,6,1,0,2,2,1,4,8,1,1,0,0,4,1,3
"198","animated",33,3,0,2,1,3,1,0,1,5,2,2,1,2,9,1
"199","dutiful",33,2,0,4,1,6,0,1,3,9,1,1,1,3,1,0
"200","irrepressible",33,1,0,0,0,4,0,0,4,3,1,3,5,11,1,0
"201","languid",33,0,3,6,2,3,0,1,1,3,0,5,1,5,1,2
"202","moderate",33,3,1,4,2,2,3,0,1,5,3,1,1,2,3,2
"203","sly",33,1,2,2,0,5,1,0,3,0,0,2,4,4,5,4
"204","tough",33,0,3,4,1,12,0,1,4,4,0,0,0,2,1,1
"205","acceptable",32,1,2,3,3,3,2,2,9,2,0,1,0,3,0,1
"206","formal",32,4,1,3,4,2,2,1,1,2,2,1,1,3,3,2
"207","industrious",32,1,0,8,5,2,2,0,2,1,1,0,1,6,2,1
"208","insolent",32,2,0,2,0,2,1,0,8,0,1,5,2,5,2,2
"209","philosophical",32,0,2,3,1,2,1,1,4,4,0,4,2,1,5,2
"210","precise",32,1,1,0,0,3,2,0,4,2,0,2,5,2,10,0
"211","reckless",32,1,7,0,0,5,5,0,2,2,0,2,1,5,1,1
"212","sentimental",32,1,0,1,3,1,0,3,2,3,0,3,1,7,6,1
"213","abject",31,1,5,0,0,2,2,1,2,4,0,4,1,5,4,0
"214","boisterous",31,0,6,1,1,1,0,2,1,5,2,2,2,0,5,3
"215","negative",31,1,2,2,1,5,2,0,3,5,1,0,2,2,2,3
"216","pious",31,0,1,1,4,1,1,1,4,11,1,1,0,4,0,1
"217","rude",31,0,5,2,3,2,1,1,1,5,0,1,0,3,3,4
"218","sagacious",31,1,0,8,3,4,2,1,4,2,0,1,0,1,3,1
"219","affable",30,0,1,5,2,2,1,0,8,1,1,1,0,3,4,1
"220","complacent",30,1,1,7,5,2,1,1,0,2,0,3,2,1,2,2
"221","fervent",30,4,1,3,2,3,1,0,1,2,0,3,2,3,1,4
"222","handy",30,2,3,2,4,1,3,1,0,3,1,1,3,5,1,0
"223","penitent",30,0,3,2,3,5,1,0,2,3,0,2,1,2,4,2
"224","positive",30,0,0,4,4,3,3,0,5,4,1,3,0,0,2,1
"225","scientific",30,2,0,2,2,5,0,0,1,2,0,1,0,0,14,1
"226","stealthy",30,0,4,2,4,2,0,1,1,5,0,2,0,1,2,6
"227","tremulous",30,2,2,1,2,2,2,1,3,1,0,2,5,2,3,2
"228","charitable",29,0,3,4,2,5,0,0,1,2,0,4,2,3,3,0
"229","intellectual",29,0,1,4,2,5,3,1,2,5,0,1,2,2,1,0
"230","limp",29,1,2,4,2,1,0,1,3,2,0,4,0,2,4,3
"231","meek",29,0,1,2,2,5,1,1,2,4,0,2,0,8,1,0
"232","nigh",29,2,3,1,2,0,3,1,2,2,1,5,0,5,0,2
"233","sulky",29,0,0,4,1,2,7,4,0,3,0,2,1,1,3,1
"234","urgent",29,2,2,1,0,4,2,0,5,3,0,2,0,2,4,2
"235","verbal",29,1,1,2,1,2,3,0,2,5,0,3,0,2,5,2
"236","consistent",28,0,2,2,2,2,5,1,1,5,1,0,0,3,1,3
"237","contrary",28,0,1,3,14,1,0,1,2,0,1,0,1,2,2,0
"238","genial",28,0,3,7,1,4,1,0,1,4,2,1,0,3,0,1
"239","inward",28,2,1,7,2,2,2,0,3,2,0,1,2,0,4,0
"240","mechanical",28,4,0,1,1,0,5,3,4,2,2,1,0,3,2,0
"241","obedient",28,1,0,3,3,3,0,1,3,4,0,2,0,3,2,3
"242","observant",28,2,1,4,2,4,1,1,2,2,1,0,1,6,1,0
"243","partial",28,1,2,3,6,1,1,0,1,2,0,1,1,3,5,1
"244","stormy",28,2,1,1,6,4,4,1,2,2,0,1,1,3,0,0
"245","clumsy",27,2,4,2,1,0,3,0,5,3,0,1,0,5,1,0
"246","merciful",27,4,1,0,1,1,2,0,4,3,0,2,1,4,2,2
"247","obdurate",27,0,4,1,4,5,0,0,1,4,0,1,1,1,1,4
"248","plaintive",27,1,1,8,2,2,0,1,4,1,1,2,0,1,2,1
"249","religious",27,3,6,1,4,2,1,1,2,3,0,2,1,1,0,0
"250","scornful",27,0,2,2,1,3,3,1,1,3,0,2,1,6,1,1
"251","susceptible",27,0,2,5,1,4,0,1,6,2,0,0,0,3,2,1
"252","undecided",27,0,0,2,5,3,2,0,4,0,2,2,0,3,4,0
"253","bashful",26,0,0,3,3,1,1,0,6,3,0,1,1,1,4,2
"254","dainty",26,3,1,2,0,5,0,0,2,1,0,5,1,1,2,3
"255","malicious",26,0,4,1,0,0,1,0,2,3,0,5,2,1,3,4
"256","strong-minded",26,0,0,0,0,0,0,0,0,23,0,0,1,0,1,1
"257","noiseless",25,0,1,4,2,4,0,2,1,1,0,1,2,2,1,4
"258","patriotic",25,5,2,1,0,0,1,1,3,7,1,2,0,0,2,0
"259","sincere",25,1,3,1,3,4,1,1,3,1,1,2,0,0,1,3
"260","tearful",25,0,2,0,1,8,1,0,1,4,1,1,1,2,1,2
"261","aloof",24,0,7,3,1,1,0,1,3,4,0,0,1,2,1,0
"262","boyish",24,0,1,2,5,3,3,0,0,1,1,3,1,3,0,1
"263","indefinite",24,0,1,2,3,2,2,0,2,2,2,1,0,4,2,1
"264","irresolute",24,1,2,1,2,1,1,0,9,1,0,0,2,3,1,0
"265","treacherous",24,1,0,2,1,3,2,0,3,2,0,2,0,2,2,4
"266","unkind",24,1,1,2,2,4,1,3,3,1,1,1,1,1,1,1
"267","vehement",24,1,0,3,0,1,0,0,6,4,0,0,2,1,5,1
"268","vicious",24,1,2,1,1,1,1,1,2,2,1,3,4,2,1,1
"269","acute",23,1,0,2,2,1,1,1,2,1,0,3,1,3,4,1
"270","capricious",23,0,2,3,3,4,2,0,2,2,2,0,0,3,0,0
"271","conversational",23,0,2,3,2,2,1,1,3,0,3,1,0,3,2,0
"272","defiant",23,0,0,4,3,5,1,4,1,2,0,0,0,3,0,0
"273","energetic",23,2,1,4,0,2,0,1,1,2,0,2,0,1,6,1
"274","impetuous",23,1,2,2,1,2,0,0,2,1,0,2,2,3,1,4
"275","inquisitive",23,2,3,3,0,0,1,0,0,2,2,0,0,6,3,1
"276","swift",23,6,1,0,0,4,1,0,3,2,1,0,1,3,0,1
"277","accurate",22,1,0,2,1,2,1,1,2,3,2,2,1,1,3,0
"278","adventurous",22,3,3,2,2,2,0,0,3,0,0,3,0,1,1,2
"279","casual",22,2,0,1,2,1,0,0,2,2,0,2,0,6,3,1
"280","conscientious",22,0,1,0,7,1,1,0,3,1,3,1,0,3,1,0
"281","deferential",22,0,1,3,1,4,1,1,0,1,1,3,2,3,0,1
"282","doleful",22,2,1,1,3,2,2,1,6,2,1,1,0,0,0,0
"283","dreamy",22,0,2,1,4,2,1,1,3,4,1,2,0,0,0,1
"284","eloquent",22,1,0,8,1,2,0,0,0,2,1,0,0,1,5,1
"285","exclusive",22,1,2,2,4,1,0,0,3,3,1,1,0,2,1,1
"286","incredulous",22,0,1,0,1,6,1,2,2,2,0,0,4,2,0,1
"287","low-spirited",22,0,0,6,3,0,1,1,3,0,0,5,0,1,1,1
"288","sleek",22,1,2,3,1,3,0,0,1,0,0,4,0,0,5,2
"289","sympathetic",22,0,0,1,1,1,3,1,2,1,4,0,0,7,0,1
"290","thorough",22,2,5,2,1,1,0,1,1,1,0,3,1,4,0,0
"291","unsteady",22,3,0,3,1,0,0,0,3,2,0,1,0,6,2,1
"292","zealous",22,1,2,5,1,2,0,0,1,5,0,3,1,0,1,0
"293","candid",21,0,3,5,0,0,1,1,1,4,2,0,0,2,1,1
"294","considerate",21,0,0,4,4,1,0,2,1,2,0,2,0,2,2,1
"295","critical",21,0,1,1,1,1,2,0,0,0,1,2,3,2,5,2
"296","firm",21,0,1,4,5,0,2,0,1,2,2,1,1,1,0,1
"297","impudent",21,0,0,0,4,2,0,0,1,1,1,2,1,4,4,1
"298","inflexible",21,0,1,3,4,3,3,2,0,1,0,0,1,0,3,0
"299","motherly",21,0,1,6,2,4,3,0,2,0,0,1,1,1,0,0
"300","subtle",21,2,0,0,3,2,1,1,2,1,3,2,1,2,1,0
"301","suggestive",21,0,3,1,1,0,3,1,0,3,2,0,0,6,0,1
"302","trim",21,1,1,1,3,5,0,0,4,1,1,1,0,2,0,1
"303","whimsical",21,0,2,2,1,2,0,0,1,5,2,1,0,3,0,2
"304","convivial",20,1,1,2,2,0,0,0,1,3,1,1,1,1,4,2
"305","disdainful",20,1,0,3,1,7,1,0,0,3,0,3,0,0,0,1
"306","distrustful",20,0,3,3,1,3,2,0,2,1,0,0,0,2,0,3
"307","hysterical",20,0,2,0,3,2,0,0,1,1,0,2,2,1,5,1
"308","rueful",20,0,1,0,0,2,1,0,0,2,0,2,5,3,2,2
"309","sarcastic",20,1,0,3,1,4,1,0,1,0,0,4,0,2,2,1
"310","thoughtless",20,0,1,1,6,1,0,0,0,3,0,4,0,1,1,2
"311","congenial",19,1,2,5,3,1,0,0,1,4,0,0,0,1,0,1
"312","forgiving",19,0,3,1,4,0,3,1,4,2,0,0,0,0,1,0
"313","heedless",19,1,2,1,1,2,0,3,1,2,2,1,1,0,1,1
"314","ingenuous",19,0,3,4,2,3,0,0,0,4,0,0,0,2,1,0
"315","orderly",19,1,1,3,5,1,1,0,0,0,2,0,0,5,0,0
"316","prompt",19,0,0,3,1,0,0,1,1,2,1,4,3,0,3,0
"317","rapturous",19,1,1,1,5,3,0,1,1,0,0,4,0,1,1,0
"318","windy",19,2,1,1,1,2,1,3,1,1,1,1,1,2,0,1
"319","womanly",19,0,0,3,0,3,1,2,3,1,1,0,1,3,1,0
"320","benignant",18,0,1,5,2,2,0,0,4,3,0,0,0,1,0,0
"321","explicit",18,2,2,3,1,1,1,0,2,0,0,2,1,2,1,0
"322","fitful",18,1,1,3,1,0,2,0,2,4,0,0,0,2,0,2
"323","light-hearted",18,0,2,4,3,1,1,0,0,2,1,2,0,1,1,0
"324","maternal",18,1,0,2,0,1,0,0,4,0,0,2,0,6,2,0
"325","persuasive",18,0,1,1,0,2,1,0,6,2,0,2,0,0,2,1
"326","boastful",17,3,0,2,1,0,0,1,0,2,0,1,0,5,1,1
"327","chaste",17,1,2,0,0,2,0,2,1,2,1,2,3,0,1,0
"328","conciliatory",17,0,3,1,3,2,1,1,2,0,1,0,1,1,1,0
"329","condescending",17,0,2,0,1,3,0,0,2,0,1,2,1,3,2,0
"330","feminine",17,2,1,2,0,1,1,1,0,1,1,1,1,4,0,1
"331","forgetful",17,1,4,4,0,2,1,0,0,3,0,0,0,2,0,0
"332","judicious",17,1,0,0,2,2,3,0,0,2,2,1,0,3,1,0
"333","listless",17,0,1,0,1,4,0,0,1,1,0,4,1,0,2,2
"334","prophetic",17,2,1,0,2,3,0,0,0,0,0,3,2,1,2,1
"335","unmindful",17,0,1,2,0,1,1,0,2,5,0,0,1,1,1,2
"336","bland",16,0,1,2,1,2,0,0,1,2,1,0,0,3,3,0
"337","brutal",16,0,1,1,1,1,3,0,0,2,0,2,1,0,3,1
"338","fanciful",16,1,0,0,3,1,0,2,4,1,0,0,0,4,0,0
"339","jovial",16,0,3,0,0,1,0,0,0,3,0,3,0,1,3,2
"340","patient",16,0,2,3,1,1,0,4,0,0,1,2,0,2,0,0
"341","presumptuous",16,0,0,1,1,8,0,0,0,1,0,1,0,1,2,1
"342","random",16,1,2,0,2,3,0,0,1,3,1,2,0,0,0,1
"343","rash",16,0,1,1,1,4,1,0,0,2,0,4,0,1,1,0
"344","spiritual",16,2,0,6,0,0,0,1,0,3,0,0,0,2,0,2
"345","steadfast",16,0,0,1,4,6,0,1,1,0,0,0,0,1,1,1
"346","tender-hearted",16,0,3,1,4,0,0,0,1,2,0,0,0,1,1,3
"347","wary",16,2,0,2,2,1,0,1,0,1,0,0,2,2,2,1
"348","avaricious",15,0,0,1,2,3,1,0,1,0,0,0,2,5,0,0
"349","forcible",15,2,3,1,0,2,0,0,1,1,0,0,0,0,1,4
"350","frugal",15,1,2,2,0,2,0,0,0,1,0,4,0,1,1,1
"351","kind-hearted",15,0,1,2,0,0,0,0,1,1,0,5,3,0,2,0
