"","Words","count.present","A Tale of Two Cities","Barnaby Rudge","Bleak House","Crusoe","David Copperfield","Dombey and Son","Emma","Evelina","Frankenstein","Great Expectations","Hard Times","Little Dorrit","Mansfield Park","Martin Chuzzlewit","Mystery of Edwin Drood","Nicholas Nickleby","Northanger Abbey","Oliver Twist","Our Mutual Friend","Persuasion","Pickwick","Pride and Prejudice","Sense and Sensibility","The Old Curiosity Shop","The unfortunate traveler"
"29","curious",307,9,12,48,3,23,18,3,5,1,20,7,30,3,24,10,13,1,7,18,3,26,5,1,15,2
"30","vain",299,14,16,10,6,22,12,21,25,13,10,4,17,13,13,2,13,12,5,16,14,14,14,5,7,1
"31","busy",298,9,25,40,3,24,22,11,4,6,12,6,21,10,23,5,9,4,9,13,4,17,1,5,15,0
"32","melancholy",296,1,11,21,4,16,30,11,15,18,8,9,11,9,30,1,22,0,7,12,4,19,5,18,11,3
"33","honest",293,16,24,13,12,19,20,2,2,0,9,5,19,5,27,4,27,4,8,44,1,8,1,3,18,2
"34","close",279,11,14,21,9,25,26,5,1,2,8,6,17,7,20,3,15,4,20,19,0,19,2,3,17,5
"35","weak",279,11,13,18,7,18,20,5,12,5,12,7,32,2,20,5,19,0,15,26,1,7,5,0,19,0
"36","violent",259,6,12,9,10,9,15,2,22,6,11,4,9,1,13,4,41,3,21,5,1,22,9,11,11,2
"37","sensible",250,4,5,23,3,27,15,18,17,0,6,5,20,11,6,7,4,6,0,11,18,4,27,9,4,0
"38","friendly",247,7,11,23,2,27,15,8,2,0,8,4,17,9,18,10,5,1,5,28,6,14,5,3,18,1
"39","affectionate",236,4,4,20,1,26,10,5,6,6,6,5,17,9,12,10,18,8,6,16,2,11,12,14,8,0
"40","gracious",232,8,17,18,0,15,20,2,6,0,5,2,24,1,34,4,15,1,7,23,0,8,7,5,8,2
"41","sufficient",229,2,13,14,11,17,13,7,13,11,4,4,12,10,17,5,23,4,1,4,7,14,2,5,10,6
"42","grateful",228,2,7,13,1,16,17,10,18,3,11,3,11,8,26,5,6,1,7,14,3,7,12,11,16,0
"43","familiar",218,4,13,26,3,24,19,2,2,8,8,6,19,3,19,3,11,2,8,10,1,6,3,1,16,1
"44","delicate",213,9,5,12,0,14,14,9,9,2,3,3,24,0,18,9,20,3,7,21,2,10,4,7,7,1
"45","slow",205,6,10,12,1,19,10,3,3,6,11,8,15,4,17,5,11,0,9,12,2,11,2,2,26,0
"46","constant",204,2,12,14,8,11,17,4,1,2,9,1,11,8,11,2,16,8,3,3,9,12,9,17,13,1
"47","lively",199,2,5,6,3,13,15,10,9,7,6,0,13,12,22,3,8,5,5,10,5,17,14,7,2,0
"48","domestic",192,4,5,12,1,21,14,4,2,3,8,5,14,9,19,2,10,3,3,16,8,13,6,8,2,0
"49","rough",192,11,19,16,3,22,13,1,0,1,7,6,12,4,11,3,12,0,9,15,2,12,0,0,9,4
"50","gloomy",186,11,12,15,0,9,11,1,1,9,8,0,17,3,13,8,13,4,12,16,1,5,1,2,14,0
"51","sad",186,5,13,8,7,9,17,17,2,8,4,2,6,13,12,2,12,2,10,6,4,3,4,3,16,1
"52","humble",180,1,12,7,1,7,13,8,12,0,6,4,13,4,15,2,15,3,5,7,2,12,9,3,18,1
"53","earnest",178,4,14,10,4,18,14,4,5,3,0,3,7,7,8,2,9,1,9,7,4,8,9,15,12,1
"54","fast",177,3,15,8,4,9,18,3,3,2,2,5,11,3,13,3,11,1,9,10,1,21,2,1,16,3
"55","simple",174,4,5,12,2,12,13,14,9,5,4,3,7,8,24,0,7,8,5,5,2,3,0,12,7,3
"56","steady",174,12,13,13,1,10,18,8,0,2,8,6,14,10,7,6,7,5,2,7,3,9,9,1,3,0
"57","grave",172,4,8,10,2,27,11,4,6,1,9,2,10,7,14,3,5,3,3,8,1,15,5,10,4,0
"58","indifferent",170,4,10,11,1,8,17,12,9,1,7,2,9,7,10,2,5,3,0,11,6,1,13,13,7,1
"59","careful",165,4,11,16,1,9,7,2,3,0,6,2,14,2,11,2,18,0,5,11,3,19,4,4,11,0
"60","bold",163,3,31,6,2,15,16,0,11,2,4,3,6,1,18,0,13,4,3,10,1,7,0,1,5,1
"61","expressive",163,1,5,10,0,10,18,2,3,7,10,3,17,1,11,5,10,0,7,20,0,19,1,2,1,0
"62","soft",162,5,3,13,2,20,22,7,1,2,4,3,13,4,10,4,12,0,8,5,0,12,0,1,8,3
"63","thoughtful",160,3,11,11,0,17,18,5,2,1,7,5,10,5,12,2,8,0,4,13,2,7,1,2,14,0
"64","thankful",153,6,6,12,15,19,7,5,4,0,3,2,12,8,6,1,5,1,2,16,2,0,8,4,9,0
"65","willing",152,1,5,13,15,12,4,11,8,0,7,2,4,12,4,4,8,2,2,16,4,4,5,4,4,1
"66","calm",150,4,2,7,11,17,14,4,0,6,5,1,14,5,11,1,3,3,6,4,2,9,3,12,6,0
"67","clean",141,4,7,13,2,7,10,1,1,2,10,4,10,0,6,5,15,2,7,12,0,19,0,0,4,0
"68","impatient",141,2,7,4,6,7,7,6,4,2,8,5,12,8,8,1,11,4,6,6,5,0,7,5,10,0
"69","uncertain",136,5,11,4,1,8,9,2,2,2,4,4,13,3,5,4,7,1,3,6,3,13,2,9,15,0
"70","lonely",134,6,10,8,0,10,25,1,0,1,7,2,5,1,6,2,6,1,13,10,0,11,0,0,9,0
"71","generous",133,2,2,8,2,10,10,3,11,3,3,1,18,4,6,7,6,4,3,16,1,1,7,3,2,0
"72","merry",133,1,16,9,2,11,5,0,1,0,0,0,2,1,22,2,18,0,8,5,0,13,2,2,13,0
"73","severe",133,1,2,8,1,8,12,9,7,5,4,1,8,5,13,1,12,2,0,8,9,5,6,5,1,0
"74","tight",133,4,6,16,0,6,13,0,2,0,6,3,10,0,13,2,10,0,9,10,0,12,0,0,11,0
"75","restless",132,9,12,12,0,10,8,0,2,4,4,2,5,1,12,4,9,2,3,8,1,12,1,4,7,0
"76","fearful",130,6,9,5,1,6,5,4,4,9,6,1,5,4,5,3,7,8,6,5,3,10,4,4,10,0
"77","ugly",128,3,7,10,1,7,9,0,3,4,4,3,15,0,11,5,9,0,8,7,1,7,1,2,11,0
"78","kind",127,0,1,4,1,16,12,14,6,3,1,3,7,7,11,1,13,2,2,5,2,0,5,1,10,0
"79","bitter",126,4,9,5,2,8,11,1,2,15,6,1,4,5,11,4,14,1,7,4,0,3,2,2,5,0
"80","hasty",124,1,10,11,0,8,5,5,9,2,1,2,5,7,11,2,14,0,6,3,1,8,3,4,6,0
"81","fierce",121,10,12,3,4,7,12,0,0,2,10,1,5,0,8,1,5,0,10,8,0,19,0,0,4,0
"82","rusty",121,5,7,16,2,13,5,0,0,0,6,1,10,0,7,4,9,0,3,12,0,9,0,0,12,0
"83","active",120,3,13,19,0,5,8,2,0,1,1,1,11,7,6,2,9,2,4,4,1,4,4,7,6,0
"84","loving",119,7,5,15,1,26,18,0,0,0,1,5,14,0,4,2,4,1,1,11,1,0,0,1,2,0
"85","mild",116,0,11,6,0,11,16,4,1,4,2,3,7,5,21,3,3,2,1,5,0,0,0,0,10,1
"86","wise",116,4,14,6,6,11,4,3,0,0,2,2,10,0,5,4,4,3,4,9,3,11,3,1,3,4
"87","awkward",114,1,5,5,2,5,4,8,9,0,1,1,5,4,10,4,17,0,1,4,3,12,7,3,3,0
"88","gay",110,1,8,9,0,8,7,1,8,6,3,1,13,4,4,1,5,1,1,4,2,4,2,11,6,0
"89","genteel",109,1,4,7,0,14,12,1,8,0,1,1,13,1,8,3,16,0,2,4,0,2,3,2,6,0
"90","hopeless",109,6,4,9,2,5,11,1,1,1,5,5,7,1,8,2,12,1,3,5,2,6,5,4,3,0
"91","nervous",106,2,3,3,0,10,7,7,1,5,7,2,4,1,7,3,13,0,4,6,2,11,3,4,1,0
"92","confidential",105,3,3,16,0,12,15,1,0,1,4,2,5,3,4,2,8,1,1,10,1,6,1,1,5,0
"93","modest",105,1,2,5,0,12,8,3,3,1,2,3,8,11,8,5,4,1,2,13,3,2,2,2,3,1
"94","exact",104,2,4,8,2,6,11,3,2,0,7,4,6,1,5,2,4,1,4,13,4,3,2,2,8,0
"95","hearty",104,0,15,7,2,5,1,1,4,0,1,0,3,3,8,1,17,1,7,5,2,15,2,1,3,0
"96","polite",104,4,1,9,0,8,10,0,9,0,4,1,10,0,5,4,5,3,1,13,4,2,4,3,4,0
"97","rapid",104,6,9,3,1,1,5,2,1,5,0,5,7,3,11,3,7,1,10,1,4,7,3,3,6,0
"98","intimate",103,4,2,3,0,3,7,9,2,3,2,1,6,8,2,0,3,4,3,8,5,6,10,8,4,0
"99","stern",102,3,9,8,9,11,12,0,0,0,3,3,9,0,3,2,7,0,3,9,1,8,0,0,2,0
"100","jealous",101,0,1,4,0,10,10,3,0,0,3,0,8,3,8,0,16,3,1,11,2,4,3,5,6,0
"101","selfish",100,1,1,8,0,9,5,2,0,3,0,2,5,9,13,1,7,3,1,9,3,1,6,9,2,0
"102","jolly",99,0,3,3,0,1,1,0,0,0,17,0,1,0,18,4,5,0,5,17,0,14,0,0,10,0
"103","neat",99,3,2,7,0,12,6,3,0,2,6,2,10,3,12,3,3,2,2,7,1,7,1,2,3,0
"104","cunning",97,1,7,3,0,5,2,0,2,0,2,3,0,1,9,1,15,0,8,8,2,10,1,2,14,1
"105","careless",96,5,8,6,0,2,6,2,5,1,2,2,6,6,9,2,9,2,2,7,2,3,1,4,4,0
"106","faithful",96,3,2,19,8,4,4,1,3,1,3,3,12,1,3,0,7,5,4,5,1,2,1,1,3,0
"107","stately",96,2,2,12,0,7,23,0,1,2,2,4,3,1,5,2,9,0,3,12,0,3,2,0,1,0
"108","practical",94,2,4,13,0,11,5,0,0,2,1,13,20,1,7,0,2,0,2,4,0,2,0,0,5,0
"109","straight",92,11,11,5,1,4,3,0,2,1,2,2,9,2,8,0,3,0,8,7,2,4,0,0,4,3
"110","timid",92,5,9,6,0,10,11,0,2,1,1,2,7,2,7,2,5,0,1,9,0,2,0,0,10,0
"111","independent",89,1,3,2,0,1,3,6,0,0,2,5,3,9,11,1,4,4,3,13,2,6,2,7,1,0
"112","social",87,2,4,5,0,5,12,3,0,1,4,4,10,2,11,2,3,0,0,10,1,3,1,0,4,0
"113","vague",85,2,6,6,0,5,13,0,0,0,5,3,8,0,5,3,4,0,0,6,2,6,2,0,9,0
"114","worldly",85,2,1,10,0,11,10,0,0,0,4,0,11,3,6,0,5,2,1,6,4,5,2,2,0,0
"115","direct",84,7,3,5,0,2,6,6,1,1,5,3,9,3,5,2,3,2,0,6,2,3,2,6,2,0
"116","graceful",80,1,5,6,0,0,10,3,0,1,3,4,11,1,6,2,9,0,1,4,1,5,0,2,5,0
"117","sorrowful",79,2,2,10,0,7,13,4,2,6,3,2,4,4,3,0,4,0,2,2,0,3,0,1,5,0
"118","suspicious",78,1,2,6,0,4,4,1,1,1,10,3,3,1,4,1,5,0,3,11,3,9,0,1,4,0
"119","helpless",77,3,3,3,1,6,1,1,5,4,6,2,3,3,0,1,9,1,5,7,3,3,0,1,6,0
"120","military",77,2,16,16,0,5,8,0,0,1,0,0,3,0,5,2,3,1,1,2,1,5,1,0,5,0
"121","stiff",77,5,1,6,0,12,8,0,1,1,5,3,8,0,8,2,2,0,4,6,0,3,0,0,2,0
"122","christian",76,4,5,2,1,5,5,1,0,2,7,1,4,0,7,2,3,1,1,11,2,7,2,2,1,0
"123","sober",74,3,8,2,0,7,5,1,0,0,3,2,2,6,10,3,6,2,2,2,0,3,0,1,6,0
"124","smooth",72,0,2,5,4,7,13,2,0,1,4,1,8,0,5,1,1,1,0,5,2,2,0,0,5,3
"125","hopeful",71,1,1,10,0,9,8,0,1,0,4,2,12,1,3,2,3,0,0,10,0,2,0,0,2,0
"126","respectful",71,0,3,3,0,9,4,2,5,0,2,4,1,0,6,2,9,1,5,3,0,6,1,2,3,0
"127","lofty",69,3,4,2,0,6,11,0,0,2,1,2,6,0,6,1,6,2,1,4,0,8,0,0,4,0
"128","sincere",69,1,3,1,2,3,4,5,3,2,1,1,3,2,1,1,2,5,0,0,2,1,10,12,3,1
"129","tranquil",69,3,8,3,0,5,6,3,1,5,1,1,5,3,8,0,2,0,2,3,0,2,1,2,5,0
"130","mute",68,0,9,1,0,4,9,1,1,0,1,2,2,0,5,0,4,0,9,4,0,10,0,0,6,0
"131","sloppy",67,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,64,0,0,0,0,1,0
"132","good-natured",66,2,4,3,0,4,4,6,1,0,1,0,4,1,5,4,6,6,0,2,2,2,2,6,1,0
"133","intense",66,1,4,7,0,2,0,0,0,7,0,1,3,1,7,1,6,1,7,2,0,16,0,0,0,0
"134","strict",66,3,3,3,1,2,1,3,2,0,5,1,3,2,6,2,6,1,2,8,4,4,0,1,3,0
"135","prudent",65,0,5,6,0,3,2,3,4,1,2,0,5,1,6,2,3,0,3,0,2,2,3,7,5,0
"136","sensitive",65,2,2,6,0,10,11,0,0,2,4,0,6,0,4,1,1,0,2,7,0,3,0,1,3,0
"137","stable",65,3,17,3,0,4,4,2,0,0,1,2,2,1,3,0,6,0,0,3,0,6,0,1,7,0
"138","virtuous",65,2,5,2,0,4,5,0,1,1,3,0,3,1,5,0,12,1,3,5,0,6,0,0,6,0
"139","benevolent",64,1,1,4,0,3,2,1,2,10,3,0,11,2,1,1,4,0,4,3,2,7,1,0,1,0
"140","musical",64,2,4,12,0,2,3,11,0,1,3,0,3,1,1,4,3,0,1,2,0,2,1,5,3,0
"141","gallant",63,1,6,1,0,6,7,8,0,1,1,1,5,0,5,1,3,1,1,8,1,1,1,0,1,3
"142","animated",62,3,0,2,1,1,3,3,4,5,1,0,1,6,5,2,2,0,1,2,1,9,2,6,1,1
"143","immovable",62,1,0,6,0,8,5,0,0,0,3,1,9,0,6,5,8,2,0,0,0,7,0,1,0,0
"144","peaceful",62,3,3,7,0,3,4,0,3,5,1,1,5,0,7,0,6,0,3,4,0,3,0,0,4,0
"145","good-humoured",61,2,1,6,0,4,2,3,1,0,0,1,8,3,5,1,5,1,1,1,3,10,2,0,1,0
"146","joyful",61,0,0,14,0,5,5,2,2,1,0,0,3,4,7,1,3,2,2,3,0,1,2,2,2,0
"147","sullen",61,3,10,3,0,7,6,0,2,1,1,1,5,1,4,2,4,1,3,4,0,2,0,0,1,0
"148","confident",60,5,3,2,0,8,4,2,0,1,1,0,4,2,3,2,6,1,1,3,2,3,2,3,2,0
"149","noisy",60,0,7,2,0,0,2,2,1,1,2,1,4,3,5,1,5,0,5,1,1,2,3,3,9,0
"150","watchful",60,5,1,6,0,4,7,0,0,3,2,1,4,1,6,2,1,1,0,7,0,1,1,0,7,0
"151","cordial",59,1,1,5,5,7,4,4,1,1,1,1,3,4,7,2,3,1,0,1,1,3,1,0,2,0
"152","giddy",59,0,4,5,0,9,4,0,2,0,2,3,5,0,10,2,4,0,0,5,1,1,0,0,2,0
"153","partial",59,1,2,3,0,6,1,7,4,0,1,0,1,4,2,0,1,3,1,3,0,5,8,5,1,0
"154","sanguine",59,1,2,7,0,6,3,5,0,0,1,1,2,6,5,2,6,1,3,2,2,1,1,2,0,0
"155","emphatic",58,3,1,5,0,1,10,0,0,0,3,0,4,0,0,0,4,0,1,14,0,9,1,0,2,0
"156","keen",58,1,7,6,0,3,4,1,0,2,2,0,4,0,7,2,7,1,1,1,0,2,0,0,7,0
"157","rude",58,0,5,2,0,3,2,4,8,6,1,1,1,1,5,0,1,2,0,3,0,3,3,3,4,0
"158","acceptable",57,1,2,3,0,3,3,5,0,0,2,2,9,8,2,0,1,0,0,3,2,0,6,3,1,1
"159","passionate",57,3,1,3,2,6,2,0,5,2,3,0,7,0,3,3,2,0,2,7,0,3,0,1,1,1
"160","romantic",57,0,0,5,0,8,4,1,4,4,2,0,2,1,1,5,3,1,0,6,0,8,0,2,0,0
"161","haughty",56,1,3,6,0,1,20,0,0,1,2,0,5,0,3,0,2,0,3,1,0,5,2,1,0,0
"162","positive",56,0,0,4,0,4,3,3,0,0,3,0,5,4,4,1,3,7,0,0,3,2,2,7,1,0
"163","ungrateful",55,0,2,5,0,5,4,4,4,0,1,1,3,5,2,0,4,0,5,6,0,0,0,2,2,0
"164","majestic",54,0,2,4,0,0,6,0,0,5,3,1,7,0,0,1,3,0,1,12,0,8,0,0,1,0
"165","obstinate",54,1,3,1,1,5,2,0,2,1,1,3,3,1,6,0,6,2,2,6,0,2,2,1,3,0
"166","thorough",54,2,5,2,1,1,1,12,0,0,0,1,1,3,1,0,3,1,1,4,1,0,3,5,0,6
"167","brisk",53,2,8,1,0,3,3,0,0,0,0,0,3,1,7,4,4,0,1,8,0,6,0,0,2,0
"168","brute",53,2,5,2,1,3,5,0,3,1,3,1,2,1,5,0,0,0,6,3,0,4,0,0,2,4
"169","moderate",52,3,1,4,0,2,2,5,1,4,3,0,1,1,5,3,1,2,1,2,0,3,1,4,2,1
"170","placid",52,1,2,3,0,6,2,0,0,3,6,0,4,3,3,0,1,2,0,2,1,10,0,0,3,0
"171","airy",51,2,1,9,0,4,3,2,0,1,2,1,8,0,4,2,1,0,1,5,0,2,0,0,3,0
"172","dependent",51,0,2,6,0,0,3,3,2,2,2,2,7,2,2,0,5,0,2,1,1,3,1,3,2,0
"173","fiery",51,0,4,4,0,4,3,0,0,0,1,3,3,0,13,2,2,0,0,4,0,3,0,0,4,1
"174","mournful",51,2,4,1,0,2,4,1,0,2,1,2,1,0,3,2,5,0,1,0,0,5,0,0,15,0
"175","compassionate",50,6,2,4,0,5,1,3,3,0,2,4,1,0,3,1,2,0,0,2,1,2,1,5,2,0
"176","responsible",50,2,1,9,0,3,1,0,0,0,3,0,8,0,3,4,6,0,1,5,1,0,0,0,3,0
"177","shy",49,0,1,7,2,5,2,0,2,0,1,1,5,2,4,1,0,0,0,9,2,0,2,0,3,0
"178","steep",49,3,5,3,4,2,4,1,0,1,0,1,6,0,4,1,0,1,2,1,1,4,0,2,3,0
"179","contrary",48,0,1,3,7,14,1,1,3,1,0,1,2,1,0,1,0,1,1,2,2,2,3,1,0,0
"180","daring",48,1,9,1,2,2,5,1,3,0,2,1,5,3,1,2,0,0,0,3,0,2,2,0,2,1
"181","insolent",48,2,0,2,1,0,2,4,3,1,1,0,8,0,0,1,5,0,2,5,0,2,5,2,2,0
"182","punctual",48,0,1,4,0,5,5,1,0,0,2,1,1,1,3,1,7,0,1,6,0,5,3,1,0,0
"183","abrupt",47,3,2,2,0,5,2,1,8,0,1,1,2,0,1,2,3,0,2,3,0,2,1,0,6,0
"184","formal",47,4,1,3,1,4,2,3,1,0,2,1,1,1,2,2,1,0,1,3,2,3,5,2,2,0
"185","playful",47,0,1,5,0,1,1,1,0,0,2,0,1,3,9,0,5,1,2,7,1,3,2,1,1,0
"186","resolute",47,1,1,2,0,8,8,0,1,0,0,1,2,1,4,0,2,3,2,3,1,2,1,1,2,1
"187","dignified",46,0,3,4,0,1,4,2,1,0,1,0,2,3,0,0,4,1,2,6,0,9,1,1,1,0
"188","urgent",46,2,2,1,1,0,4,1,3,0,2,0,5,3,3,0,2,1,0,2,1,4,3,4,2,0
"189","languid",45,0,3,6,0,2,3,1,2,1,0,1,1,3,3,0,5,1,1,5,0,1,0,4,2,0
"190","hospitable",44,0,2,6,0,2,6,1,3,0,0,2,2,0,3,1,0,0,0,5,2,8,0,0,1,0
"191","literary",44,0,0,0,0,0,1,0,0,1,0,0,0,1,5,0,11,2,1,20,0,1,0,0,1,0
"192","serene",44,2,1,3,1,4,8,0,1,5,2,1,5,0,3,2,0,0,0,2,0,2,0,0,2,0
"193","complimentary",43,1,4,2,0,1,4,2,0,0,3,2,2,1,6,1,5,0,1,4,0,2,0,0,2,0
"194","gentlemanly",43,0,0,5,0,5,7,0,0,0,1,0,7,0,8,1,4,0,0,0,0,4,0,0,1,0
"195","leisurely",43,1,3,8,3,0,2,0,0,0,1,0,5,0,4,0,3,0,0,3,0,7,1,1,1,0
"196","discreet",42,2,1,3,0,3,4,2,0,0,1,2,0,1,3,0,4,0,2,11,0,1,0,0,2,0
"197","negative",41,1,2,2,0,1,5,1,1,0,2,0,3,2,5,1,0,0,2,2,2,2,3,1,3,0
"198","sly",41,1,2,2,0,0,5,1,0,1,1,0,3,1,0,0,2,1,4,4,0,5,2,2,4,0
"199","unkind",41,1,1,2,0,2,4,0,1,0,1,3,3,6,1,1,1,3,1,1,3,1,0,4,1,0
"200","ferocious",40,2,3,4,0,6,3,0,0,0,1,0,5,0,1,2,2,0,2,1,0,7,0,0,1,0
"201","fervent",40,4,1,3,0,2,3,0,2,2,1,0,1,1,2,0,3,0,2,3,2,1,0,3,4,0
"202","frank",40,0,5,1,0,3,7,0,0,0,2,1,3,2,4,2,2,0,1,1,1,2,0,3,0,0
"203","mercenary",40,0,1,4,0,4,4,0,0,1,0,2,5,0,1,0,0,0,0,14,0,0,4,0,0,0
"204","surly",40,0,4,1,1,1,0,0,1,0,1,0,2,0,4,0,0,0,5,6,0,12,0,0,2,0
"205","lazy",39,1,3,0,0,10,1,1,0,0,1,0,1,1,4,1,3,1,2,2,0,5,0,0,2,0
"206","rigid",39,0,1,3,0,4,7,0,0,0,0,2,5,0,1,1,4,0,4,4,1,1,0,0,1,0
"207","consistent",38,0,2,2,1,2,2,0,0,1,5,1,1,4,5,1,0,1,0,3,1,1,1,1,3,0
"208","obedient",38,1,0,3,1,3,3,0,7,1,0,1,3,0,4,0,2,0,0,3,0,2,0,1,3,0
"209","shrewd",38,3,1,3,0,0,4,0,0,0,0,0,3,0,10,1,1,0,2,3,1,2,0,1,2,1
"210","sunny",38,4,2,5,0,5,3,0,0,1,1,3,3,0,1,1,1,0,1,4,1,1,0,0,1,0
"211","greedy",37,3,1,4,0,2,2,0,0,0,4,3,0,0,3,1,3,2,0,7,0,1,0,0,1,0
"212","gruff",37,3,4,3,0,2,6,0,0,1,3,0,1,0,4,1,4,0,1,0,0,2,0,0,2,0
"213","political",37,1,2,2,0,1,1,0,0,0,1,6,9,0,4,0,1,0,1,4,0,3,0,1,0,0
"214","sprightly",37,0,0,6,0,2,3,0,1,0,1,1,8,0,0,1,4,0,1,7,0,1,0,0,0,1
"215","submissive",37,6,1,0,0,2,2,2,0,0,1,4,8,0,1,1,0,0,0,4,1,1,0,0,3,0
"216","dutiful",36,2,0,4,0,1,6,1,1,0,0,1,3,0,9,1,1,0,1,3,1,1,0,0,0,0
"217","religious",36,3,6,1,8,4,2,0,0,0,1,1,2,0,3,0,2,0,1,1,1,0,0,0,0,0
"218","reproachful",36,3,0,2,0,9,3,1,0,0,3,1,3,1,3,0,0,0,0,3,0,3,0,0,1,0
"219","tough",36,0,3,4,1,1,12,0,0,0,0,1,4,1,4,0,0,0,0,2,0,1,0,0,1,1
"220","charitable",35,0,3,4,0,2,5,4,0,0,0,0,1,1,2,0,4,0,2,3,1,3,0,0,0,0
"221","industrious",35,1,0,8,0,5,2,0,0,1,2,0,2,1,1,1,0,1,1,6,0,2,0,0,1,0
"222","irrepressible",35,1,0,0,0,0,4,0,0,0,0,0,4,0,3,1,3,0,5,11,0,1,0,2,0,0
"223","penitent",35,0,3,2,2,3,5,0,0,0,1,0,2,1,3,0,2,0,1,2,0,4,0,1,2,1
"224","precise",35,1,1,0,0,0,3,1,0,0,2,0,4,0,2,0,2,0,5,2,0,10,0,1,0,1
"225","affable",34,0,1,5,0,2,2,1,1,0,1,0,8,0,1,1,1,0,0,3,0,4,1,1,1,0
"226","intellectual",34,0,1,4,0,2,5,2,0,1,3,1,2,1,5,0,1,1,2,2,0,1,0,0,0,0
"227","merciful",34,4,1,0,2,1,1,0,0,0,2,0,4,2,3,0,2,0,1,4,1,2,0,0,2,2
"228","tremulous",34,2,2,1,0,2,2,1,0,1,2,1,3,1,1,0,2,1,5,2,0,3,0,0,2,0
"229","critical",33,0,1,1,0,1,1,2,2,1,2,0,0,3,0,1,2,1,3,2,1,5,0,2,2,0
"230","philosophical",33,0,2,3,0,1,2,0,0,1,1,1,4,0,4,0,4,0,2,1,0,5,0,0,2,0
