"clusters"
77
62
48
112
38
149
78
15
32
2
89
90
115
62
30
152
129
64
136
59
24
17
8
105
87
98
78
57
14
96
106
29
2
6
34
40
112
69
156
137
132
45
21
55
74
79
132
51
124
10
5
94
88
7
95
9
79
27
49
127
57
39
104
118
34
113
91
102
135
3
143
72
104
118
1
136
120
124
37
112
11
142
1
85
5
145
12
107
80
81
126
81
15
121
46
11
67
152
75
84
32
65
85
83
101
46
95
36
82
135
143
97
6
102
59
13
132
130
23
151
139
140
22
152
30
29
9
71
42
17
149
86
58
44
37
156
155
155
122
115
58
87
15
109
133
135
79
6
103
75
18
48
152
58
129
148
101
34
10
38
63
95
24
4
158
20
78
21
56
94
41
124
39
85
116
119
29
57
44
61
142
19
76
18
25
87
155
100
23
66
1
106
26
147
39
150
89
109
30
141
118
3
56
93
144
154
149
157
24
131
54
159
33
57
7
147
129
5
28
54
77
127
43
41
87
46
159
128
58
6
16
8
154
106
85
54
28
7
61
157
22
50
107
36
8
17
131
31
2
129
111
158
75
33
92
134
127
134
131
29
77
49
95
47
61
114
35
79
128
52
152
108
136
151
112
79
152
148
32
53
110
69
146
70
139
99
147
39
78
65
88
137
18
87
49
110
93
116
73
68
153
15
138
17
125
24
60
123
108
5
112
118
33
127
127
151
117
27
115
55
126
