"clusters"
64
39
83
76
75
83
20
46
61
1
25
5
42
79
71
22
43
21
5
27
10
37
19
58
50
69
3
36
13
18
32
72
83
31
51
34
81
67
42
23
23
16
39
4
2
56
82
17
61
35
68
59
30
74
33
22
23
3
83
39
70
18
17
53
51
57
4
56
80
76
54
64
4
6
65
5
47
47
54
60
72
58
14
15
51
60
16
41
24
20
27
45
2
58
62
82
59
12
16
13
38
63
80
66
5
64
11
14
73
30
39
26
12
49
40
82
25
18
53
31
25
48
52
44
73
19
33
60
6
60
69
31
7
82
55
71
45
51
8
16
65
76
32
34
78
46
77
75
42
54
67
67
67
15
54
38
38
29
75
75
28
48
42
9
40
80
81
81
81
39
60
35
29
62
36
36
11
17
17
44
3
25
21
51
64
