"clusters"
16
10
34
29
6
4
23
16
7
10
22
25
8
41
27
52
26
46
13
7
62
39
17
8
38
10
50
41
18
3
51
26
41
41
28
1
9
19
40
63
42
42
2
30
40
55
48
4
24
12
9
32
3
9
45
15
38
39
11
46
3
18
53
13
54
21
18
18
36
57
18
23
49
51
30
47
31
18
27
37
24
20
2
21
49
59
51
60
47
36
63
56
2
16
56
1
60
43
25
5
38
57
50
7
63
19
36
44
44
53
61
38
62
40
22
37
55
55
42
35
33
28
28
34
34
50
14
13
8
39
12
62
52
21
9
3
59
22
27
58
58
58
