"clusters"
12
7
10
5
4
4
9
10
4
2
9
4
7
11
7
6
4
7
8
2
11
2
2
10
4
12
7
10
12
2
10
6
5
12
9
7
12
2
8
6
5
6
1
10
11
9
7
4
5
6
10
9
6
10
7
8
1
6
11
5
7
7
1
2
9
10
6
3
8
8
10
1
1
12
3
5
8
10
1
3
11
8
7
1
7
1
10
9
1
1
3
11
7
1
4
1
7
2
12
2
3
4
1
2
3
11
3
8
10
8
1
3
11
12
4
2
7
4
3
4
1
8
4
12
3
10
5
4
4
11
1
12
12
3
3
12
7
9
12
1
2
6
9
9
9
7
11
5
9
1
1
2
11
1
11
8
11
8
8
8
8
10
10
4
2
9
9
5
2
6
6
6
1
1
1
11
6
6
6
6
4
4
12
12
12
12
12
7
1
2
1
7
2
10
8
8
4
4
12
1
2
