"clusters"
5
2
3
2
5
5
7
2
7
2
2
8
2
2
2
2
5
7
2
5
2
5
7
7
5
2
7
5
8
2
2
5
2
3
3
5
2
5
5
5
3
4
2
8
2
5
3
7
5
5
8
2
2
7
7
7
5
5
2
8
5
5
2
2
3
3
7
5
5
5
5
2
2
2
5
2
2
5
3
2
5
7
5
2
8
4
7
5
5
5
2
7
2
1
2
5
5
2
3
1
7
2
5
7
5
2
7
5
3
5
5
7
3
5
5
5
3
8
5
5
7
7
3
2
2
5
7
6
3
5
5
8
5
5
3
5
2
2
5
2
5
5
2
5
5
5
5
5
3
3
2
3
2
5
2
2
5
3
5
5
2
7
2
5
7
2
7
2
7
5
2
5
5
2
5
2
5
5
5
5
7
2
2
2
5
5
2
2
5
5
5
2
5
5
5
5
2
5
2
2
2
5
7
8
5
7
5
3
2
7
2
5
5
5
5
5
2
8
5
2
5
8
3
2
5
2
5
7
5
3
5
7
5
2
2
2
5
7
5
3
3
2
2
5
7
5
7
2
2
2
7
7
5
5
4
8
8
8
7
5
5
2
7
4
5
5
5
5
7
5
2
5
2
5
2
5
2
2
7
7
3
5
4
5
7
5
5
5
7
5
2
5
2
5
2
3
8
5
5
7
5
2
2
5
4
2
7
7
5
8
2
2
2
8
8
5
1
5
2
8
2
