"clusters"
27
60
59
44
52
6
61
73
76
70
22
10
51
30
49
73
75
22
30
9
24
30
75
22
59
9
52
16
5
24
37
52
12
12
58
32
58
11
54
18
53
63
39
30
18
31
60
21
7
48
29
40
1
58
9
16
29
9
15
23
74
62
32
19
70
64
62
14
31
76
12
26
28
34
59
5
58
19
22
32
52
72
48
52
50
39
54
56
11
11
7
50
75
33
26
59
35
12
73
47
63
63
71
31
66
22
29
56
7
3
56
49
33
12
40
11
37
56
14
35
13
52
49
3
63
10
20
73
16
4
20
62
24
50
32
58
64
8
9
71
6
46
24
7
28
44
53
24
40
2
31
41
57
14
47
28
53
36
1
57
53
62
74
42
46
32
50
21
33
38
5
41
25
14
60
70
72
41
11
23
8
38
43
33
54
46
25
40
8
50
56
31
28
40
42
34
74
36
52
47
16
13
45
12
50
50
49
63
13
49
68
27
67
40
19
13
43
7
8
9
70
65
3
52
61
31
56
22
34
72
72
12
74
45
74
64
62
28
63
37
39
65
10
29
69
3
16
66
74
49
74
16
65
19
26
17
61
73
54
16
21
16
42
57
3
49
55
69
31
44
28
29
3
42
43
36
2
63
19
52
6
57
19
14
