"clusters"
7
58
87
75
40
84
3
33
41
11
1
72
52
87
70
30
20
11
41
64
92
15
48
49
2
91
36
17
67
86
76
6
83
26
65
88
62
27
35
3
82
42
3
70
14
17
26
71
17
10
18
39
11
93
24
13
32
51
17
78
12
26
24
21
40
47
79
80
27
59
70
22
33
73
61
36
29
34
80
62
90
4
92
71
8
16
9
21
16
23
56
48
10
74
33
24
19
57
78
84
49
18
35
81
79
35
92
2
61
60
20
47
10
46
78
57
22
5
60
5
29
68
55
56
43
59
90
47
58
91
33
8
63
7
40
88
30
25
25
50
25
75
44
68
93
85
17
69
77
45
12
31
72
46
46
46
28
89
39
54
38
67
11
84
63
63
29
27
37
27
56
28
19
6
69
66
79
9
10
34
66
19
5
53
79
78
80
